stimulus,angle,response,time
116,28.00,right,1472132210.757614
34,-13.00,left,1472132212.019538
94,17.00,left,1472132213.567597
61,0.50,left,1472132215.159065
38,-11.00,left,1472132216.639624
101,20.50,right,1472132218.105780
76,8.00,right,1472132219.859065
21,-19.50,left,1472132221.271321
52,-4.00,left,1472132222.806338
31,-14.50,left,1472132224.298066
58,-1.00,left,1472132225.737498
79,9.50,left,1472132227.369254
72,6.00,left,1472132228.727558
64,2.00,left,1472132230.248398
16,-22.00,left,1472132231.880448
93,16.50,right,1472132233.305724
102,21.00,right,1472132234.826136
26,-17.00,left,1472132236.334249
96,18.00,right,1472132237.955651
35,-12.50,left,1472132239.271903
2,-29.00,left,1472132240.865154
110,25.00,right,1472132242.496668
107,23.50,right,1472132243.827237
39,-10.50,left,1472132245.417148
1,-29.50,left,1472132246.980728
5,-27.50,left,1472132248.407022
75,7.50,right,1472132250.037472
24,-18.00,left,1472132251.572697
84,12.00,right,1472132253.052959
92,16.00,right,1472132254.531179
70,5.00,left,1472132255.929253
98,19.00,right,1472132257.902524
99,19.50,right,1472132258.929543
85,12.50,right,1472132260.601658
7,-26.50,left,1472132261.806271
62,1.00,left,1472132263.396391
83,11.50,left,1472132265.177479
36,-12.00,left,1472132266.438480
23,-18.50,left,1472132267.973237
44,-8.00,left,1472132269.672122
49,-5.50,left,1472132270.974262
63,1.50,left,1472132272.427411
95,17.50,right,1472132274.139601
80,10.00,left,1472132275.686095
59,-0.50,left,1472132277.069923
28,-16.00,left,1472132278.480481
18,-21.00,left,1472132279.987403
66,3.00,left,1472132281.673682
115,27.50,right,1472132283.124754
22,-19.00,left,1472132284.481896
25,-17.50,left,1472132285.963022
51,-4.50,left,1472132287.580733
97,18.50,right,1472132289.129582
77,8.50,right,1472132290.707617
71,5.50,left,1472132292.256749
12,-24.00,left,1472132293.737541
60,0.00,left,1472132295.203532
114,27.00,right,1472132296.779390
37,-11.50,left,1472132298.274514
17,-21.50,left,1472132299.838205
40,-10.00,left,1472132301.332030
113,26.50,right,1472132302.909263
9,-25.50,left,1472132304.457185
81,10.50,left,1472132305.978971
68,4.00,left,1472132307.416958
69,4.50,left,1472132308.856426
103,21.50,right,1472132310.459078
87,13.50,right,1472132312.035888
4,-28.00,left,1472132313.460396
54,-3.00,left,1472132315.023541
10,-25.00,left,1472132316.449569
20,-20.00,left,1472132317.833264
29,-15.50,left,1472132319.243329
14,-23.00,left,1472132320.655191
0,-30.00,left,1472132322.092815
82,11.00,left,1472132323.709155
43,-8.50,left,1472132325.161620
56,-2.00,left,1472132326.723052
104,22.00,right,1472132328.340292
118,29.00,right,1472132329.848393
11,-24.50,left,1472132331.410926
33,-13.50,left,1472132332.959822
74,7.00,left,1472132334.563132
73,6.50,left,1472132335.946825
45,-7.50,left,1472132337.468330
112,26.00,right,1472132339.016593
19,-20.50,left,1472132340.538415
111,25.50,right,1472132342.018127
100,20.00,right,1472132343.415555
88,14.00,right,1472132344.867307
42,-9.00,left,1472132346.428785
15,-22.50,left,1472132347.923511
105,22.50,right,1472132349.500205
91,15.50,right,1472132350.953250
78,9.00,right,1472132352.597846
90,15.00,right,1472132354.172320
108,24.00,right,1472132355.611867
6,-27.00,left,1472132357.023130
50,-5.00,left,1472132358.653146
30,-15.00,left,1472132360.105548
46,-7.00,left,1472132361.503314
13,-23.50,left,1472132362.956152
119,29.50,right,1472132364.625959
27,-16.50,left,1472132366.037446
41,-9.50,left,1472132367.394105
3,-28.50,left,1472132368.955402
47,-6.50,left,1472132370.531649
67,3.50,left,1472132371.943478
32,-14.00,left,1472132373.479180
8,-26.00,left,1472132374.958565
57,-1.50,left,1472132376.536151
109,24.50,right,1472132378.084181
65,2.50,left,1472132379.469078
48,-6.00,left,1472132381.030333
117,28.50,right,1472132382.634136
86,13.00,right,1472132384.289982
89,14.50,right,1472132385.454758
55,-2.50,left,1472132386.880019
106,23.00,right,1472132388.345544
53,-3.50,left,1472132389.811376
