stimulus,angle,response,time
7,-26.50,right,1474460144.881940
18,-21.00,left,1474460154.144670
77,8.50,right,1474460155.722070
54,-3.00,right,1474460157.698242
113,26.50,right,1474460158.782436
68,4.00,right,1474460160.154494
46,-7.00,right,1474460161.716399
47,-6.50,right,1474460163.182211
2,-29.00,left,1474460164.566678
34,-13.00,left,1474460166.347625
20,-20.00,left,1474460167.470381
78,9.00,right,1474460169.047019
43,-8.50,left,1474460170.649698
119,29.50,right,1474460172.211641
11,-24.50,left,1474460173.911000
67,3.50,left,1474460175.173424
112,26.00,right,1474460176.858498
97,18.50,right,1474460178.160869
70,5.00,right,1474460179.627596
28,-16.00,left,1474460181.218993
27,-16.50,left,1474460182.713714
64,2.00,right,1474460184.332661
109,24.50,right,1474460185.621568
98,19.00,right,1474460187.021957
52,-4.00,right,1474460188.871566
117,28.50,right,1474460190.188483
73,6.50,right,1474460191.572088
110,25.00,right,1474460193.024754
19,-20.50,left,1474460194.558902
17,-21.50,left,1474460196.011253
115,27.50,right,1474460197.477900
87,13.50,right,1474460198.847954
58,-1.00,right,1474460200.752671
88,14.00,right,1474460201.807151
45,-7.50,left,1474460203.767988
106,23.00,left,1474460204.713598
66,3.00,right,1474460206.443920
74,7.00,right,1474460207.678264
90,15.00,right,1474460208.980474
37,-11.50,left,1474460210.626517
21,-19.50,left,1474460211.972207
1,-29.50,left,1474460213.562408
86,13.00,right,1474460215.111317
9,-25.50,left,1474460216.604901
79,9.50,right,1474460218.031992
82,11.00,right,1474460219.512998
44,-8.00,left,1474460220.950644
31,-14.50,left,1474460222.513049
0,-30.00,left,1474460224.062192
101,20.50,right,1474460225.693315
72,6.00,right,1474460227.146060
4,-28.00,left,1474460228.587560
81,10.50,right,1474460230.232409
99,19.50,right,1474460231.548567
16,-22.00,left,1474460233.163864
14,-23.00,right,1474460234.838862
55,-2.50,NA,0.000000
15,-22.50,left,1474460237.279799
26,-17.00,left,1474460239.856772
29,-15.50,left,1474460240.719830
89,14.50,right,1474460241.940040
111,25.50,right,1474460243.395670
5,-27.50,left,1474460245.012668
32,-14.00,left,1474460246.369302
36,-12.00,left,1474460248.179672
10,-25.00,left,1474460249.248635
69,4.50,right,1474460250.811000
49,-5.50,left,1474460252.276710
24,-18.00,left,1474460253.701609
107,23.50,right,1474460255.278382
65,2.50,right,1474460256.675110
30,-15.00,left,1474460258.358981
104,22.00,left,1474460259.924662
38,-11.00,left,1474460261.471784
48,-6.00,left,1474460262.845568
103,21.50,right,1474460264.214852
39,-10.50,left,1474460265.790223
33,-13.50,left,1474460267.313374
22,-19.00,left,1474460268.724962
91,15.50,right,1474460270.235749
59,-0.50,right,1474460272.114754
83,11.50,right,1474460273.376502
105,22.50,right,1474460274.885750
100,20.00,right,1474460276.325634
40,-10.00,left,1474460278.176437
51,-4.50,left,1474460279.616284
57,-1.50,left,1474460281.193281
95,17.50,right,1474460282.399265
108,24.00,right,1474460283.865402
80,10.00,right,1474460285.373844
35,-12.50,left,1474460287.058893
114,27.00,right,1474460288.554571
116,28.00,right,1474460290.078219
118,29.00,right,1474460291.560049
62,1.00,left,1474460293.341816
63,1.50,left,1474460294.875752
50,-5.00,left,1474460296.412401
6,-27.00,left,1474460298.099936
94,17.00,right,1474460299.388285
71,5.50,right,1474460300.774819
41,-9.50,left,1474460302.336721
92,16.00,right,1474460303.872987
61,0.50,right,1474460305.312611
102,21.00,right,1474460306.792290
85,12.50,right,1474460308.232226
93,16.50,right,1474460309.658229
76,8.00,right,1474460311.095861
42,-9.00,left,1474460312.794207
13,-23.50,left,1474460314.299442
56,-2.00,right,1474460315.752912
23,-18.50,left,1474460317.370294
75,7.50,right,1474460319.114557
60,0.00,right,1474460320.747424
12,-24.00,left,1474460322.048704
53,-3.50,left,1474460323.556013
25,-17.50,left,1474460324.888358
3,-28.50,left,1474460326.450101
84,12.00,right,1474460327.946751
96,18.00,right,1474460329.373867
8,-26.00,right,1474460330.772126
