stimulus,angle,response,time
0,-30.00,right,1478170186.373279
109,24.50,right,1478170252.698120
31,-14.50,left,1478170254.426497
68,4.00,right,1478170255.732297
77,8.50,left,1478170257.174390
105,22.50,right,1478170258.630885
86,13.00,right,1478170260.155883
18,-21.00,left,1478170261.788989
57,-1.50,left,1478170263.408565
102,21.00,right,1478170264.728321
51,-4.50,left,1478170266.225929
26,-17.00,left,1478170268.050007
27,-16.50,left,1478170269.274895
35,-12.50,left,1478170270.745301
49,-5.50,left,1478170272.242655
21,-19.50,left,1478170273.821241
12,-24.00,left,1478170275.358388
93,16.50,right,1478170277.005177
2,-29.00,left,1478170278.543275
64,2.00,right,1478170280.094618
37,-11.50,left,1478170281.592161
53,-3.50,left,1478170283.103459
63,1.50,right,1478170284.995163
117,28.50,right,1478170286.124871
112,26.00,right,1478170287.526134
72,6.00,right,1478170289.308331
15,-22.50,left,1478170290.669123
33,-13.50,left,1478170291.962002
28,-16.00,left,1478170293.377215
85,12.50,right,1478170294.806225
106,23.00,right,1478170296.384742
10,-25.00,left,1478170298.031464
9,-25.50,left,1478170299.542515
95,17.50,right,1478170300.999292
60,0.00,right,1478170302.578433
17,-21.50,left,1478170304.128713
76,8.00,right,1478170305.421358
119,29.50,right,1478170306.755872
4,-28.00,left,1478170308.361651
58,-1.00,right,1478170309.953849
32,-14.00,left,1478170311.233927
96,18.00,right,1478170312.745565
69,4.50,right,1478170314.392733
11,-24.50,left,1478170315.753036
97,18.50,right,1478170317.209106
98,19.00,right,1478170318.720126
114,27.00,right,1478170320.149422
45,-7.50,left,1478170321.823634
25,-17.50,left,1478170323.266965
59,-0.50,right,1478170324.709439
82,11.00,right,1478170326.152874
107,23.50,right,1478170327.582554
22,-19.00,left,1478170329.283414
20,-20.00,left,1478170330.630986
14,-23.00,left,1478170332.114554
50,-5.00,left,1478170334.100997
81,10.50,right,1478170335.217765
47,-6.50,left,1478170336.986906
1,-29.50,left,1478170338.171018
79,9.50,right,1478170339.559038
54,-3.00,left,1478170341.110873
55,-2.50,left,1478170342.594770
24,-18.00,left,1478170344.106057
42,-9.00,left,1478170345.685115
108,24.00,right,1478170347.223459
19,-20.50,left,1478170348.679011
110,25.00,right,1478170350.162391
3,-28.50,left,1478170351.577511
56,-2.00,left,1478170353.034124
104,22.00,right,1478170354.503399
38,-11.00,left,1478170356.041145
71,5.50,left,1478170357.783050
43,-8.50,left,1478170359.457509
94,17.00,right,1478170360.695759
36,-12.00,left,1478170362.151509
116,28.00,right,1478170363.526605
74,7.00,right,1478170365.200362
90,15.00,right,1478170366.480866
46,-7.00,left,1478170368.142234
66,3.00,right,1478170370.020030
75,7.50,right,1478170371.287234
89,14.50,right,1478170372.539137
67,3.50,left,1478170374.036882
99,19.50,right,1478170375.521266
115,27.50,right,1478170377.087450
39,-10.50,left,1478170378.829864
62,1.00,left,1478170381.035568
13,-23.50,left,1478170382.042882
44,-8.00,left,1478170383.118337
7,-26.50,left,1478170384.548698
80,10.00,right,1478170386.115339
100,20.00,right,1478170387.463034
78,9.00,right,1478170389.314445
16,-22.00,left,1478170390.689898
91,15.50,right,1478170392.051118
83,11.50,right,1478170393.602412
101,20.50,right,1478170395.114461
6,-27.00,left,1478170396.843597
103,21.50,right,1478170398.313348
41,-9.50,left,1478170399.742527
92,16.00,right,1478170401.266285
34,-13.00,left,1478170402.804354
84,12.00,right,1478170404.328514
30,-15.00,left,1478170405.974379
52,-4.00,right,1478170407.335201
61,0.50,right,1478170409.172849
8,-26.00,left,1478170410.479298
5,-27.50,left,1478170411.936225
65,2.50,left,1478170414.017538
118,29.00,right,1478170415.106262
23,-18.50,left,1478170416.616443
111,25.50,right,1478170418.031701
40,-10.00,left,1478170419.895871
113,26.50,right,1478170421.107808
88,14.00,right,1478170422.645784
29,-15.50,left,1478170424.238205
73,6.50,right,1478170425.816934
87,13.50,right,1478170427.246443
70,5.00,right,1478170429.070031
48,-6.00,left,1478170430.309046
