object,obj.idx,table,tab.idx,time
NA,0,hor,46,1478267365.934425
NA,0,hor,60,1478267367.520598
NA,0,hor,4,1478267369.077849
NA,0,hor,3,1478267370.466313
NA,0,hor,114,1478267371.990079
NA,0,hor,53,1478267373.577826
NA,0,hor,68,1478267375.033797
NA,0,hor,89,1478267376.456830
NA,0,hor,9,1478267377.915141
NA,0,hor,92,1478267379.439812
NA,0,hor,110,1478267380.992403
NA,0,hor,20,1478267382.582525
NA,0,hor,96,1478267384.037904
NA,0,hor,91,1478267385.561168
NA,0,hor,29,1478267387.184235
NA,0,hor,38,1478267388.639014
NA,0,hor,54,1478267390.129240
NA,0,hor,84,1478267391.717539
NA,0,hor,98,1478267393.139246
NA,0,hor,99,1478267394.693325
NA,0,hor,79,1478267396.180611
NA,0,hor,65,1478267397.668905
NA,0,hor,101,1478267399.125390
NA,0,hor,40,1478267400.644936
NA,0,hor,61,1478267402.166924
NA,0,hor,109,1478267403.592832
NA,0,hor,63,1478267405.114162
NA,0,hor,13,1478267406.605603
NA,0,hor,49,1478267408.027787
NA,0,hor,88,1478267409.547567
NA,0,hor,28,1478267410.971684
NA,0,hor,102,1478267412.526538
NA,0,hor,67,1478267413.952055
NA,0,hor,24,1478267415.409252
NA,0,hor,37,1478267416.961309
NA,0,hor,104,1478267418.384222
NA,0,hor,82,1478267419.907180
NA,0,hor,85,1478267421.296122
NA,0,hor,72,1478267422.820642
NA,0,hor,80,1478267424.345551
NA,0,hor,14,1478267425.902322
NA,0,hor,41,1478267427.390554
NA,0,hor,81,1478267428.813087
NA,0,hor,35,1478267430.402272
NA,0,hor,25,1478267431.958713
NA,0,hor,115,1478267433.512319
NA,0,hor,57,1478267435.067376
NA,0,hor,97,1478267436.559637
NA,0,hor,100,1478267438.080053
NA,0,hor,48,1478267439.668294
NA,0,hor,43,1478267441.091825
NA,0,hor,86,1478267442.581335
NA,0,hor,1,1478267444.007035
NA,0,hor,113,1478267445.494147
NA,0,hor,36,1478267446.918731
NA,0,hor,44,1478267448.439817
NA,0,hor,58,1478267449.864608
NA,0,hor,78,1478267451.287726
NA,0,hor,118,1478267452.746698
NA,0,hor,7,1478267454.237856
NA,0,hor,106,1478267455.627537
NA,0,hor,94,1478267457.115770
NA,0,hor,111,1478267458.568055
NA,0,hor,22,1478267459.992207
NA,0,hor,30,1478267461.417539
NA,0,hor,103,1478267462.906906
NA,0,hor,116,1478267464.530400
NA,0,hor,52,1478267465.988166
NA,0,hor,75,1478267467.443057
NA,0,hor,56,1478267468.896175
NA,0,hor,0,1478267470.421154
NA,0,hor,17,1478267471.978582
NA,0,hor,90,1478267473.465667
NA,0,hor,27,1478267474.954952
NA,0,hor,70,1478267476.509570
NA,0,hor,107,1478267478.027950
NA,0,hor,50,1478267479.547787
NA,0,hor,83,1478267481.103189
NA,0,hor,93,1478267482.661087
NA,0,hor,117,1478267484.184643
NA,0,hor,74,1478267485.676640
NA,0,hor,42,1478267487.200039
NA,0,hor,119,1478267488.717741
NA,0,hor,105,1478267490.277154
NA,0,hor,95,1478267491.734149
NA,0,hor,6,1478267493.158550
NA,0,hor,26,1478267494.678014
NA,0,hor,32,1478267496.233495
NA,0,hor,10,1478267497.762787
NA,0,hor,15,1478267499.253981
NA,0,hor,76,1478267500.742858
NA,0,hor,55,1478267502.266582
NA,0,hor,108,1478267503.758320
NA,0,hor,16,1478267505.148542
NA,0,hor,59,1478267506.642572
NA,0,hor,8,1478267508.064140
NA,0,hor,39,1478267509.591991
NA,0,hor,69,1478267511.048435
NA,0,hor,45,1478267512.633351
NA,0,hor,2,1478267514.219964
NA,0,hor,47,1478267515.743045
NA,0,hor,12,1478267517.365700
NA,0,hor,87,1478267518.820091
NA,0,hor,33,1478267520.242231
NA,0,hor,18,1478267521.629155
NA,0,hor,66,1478267523.185659
NA,0,hor,34,1478267524.706897
NA,0,hor,77,1478267526.196158
NA,0,hor,23,1478267527.719638
NA,0,hor,51,1478267529.142505
NA,0,hor,11,1478267530.730956
NA,0,hor,73,1478267532.256072
NA,0,hor,71,1478267533.812514
NA,0,hor,19,1478267535.364805
NA,0,hor,112,1478267536.856758
NA,0,hor,62,1478267538.312503
NA,0,hor,5,1478267539.830953
NA,0,hor,31,1478267541.423459
NA,0,hor,21,1478267542.848009
NA,0,hor,64,1478267544.301105
