object,stimulus,angle,response,time
high,42,26.00,right,1478161733.637186
high,90,50.00,right,1478161800.576558
high,18,14.00,left,1478161802.156440
high,68,39.00,right,1478161803.532837
high,108,59.00,right,1478161805.057527
high,115,62.50,right,1478161806.473142
high,61,35.50,right,1478161808.133274
high,30,20.00,right,1478161809.616396
high,52,31.00,right,1478161811.073203
high,4,7.00,right,1478161812.597902
high,49,29.50,right,1478161813.891448
high,64,37.00,right,1478161815.455862
high,76,43.00,right,1478161816.967005
high,104,57.00,right,1478161818.519313
high,41,25.50,right,1478161820.043933
high,100,55.00,right,1478161821.513562
high,10,10.00,left,1478161823.323659
high,26,18.00,left,1478161824.562317
high,7,8.50,left,1478161825.937473
high,43,26.50,left,1478161827.407437
high,70,40.00,right,1478161828.851542
high,6,8.00,left,1478161830.485353
high,84,47.00,right,1478161831.955912
high,33,21.50,right,1478161833.616848
high,48,29.00,right,1478161835.113655
high,9,9.50,left,1478161836.760615
high,36,23.00,right,1478161838.407702
high,67,38.50,right,1478161839.646722
high,15,12.50,right,1478161841.294257
high,101,55.50,right,1478161842.670425
high,46,28.00,right,1478161844.181736
high,91,50.50,right,1478161845.529147
high,19,14.50,left,1478161847.053201
high,99,54.50,right,1478161848.618312
high,86,48.00,right,1478161849.952257
high,59,34.50,right,1478161851.394413
high,57,33.50,right,1478161852.933485
high,8,9.00,right,1478161854.592927
high,47,28.50,right,1478161856.116905
high,56,33.00,right,1478161857.587192
high,71,40.50,right,1478161858.989345
high,45,27.50,right,1478161860.459343
high,118,64.00,right,1478161861.998067
high,50,30.00,right,1478161863.495392
high,12,11.00,left,1478161865.250868
high,31,20.50,left,1478161866.584082
high,110,60.00,right,1478161868.040906
high,98,54.00,right,1478161869.456845
high,103,56.50,right,1478161870.913697
high,0,5.00,left,1478161872.520011
high,60,35.00,right,1478161874.167090
high,73,41.50,right,1478161875.556179
high,32,21.00,left,1478161877.325609
high,44,27.00,right,1478161878.755341
high,66,38.00,right,1478161880.212250
high,106,58.00,right,1478161881.682849
high,13,11.50,left,1478161883.316105
high,5,7.50,left,1478161884.772350
high,79,44.50,right,1478161886.283938
high,92,51.00,right,1478161887.727721
high,107,58.50,right,1478161889.306738
high,1,5.50,left,1478161890.654292
high,27,18.50,right,1478161892.315454
high,3,6.50,left,1478161893.785312
high,85,47.50,right,1478161895.200811
high,80,45.00,right,1478161896.711515
high,39,24.50,right,1478161898.236140
high,53,31.50,right,1478161899.679221
high,95,52.50,right,1478161901.217820
high,74,42.00,right,1478161902.782595
high,113,61.50,right,1478161904.374869
high,22,16.00,left,1478161905.927514
high,83,46.50,right,1478161907.303062
high,35,22.50,right,1478161908.813954
high,116,63.00,right,1478161910.161684
high,114,62.00,right,1478161911.713165
high,21,15.50,left,1478161913.347103
high,63,36.50,right,1478161914.938961
high,38,24.00,right,1478161916.504332
high,97,53.50,right,1478161917.906192
high,65,37.50,right,1478161919.390793
high,112,61.00,right,1478161920.861091
high,102,56.00,right,1478161922.317625
high,51,30.50,right,1478161923.923688
high,89,49.50,right,1478161925.230399
high,93,51.50,right,1478161926.700594
high,28,19.00,right,1478161928.729244
high,23,16.50,right,1478161929.736556
high,77,43.50,right,1478161931.274297
high,94,52.00,right,1478161932.785428
high,87,48.50,right,1478161934.268692
high,75,42.50,right,1478161935.684510
high,109,59.50,right,1478161937.235836
high,78,44.00,right,1478161938.760179
high,111,60.50,right,1478161940.311812
high,105,57.50,right,1478161941.741106
high,14,12.00,left,1478161943.320710
high,37,23.50,left,1478161944.761687
high,69,39.50,right,1478161946.244933
high,58,34.00,right,1478161947.783045
high,17,13.50,right,1478161949.225382
high,117,63.50,right,1478161950.994463
high,11,10.50,right,1478161952.396446
high,81,45.50,right,1478161953.716457
high,55,32.50,right,1478161955.254901
high,20,15.00,right,1478161956.806632
high,2,6.00,left,1478161958.399787
high,96,53.00,right,1478161959.842855
high,54,32.00,right,1478161961.312896
high,24,17.00,right,1478161962.783339
high,29,19.50,right,1478161964.430209
high,119,64.50,right,1478161965.914211
high,25,17.50,left,1478161967.670404
high,72,41.00,right,1478161968.826527
high,88,49.00,right,1478161970.282855
high,62,36.00,right,1478161971.738312
high,34,22.00,right,1478161973.208303
high,82,46.00,right,1478161974.500961
high,40,25.00,right,1478161976.053339
high,16,13.00,right,1478161977.590758
