object,stimulus,angle,response,time
mid,35,22.50,right,1473233003.918224
low,104,57.00,right,1473233072.172101
high,49,29.50,left,1473233073.871500
mid,48,29.00,left,1473233075.202060
low,110,60.00,right,1473233076.503891
high,65,37.50,left,1473233078.164836
low,41,25.50,left,1473233079.714479
low,86,48.00,left,1473233081.112147
mid,71,40.50,left,1473233082.621350
mid,34,22.00,left,1473233083.967127
high,69,39.50,left,1473233085.543975
high,92,51.00,right,1473233087.352897
low,17,13.50,left,1473233088.709809
low,51,30.50,left,1473233090.151182
low,101,55.50,right,1473233091.617742
low,99,54.50,right,1473233092.973765
mid,96,53.00,right,1473233094.740423
high,1,5.50,left,1473233096.056336
mid,113,61.50,right,1473233098.086419
mid,106,58.00,right,1473233099.253869
high,2,6.00,left,1473233100.582663
high,116,63.00,right,1473233102.213803
high,58,34.00,left,1473233103.557161
mid,5,7.50,left,1473233105.065194
low,60,35.00,left,1473233106.599651
mid,55,32.50,left,1473233108.066946
mid,68,39.00,left,1473233109.710808
low,29,19.50,left,1473233110.998414
low,20,15.00,left,1473233112.383669
high,55,32.50,left,1473233114.108237
low,44,27.00,left,1473233115.573823
high,60,35.00,right,1473233117.299323
mid,43,26.50,left,1473233118.462917
high,109,59.50,right,1473233120.051766
high,80,45.00,right,1473233121.381425
mid,119,64.50,right,1473233123.108378
mid,2,6.00,left,1473233124.507445
low,35,22.50,left,1473233126.535359
high,57,33.50,left,1473233127.906820
high,52,31.00,left,1473233129.112922
mid,53,31.50,left,1473233130.389119
mid,3,6.50,left,1473233131.964782
high,6,8.00,left,1473233133.363514
low,92,51.00,right,1473233134.761247
mid,73,41.50,right,1473233136.174985
low,66,38.00,right,1473233137.519631
low,108,59.00,right,1473233138.986231
high,42,26.00,left,1473233140.659740
low,112,61.00,right,1473233142.306833
mid,10,10.00,left,1473233143.828337
low,19,14.50,left,1473233145.279772
mid,44,27.00,left,1473233146.828660
high,113,61.50,right,1473233148.336614
mid,81,45.50,right,1473233149.873171
high,73,41.50,right,1473233151.325323
high,11,10.50,left,1473233152.874783
mid,72,41.00,right,1473233154.574290
low,37,23.50,left,1473233155.999946
low,118,64.00,right,1473233157.356278
high,70,40.00,right,1473233159.232673
high,46,28.00,left,1473233160.466328
mid,117,63.50,right,1473233161.822964
high,77,43.50,right,1473233163.590325
high,106,58.00,right,1473233164.811453
mid,102,56.00,right,1473233166.263066
low,12,11.00,left,1473233167.992278
high,4,7.00,left,1473233169.445477
low,63,36.50,right,1473233170.952712
low,72,41.00,left,1473233172.349751
low,76,43.00,right,1473233174.021386
mid,103,56.50,right,1473233175.281697
mid,64,37.00,left,1473233176.927610
mid,40,25.00,left,1473233178.228562
low,24,17.00,left,1473233179.902522
low,106,58.00,NA,0.000000
high,101,55.50,left,1473233182.620205
high,108,59.00,left,1473233184.032427
low,95,52.50,left,1473233185.636019
mid,7,8.50,left,1473233187.253054
mid,85,47.50,left,1473233188.828903
low,40,25.00,left,1473233190.173046
high,99,54.50,right,1473233191.832407
mid,36,23.00,left,1473233193.176523
high,23,16.50,left,1473233194.644458
mid,31,20.50,left,1473233196.056647
high,89,49.50,right,1473233197.648236
low,53,31.50,left,1473233199.142014
mid,39,24.50,left,1473233200.622400
low,115,62.50,right,1473233202.088101
high,84,47.00,right,1473233203.402893
high,29,19.50,left,1473233205.007458
mid,26,18.00,left,1473233206.637574
low,3,6.50,left,1473233208.064730
low,102,56.00,right,1473233209.708711
mid,76,43.00,right,1473233211.300376
high,66,38.00,right,1473233212.630695
mid,42,26.00,left,1473233214.166361
mid,13,11.50,left,1473233215.523264
high,54,32.00,left,1473233216.934415
low,116,63.00,right,1473233218.469072
mid,6,8.00,left,1473233219.964510
low,119,64.50,right,1473233221.349890
low,58,34.00,left,1473233222.720400
high,110,60.00,right,1473233224.187373
mid,11,10.50,left,1473233225.762874
high,51,30.50,left,1473233227.283207
high,59,34.50,right,1473233228.914068
low,73,41.50,right,1473233230.408707
high,103,56.50,left,1473233231.780095
low,30,20.00,left,1473233233.302342
mid,25,17.50,left,1473233234.810721
low,59,34.50,left,1473233236.346019
high,62,36.00,left,1473233237.975688
high,7,8.50,left,1473233239.523207
high,83,46.50,right,1473233241.111941
mid,75,42.50,left,1473233242.454574
mid,111,60.50,right,1473233244.210256
mid,112,61.00,left,1473233245.514547
low,25,17.50,left,1473233246.818339
low,14,12.00,left,1473233248.216190
low,96,53.00,right,1473233281.881557
high,100,55.00,right,1473233283.265741
mid,24,17.00,left,1473233284.800555
low,114,62.00,right,1473233286.252740
high,63,36.50,right,1473233288.090311
low,85,47.50,right,1473233289.475821
mid,89,49.50,right,1473233290.806090
mid,74,42.00,right,1473233292.423919
low,61,35.50,left,1473233293.999918
mid,18,14.00,left,1473233295.343319
high,98,54.00,right,1473233296.892966
high,86,48.00,right,1473233298.224436
mid,21,15.50,left,1473233299.636385
high,32,21.00,left,1473233301.185616
low,34,22.00,left,1473233302.680051
low,57,33.50,left,1473233304.518769
high,81,45.50,right,1473233305.642291
mid,0,5.00,left,1473233307.080321
high,47,28.50,left,1473233308.671533
low,18,14.00,left,1473233310.110604
mid,95,52.50,right,1473233311.741689
low,8,9.00,left,1473233313.302686
high,19,14.50,left,1473233314.936978
mid,23,16.50,left,1473233316.458290
high,8,9.00,left,1473233317.789519
mid,58,34.00,right,1473233319.339394
mid,28,19.00,left,1473233320.777261
low,82,46.00,right,1473233322.530807
low,70,40.00,right,1473233323.695185
low,54,32.00,right,1473233325.339064
low,71,40.50,right,1473233326.819211
high,114,62.00,right,1473233328.437683
mid,94,52.00,right,1473233329.959005
mid,78,44.00,right,1473233331.302706
high,112,61.00,right,1473233332.675255
high,74,42.00,right,1473233334.224974
mid,93,51.50,right,1473233335.746671
low,103,56.50,right,1473233337.269207
low,87,48.50,right,1473233338.831707
mid,79,44.50,right,1473233340.531948
low,84,47.00,right,1473233341.985403
high,17,13.50,left,1473233343.438230
high,41,25.50,left,1473233344.906852
mid,49,29.50,left,1473233346.401320
mid,29,19.50,left,1473233348.019460
high,102,56.00,right,1473233349.583945
high,72,41.00,right,1473233351.119219
low,27,18.50,right,1473233352.560728
high,93,51.50,right,1473233354.551889
high,15,12.50,left,1473233355.565345
mid,104,57.00,right,1473233357.045459
mid,70,40.00,right,1473233358.661518
high,76,43.00,right,1473233360.183034
low,2,6.00,left,1473233361.717990
low,64,37.00,right,1473233363.417654
low,28,19.00,left,1473233364.774845
mid,4,7.00,left,1473233366.405136
low,65,37.50,right,1473233367.967162
high,9,9.50,left,1473233369.901357
mid,16,13.00,left,1473233370.916725
low,47,28.50,left,1473233372.440504
mid,83,46.50,right,1473233373.851364
mid,57,33.50,left,1473233375.633869
high,56,33.00,right,1473233377.497070
low,5,7.50,left,1473233378.635959
low,113,61.50,right,1473233380.197567
high,25,17.50,left,1473233381.855561
high,94,52.00,left,1473233383.762526
mid,84,47.00,left,1473233385.419514
high,44,27.00,left,1473233386.476198
mid,116,63.00,right,1473233388.202352
low,68,39.00,right,1473233390.080713
