stimulus,angle,response,time
43,-3.4,left,1467791892
47,-2.6,left,1467791893
84,4.8,left,1467791895
104,8.8,right,1467791896
96,7.2,right,1467791897
17,-8.6,left,1467791899
68,1.6,right,1467791901
77,3.4,right,1467791902
49,-2.2,left,1467791904
18,-8.4,left,1467791905
45,-3,left,1467791907
30,-6,left,1467791908
83,4.6,right,1467791910
103,8.6,right,1467791911
16,-8.8,left,1467791913
91,6.2,right,1467791914
110,10,right,1467791916
92,6.4,left,1467791917
80,4,left,1467791919
66,1.2,left,1467791920
48,-2.4,left,1467791922
5,-11,left,1467791923
52,-1.6,left,1467791925
63,0.6,left,1467791926
61,0.2,left,1467791928
7,-10.6,left,1467791929
1,-11.8,left,1467791931
36,-4.8,left,1467791932
113,10.6,right,1467791934
50,-2,left,1467791935
88,5.6,right,1467791937
10,-10,left,1467791938
14,-9.2,left,1467791940
74,2.8,right,1467791941
76,3.2,right,1467791943
59,-0.2,left,1467791944
19,-8.2,left,1467791946
51,-1.8,left,1467791947
2,-11.6,left,1467791949
105,9,right,1467791950
39,-4.2,right,1467791952
40,-4,left,1467791953
0,-12,left,1467791955
81,4.2,right,1467791956
6,-10.8,left,1467791958
60,0,left,1467791960
78,3.6,right,1467791961
41,-3.8,left,1467791963
114,10.8,right,1467791964
107,9.4,right,1467791965
26,-6.8,left,1467791967
115,11,right,1467791968
31,-5.8,left,1467791970
12,-9.6,left,1467791972
55,-1,left,1467791973
98,7.6,right,1467791975
8,-10.4,left,1467791976
85,5,left,1467791978
21,-7.8,left,1467791979
53,-1.4,left,1467791981
62,0.4,right,1467791982
100,8,right,1467791984
119,11.8,right,1467791985
3,-11.4,left,1467791987
57,-0.6,right,1467791988
112,10.4,right,1467791990
20,-8,left,1467791991
109,9.8,right,1467791993
44,-3.2,left,1467791994
24,-7.2,left,1467791996
94,6.8,right,1467791997
35,-5,left,1467791999
46,-2.8,left,1467792000
72,2.4,right,1467792002
71,2.2,right,1467792003
56,-0.8,left,1467792005
25,-7,right,1467792006
65,1,right,1467792008
15,-9,left,1467792009
13,-9.4,left,1467792011
102,8.4,right,1467792012
108,9.6,right,1467792014
95,7,right,1467792015
69,1.8,left,1467792017
93,6.6,right,1467792018
99,7.8,right,1467792020
117,11.4,right,1467792021
70,2,right,1467792022
11,-9.8,left,1467792024
86,5.2,right,1467792025
118,11.6,right,1467792027
4,-11.2,left,1467792028
22,-7.6,left,1467792030
58,-0.4,left,1467792031
9,-10.2,left,1467792033
101,8.2,right,1467792034
89,5.8,right,1467792036
28,-6.4,left,1467792037
34,-5.2,left,1467792039
29,-6.2,left,1467792040
87,5.4,left,1467792042
79,3.8,right,1467792043
37,-4.6,left,1467792045
33,-5.4,left,1467792046
54,-1.2,left,1467792048
75,3,right,1467792049
42,-3.6,left,1467792051
90,6,right,1467792052
64,0.8,left,1467792054
106,9.2,right,1467792055
38,-4.4,left,1467792057
73,2.6,left,1467792058
82,4.4,right,1467792060
23,-7.4,left,1467792061
116,11.2,right,1467792063
67,1.4,left,1467792065
32,-5.6,left,1467792066
97,7.4,right,1467792067
27,-6.6,left,1467792069
111,10.2,right,1467792070
