object,stimulus,angle,response,time
high,71,40.50,right,1473152448.092751
low,15,12.50,left,1473152517.455246
mid,29,19.50,left,1473152518.921256
mid,66,38.00,right,1473152520.482348
mid,1,5.50,left,1473152521.840050
low,42,26.00,right,1473152523.210679
low,84,47.00,right,1473152524.867546
high,91,50.50,right,1473152526.375519
low,59,34.50,left,1473152527.991362
mid,41,25.50,left,1473152529.908991
high,51,30.50,right,1473152531.265355
high,15,12.50,left,1473152532.512088
low,119,64.50,right,1473152533.965053
low,46,28.00,left,1473152535.827270
mid,117,63.50,right,1473152536.979320
low,110,60.00,right,1473152538.444786
mid,109,59.50,right,1473152539.842216
high,56,33.00,left,1473152541.531136
high,90,50.00,right,1473152542.818906
high,113,61.50,right,1473152544.339573
low,83,46.50,right,1473152545.873369
high,95,52.50,right,1473152547.408995
mid,64,37.00,right,1473152548.900815
mid,10,10.00,left,1473152550.586946
high,23,16.50,left,1473152551.971325
low,118,64.00,right,1473152553.396281
high,112,61.00,right,1473152554.823729
low,10,10.00,left,1473152556.426506
high,27,18.50,left,1473152557.755313
mid,88,49.00,right,1473152559.329839
mid,32,21.00,left,1473152560.753677
mid,101,55.50,right,1473152562.110020
mid,19,14.50,left,1473152563.592839
low,0,5.00,left,1473152564.990463
high,83,46.50,right,1473152566.429595
low,61,35.50,right,1473152567.922141
high,89,49.50,right,1473152569.499195
low,64,37.00,right,1473152571.156544
mid,61,35.50,right,1473152572.746765
high,7,8.50,left,1473152574.282827
high,106,58.00,right,1473152575.655413
mid,97,53.50,right,1473152577.097982
high,62,36.00,right,1473152578.662692
mid,50,30.00,right,1473152580.114958
low,74,42.00,right,1473152581.662804
mid,108,59.00,right,1473152583.185513
low,80,45.00,right,1473152584.774755
low,26,18.00,left,1473152586.541178
low,78,44.00,right,1473152587.882551
low,51,30.50,left,1473152589.513182
low,23,16.50,left,1473152591.063079
high,24,17.00,left,1473152592.640081
high,29,19.50,left,1473152594.024855
mid,119,64.50,right,1473152595.573307
mid,3,6.50,left,1473152597.039031
high,80,45.00,right,1473152598.465669
mid,80,45.00,right,1473152600.177597
low,25,17.50,left,1473152601.546577
high,65,37.50,right,1473152603.041003
mid,81,45.50,right,1473152604.493728
high,8,9.00,left,1473152605.972801
high,10,10.00,left,1473152607.534949
high,9,9.50,left,1473152609.069477
low,66,38.00,right,1473152610.686270
mid,90,50.00,right,1473152612.235107
low,27,18.50,left,1473152613.784243
mid,104,57.00,right,1473152615.266493
mid,34,22.00,left,1473152616.705141
high,74,42.00,right,1473152618.294654
low,113,61.50,right,1473152619.843740
low,33,21.50,left,1473152621.486796
mid,18,14.00,left,1473152622.912667
mid,62,36.00,right,1473152624.391835
high,6,8.00,left,1473152625.953654
high,30,20.00,left,1473152627.526433
low,97,53.50,right,1473152628.953524
low,69,39.50,right,1473152630.446542
high,103,56.50,right,1473152631.953349
mid,63,36.50,right,1473152633.530494
low,105,57.50,right,1473152635.024964
high,86,48.00,right,1473152636.573548
low,34,22.00,left,1473152638.311973
mid,85,47.50,right,1473152639.599407
mid,68,39.00,right,1473152640.996558
mid,53,31.50,right,1473152642.517615
low,21,15.50,left,1473152643.996352
mid,39,24.50,left,1473152645.394174
low,89,49.50,right,1473152647.162445
low,5,7.50,left,1473152648.478467
high,13,11.50,left,1473152649.986555
low,31,20.50,left,1473152651.617633
mid,96,53.00,right,1473152653.014269
high,46,28.00,left,1473152654.603852
mid,73,41.50,right,1473152655.972626
high,49,29.50,right,1473152657.659347
high,18,14.00,left,1473152659.055511
low,99,54.50,right,1473152660.317112
high,48,29.00,left,1473152661.838469
low,22,16.00,left,1473152663.346891
high,44,27.00,right,1473152664.978362
high,32,21.00,right,1473152666.349254
mid,13,11.50,left,1473152667.939741
mid,105,57.50,right,1473152669.214572
mid,8,9.00,left,1473152670.667471
mid,44,27.00,right,1473152672.227301
high,82,46.00,right,1473152674.090381
low,71,40.50,right,1473152675.350428
low,9,9.50,left,1473152676.829276
low,90,50.00,right,1473152678.363142
low,41,25.50,left,1473152679.967424
mid,57,33.50,right,1473152681.213646
high,67,38.50,right,1473152682.803894
mid,35,22.50,left,1473152684.393895
mid,5,7.50,left,1473152685.722765
high,87,48.50,right,1473152687.310936
low,62,36.00,right,1473152688.790530
high,3,6.50,left,1473152690.325719
low,102,56.00,right,1473152691.818371
mid,16,13.00,left,1473152693.381606
high,50,30.00,right,1473152694.767330
mid,26,18.00,right,1473152728.486033
low,2,6.00,left,1473152729.884348
low,24,17.00,left,1473152731.199948
high,99,54.50,right,1473152732.652932
mid,7,8.50,left,1473152734.148560
high,40,25.00,left,1473152735.631242
mid,28,19.00,left,1473152737.193025
low,32,21.00,left,1473152738.576498
mid,17,13.50,left,1473152740.165100
high,69,39.50,right,1473152741.712200
high,5,7.50,left,1473152742.986718
low,117,63.50,right,1473152744.535856
low,3,6.50,left,1473152746.001567
mid,112,61.00,right,1473152747.441149
mid,118,64.00,right,1473152748.852343
low,38,24.00,left,1473152750.318022
high,96,53.00,right,1473152751.851568
mid,69,39.50,right,1473152753.480124
high,109,59.50,right,1473152754.877431
high,60,35.00,right,1473152756.370836
low,56,33.00,right,1473152758.316638
mid,84,47.00,right,1473152759.523400
low,72,41.00,right,1473152760.769817
high,119,64.50,right,1473152762.265623
low,29,19.50,left,1473152763.897209
high,54,32.00,right,1473152765.308491
high,47,28.50,right,1473152766.705801
high,55,32.50,right,1473152768.104491
high,59,34.50,right,1473152769.569408
mid,98,54.00,right,1473152771.076213
mid,94,52.00,right,1473152772.513645
low,112,61.00,right,1473152774.048115
mid,91,50.50,right,1473152775.637325
low,77,43.50,right,1473152777.130357
mid,106,58.00,right,1473152778.623184
low,93,51.50,right,1473152780.034908
high,35,22.50,left,1473152781.775088
low,11,10.50,left,1473152783.145787
mid,14,12.00,left,1473152784.639390
high,73,41.50,right,1473152786.216367
low,94,52.00,right,1473152787.736314
mid,54,32.00,left,1473152789.148197
low,44,27.00,left,1473152791.056305
high,100,55.00,right,1473152792.223502
