stimulus,angle,response,time
9,-25.50,right,1473415235.073252
74,7.00,right,1473415243.540600
103,21.50,right,1473415244.978629
1,-29.50,left,1473415246.362588
20,-20.00,left,1473415247.855628
116,28.00,right,1473415249.293443
14,-23.00,left,1473415250.706010
35,-12.50,left,1473415252.486913
17,-21.50,left,1473415253.924934
53,-3.50,right,1473415255.348442
81,10.50,right,1473415256.828390
113,26.50,right,1473415258.199735
64,2.00,right,1473415259.748219
99,19.50,right,1473415261.228353
36,-12.00,left,1473415262.736654
40,-10.00,left,1473415264.325531
5,-27.50,left,1473415265.873520
110,25.00,right,1473415267.392935
91,15.50,right,1473415268.791913
8,-26.00,left,1473415270.296946
76,8.00,right,1473415271.885653
96,18.00,right,1473415273.447864
106,23.00,right,1473415274.984241
56,-2.00,left,1473415276.438530
48,-6.00,left,1473415277.989160
86,13.00,right,1473415279.373775
109,24.50,right,1473415280.839847
42,-9.00,left,1473415282.349811
66,3.00,right,1473415283.965651
51,-4.50,right,1473415285.336941
95,17.50,right,1473415286.830774
84,12.00,right,1473415288.366202
11,-24.50,left,1473415289.873986
31,-14.50,left,1473415291.423010
6,-27.00,left,1473415293.217681
107,23.50,right,1473415294.573604
23,-18.50,left,1473415295.916169
59,-0.50,right,1473415297.518529
83,11.50,right,1473415299.055184
82,11.00,right,1473415300.507637
78,9.00,right,1473415301.975143
100,20.00,right,1473415303.563447
2,-29.00,left,1473415305.154526
89,14.50,right,1473415306.757491
112,26.00,right,1473415308.263642
58,-1.00,left,1473415309.634894
63,1.50,right,1473415311.114826
85,12.50,right,1473415312.705558
38,-11.00,left,1473415314.322106
102,21.00,right,1473415315.802192
54,-3.00,right,1473415317.405674
52,-4.00,right,1473415318.898358
71,5.50,right,1473415320.486306
47,-6.50,right,1473415321.924981
43,-8.50,left,1473415323.654039
32,-14.00,left,1473415325.025042
60,0.00,right,1473415326.574350
24,-18.00,left,1473415327.998646
68,4.00,right,1473415329.478948
49,-5.50,left,1473415330.943758
30,-15.00,left,1473415332.531328
97,18.50,right,1473415334.037808
37,-11.50,right,1473415335.489644
117,28.50,left,1473415337.039382
114,27.00,right,1473415338.534148
87,13.50,right,1473415340.070075
3,-28.50,left,1473415341.551997
93,16.50,right,1473415342.934720
69,4.50,right,1473415344.498769
72,6.00,right,1473415345.881216
62,1.00,right,1473415347.334300
101,20.50,right,1473415348.964198
21,-19.50,left,1473415350.513031
55,-2.50,right,1473415352.197654
79,9.50,right,1473415353.374503
70,5.00,right,1473415354.881861
15,-22.50,right,1473415356.473972
18,-21.00,left,1473415357.775335
33,-13.50,left,1473415359.145862
115,27.50,right,1473415360.583311
61,0.50,right,1473415362.158871
105,22.50,right,1473415363.460413
29,-15.50,left,1473415364.912238
34,-13.00,left,1473415366.458079
10,-25.00,left,1473415367.965900
80,10.00,right,1473415369.363955
46,-7.00,left,1473415370.954393
108,24.00,right,1473415372.352479
44,-8.00,left,1473415373.982448
19,-20.50,left,1473415375.406206
92,16.00,right,1473415376.816710
25,-17.50,left,1473415378.255313
27,-16.50,left,1473415379.829573
26,-17.00,left,1473415381.242047
22,-19.00,left,1473415382.666514
28,-16.00,left,1473415384.230522
118,29.00,right,1473415385.614315
75,7.50,left,1473415387.162727
39,-10.50,left,1473415388.766313
41,-9.50,left,1473415390.370995
98,19.00,right,1473415391.727539
50,-5.00,left,1473415393.385866
7,-26.50,left,1473415394.988375
73,6.50,right,1473415396.412434
111,25.50,right,1473415397.851121
57,-1.50,right,1473415399.426795
90,15.00,right,1473415400.784236
13,-23.50,left,1473415402.197174
45,-7.50,right,1473415403.703673
12,-24.00,left,1473415405.266011
65,2.50,right,1473415406.690290
94,17.00,right,1473415408.282257
16,-22.00,left,1473415409.693018
77,8.50,right,1473415411.227211
4,-28.00,left,1473415412.638737
0,-30.00,right,1473415414.009636
88,14.00,right,1473415415.657071
67,3.50,right,1473415417.068992
104,22.00,right,1473415418.729648
119,29.50,right,1473415420.045626
