object,stimulus,angle,response,time
low,93,51.50,right,1474547026.960241
low,100,55.00,right,1474547034.896051
high,3,6.50,left,1474547036.389532
high,45,27.50,left,1474547038.008752
low,11,10.50,left,1474547039.378664
mid,65,37.50,left,1474547041.022917
mid,77,43.50,right,1474547042.393180
mid,117,63.50,right,1474547043.941747
low,112,61.00,right,1474547045.434160
high,94,52.00,right,1474547047.120336
mid,67,38.50,right,1474547048.449267
high,41,25.50,left,1474547049.819964
mid,119,64.50,right,1474547051.341467
low,51,30.50,left,1474547052.753210
mid,57,33.50,right,1474547054.233474
high,116,63.00,right,1474547055.742503
mid,55,32.50,left,1474547057.207742
mid,106,58.00,right,1474547058.605643
high,119,64.50,left,1474547060.167522
high,25,17.50,left,1474547061.715564
low,67,38.50,right,1474547063.236102
low,10,10.00,left,1474547064.757171
high,89,49.50,right,1474547066.237458
low,84,47.00,right,1474547067.704411
low,31,20.50,left,1474547069.267445
low,55,32.50,left,1474547070.788928
mid,26,18.00,left,1474547072.104286
low,92,51.00,right,1474547073.571315
high,32,21.00,left,1474547075.160396
mid,32,21.00,left,1474547076.737565
high,73,41.50,right,1474547078.354287
high,35,22.50,left,1474547079.848715
mid,111,60.50,right,1474547081.245215
mid,91,50.50,right,1474547082.794027
high,67,38.50,right,1474547084.383303
low,32,21.00,left,1474547086.082830
high,7,8.50,left,1474547087.398181
mid,54,32.00,left,1474547088.753353
high,58,34.00,left,1474547090.398377
low,110,60.00,right,1474547091.946803
mid,114,62.00,right,1474547093.400154
high,76,43.00,right,1474547094.823500
mid,84,47.00,right,1474547096.468199
low,41,25.50,left,1474547097.783800
low,42,26.00,right,1474547099.319390
mid,3,6.50,right,1474547100.771327
low,53,31.50,right,1474547102.470781
high,39,24.50,left,1474547104.033358
low,76,43.00,right,1474547105.458132
low,102,56.00,right,1474547106.897167
mid,112,61.00,right,1474547108.553479
mid,104,57.00,right,1474547110.073925
low,114,62.00,right,1474547111.649719
mid,37,23.50,left,1474547113.130567
low,36,23.00,left,1474547114.733714
mid,25,17.50,left,1474547116.240486
high,50,30.00,right,1474547117.871383
high,108,59.00,right,1474547119.200986
high,42,26.00,left,1474547120.777311
high,6,8.00,left,1474547122.272878
high,70,40.00,right,1474547123.766388
mid,39,24.50,left,1474547125.288689
mid,83,46.50,right,1474547126.743305
mid,72,41.00,left,1474547128.402733
low,22,16.00,left,1474547129.881409
low,14,12.00,left,1474547131.279346
high,12,11.00,right,1474547132.854627
high,78,44.00,right,1474547134.197029
high,63,36.50,right,1474547135.828423
low,74,42.00,left,1474547137.459330
mid,85,47.50,left,1474547138.993438
low,72,41.00,right,1474547140.474177
