stimulus,angle,response,time
12,-24.00,right,1474637431.404887
73,6.50,left,1474637441.960430
109,24.50,right,1474637443.689881
34,-13.00,left,1474637445.020807
93,16.50,left,1474637446.474144
75,7.50,right,1474637448.171698
2,-29.00,left,1474637449.581136
107,23.50,right,1474637450.911564
42,-9.00,left,1474637452.542062
52,-4.00,left,1474637454.226972
95,17.50,right,1474637455.557502
102,21.00,right,1474637456.914957
27,-16.50,left,1474637458.382122
18,-21.00,left,1474637459.821738
65,2.50,right,1474637461.671041
113,26.50,right,1474637463.027826
63,1.50,right,1474637464.426128
112,26.00,right,1474637465.878201
31,-14.50,left,1474637467.317344
35,-12.50,left,1474637468.797842
104,22.00,right,1474637470.305359
44,-8.00,left,1474637471.895428
79,9.50,right,1474637473.471071
92,16.00,right,1474637475.075615
67,3.50,right,1474637476.666474
97,18.50,right,1474637478.187151
21,-19.50,left,1474637479.584826
36,-12.00,left,1474637481.011090
88,14.00,right,1474637482.519621
4,-28.00,left,1474637484.356916
99,19.50,right,1474637485.890166
103,21.50,right,1474637487.301623
28,-16.00,left,1474637488.821865
1,-29.50,left,1474637490.247133
7,-26.50,left,1474637491.825189
15,-22.50,left,1474637493.429000
94,17.00,right,1474637494.799045
68,4.00,right,1474637496.377157
111,25.50,right,1474637497.983812
66,3.00,right,1474637499.352626
98,19.00,right,1474637500.831705
108,24.00,right,1474637502.284432
19,-20.50,left,1474637503.792470
62,1.00,left,1474637505.452237
48,-6.00,left,1474637506.999934
39,-10.50,left,1474637508.533747
100,20.00,right,1474637510.041648
53,-3.50,right,1474637511.797494
57,-1.50,right,1474637513.292051
29,-15.50,left,1474637514.647103
8,-26.00,left,1474637516.167190
81,10.50,right,1474637517.536463
32,-14.00,left,1474637518.959561
5,-27.50,left,1474637520.520108
85,12.50,right,1474637521.889957
80,10.00,right,1474637523.340924
16,-22.00,left,1474637524.751842
14,-23.00,left,1474637526.272322
72,6.00,right,1474637527.727719
74,7.00,right,1474637529.288235
64,2.00,right,1474637530.769109
61,0.50,right,1474637532.250424
82,11.00,right,1474637533.798673
17,-21.50,left,1474637535.265461
116,28.00,right,1474637536.774471
49,-5.50,left,1474637538.295647
22,-19.00,left,1474637539.762558
59,-0.50,left,1474637541.543741
50,-5.00,left,1474637542.899924
91,15.50,right,1474637544.381727
110,25.00,right,1474637545.887362
24,-18.00,left,1474637547.337318
77,8.50,right,1474637548.979969
87,13.50,right,1474637550.433617
10,-25.00,left,1474637551.861183
96,18.00,right,1474637553.534096
89,14.50,right,1474637554.932570
38,-11.00,left,1474637556.483181
0,-30.00,left,1474637557.965487
54,-3.00,left,1474637559.567816
101,20.50,right,1474637561.089760
9,-25.50,left,1474637562.568530
11,-24.50,left,1474637564.074772
3,-28.50,left,1474637565.541511
45,-7.50,left,1474637567.009594
114,27.00,right,1474637568.393468
69,4.50,right,1474637570.037902
118,29.00,right,1474637571.436923
37,-11.50,left,1474637572.891954
25,-17.50,left,1474637574.249653
47,-6.50,left,1474637575.744383
51,-4.50,left,1474637577.320701
26,-17.00,left,1474637578.650200
13,-23.50,left,1474637580.172024
20,-20.00,left,1474637581.829617
83,11.50,NA,0.000000
90,15.00,right,1474637584.555396
115,27.50,right,1474637585.898037
55,-2.50,left,1474637587.595519
40,-10.00,left,1474637589.184559
41,-9.50,left,1474637590.679911
78,9.00,right,1474637592.187863
84,12.00,right,1474637593.586784
58,-1.00,right,1474637595.243917
71,5.50,right,1474637596.599897
6,-27.00,left,1474637598.036161
105,22.50,NA,0.000000
43,-8.50,left,1474637600.914400
56,-2.00,left,1474637602.423437
23,-18.50,left,1474637603.916566
70,5.00,left,1474637605.397714
106,23.00,right,1474637607.151846
76,8.00,right,1474637608.630926
46,-7.00,left,1474637610.125728
60,0.00,left,1474637611.717503
119,29.50,right,1474637613.129259
86,13.00,right,1474637614.525639
30,-15.00,left,1474637615.936868
33,-13.50,left,1474637617.473927
117,28.50,right,1474637618.900957
