stimulus,angle,response,time
62,1.00,left,1478706160.164455
29,-15.50,left,1478706161.458045
25,-17.50,left,1478706162.942431
119,29.50,right,1478706164.454069
30,-15.00,left,1478706165.965115
115,27.50,right,1478706167.529477
61,0.50,left,1478706168.999205
92,16.00,right,1478706170.632380
102,21.00,right,1478706172.060530
34,-13.00,left,1478706173.556588
3,-28.50,left,1478706175.147713
64,2.00,right,1478706176.848558
50,-5.00,right,1478706178.249548
16,-22.00,left,1478706179.812337
8,-26.00,left,1478706181.187954
14,-23.00,left,1478706182.629360
46,-7.00,left,1478706184.261309
55,-2.50,left,1478706185.567927
113,26.50,right,1478706187.050440
71,5.50,right,1478706188.668519
20,-20.00,left,1478706190.165358
15,-22.50,left,1478706191.689879
22,-19.00,left,1478706193.254235
66,3.00,right,1478706194.762856
4,-28.00,left,1478706196.177926
26,-17.00,left,1478706197.565408
11,-24.50,left,1478706199.008318
54,-3.00,right,1478706200.573392
10,-25.00,left,1478706202.016457
80,10.00,right,1478706203.513491
94,17.00,right,1478706204.995046
56,-2.00,right,1478706206.723172
18,-21.00,left,1478706208.151000
40,-10.00,left,1478706209.593542
44,-8.00,left,1478706211.062925
1,-29.50,left,1478706212.517556
53,-3.50,left,1478706214.026673
101,20.50,right,1478706215.592334
6,-27.00,left,1478706216.898985
90,15.00,right,1478706218.423118
23,-18.50,left,1478706219.960543
31,-14.50,left,1478706221.525438
45,-7.50,left,1478706223.158250
107,23.50,right,1478706224.653623
108,24.00,right,1478706226.205251
67,3.50,right,1478706227.621167
118,29.00,right,1478706229.144543
17,-21.50,left,1478706230.640346
77,8.50,right,1478706232.094700
106,23.00,right,1478706233.590224
109,24.50,right,1478706235.005541
114,27.00,right,1478706236.502153
84,12.00,right,1478706237.958375
112,26.00,right,1478706239.468891
21,-19.50,left,1478706241.046692
69,4.50,right,1478706242.556733
98,19.00,right,1478706244.053282
82,11.00,right,1478706245.523022
70,5.00,right,1478706247.072883
73,6.50,right,1478706248.554934
47,-6.50,left,1478706250.160839
88,14.00,right,1478706251.725769
79,9.50,right,1478706253.112991
12,-24.00,left,1478706254.650271
28,-16.00,left,1478706256.065409
33,-13.50,left,1478706257.617000
89,14.50,left,1478706259.182454
57,-1.50,left,1478706260.937692
105,22.50,right,1478706262.365716
27,-16.50,left,1478706263.971659
49,-5.50,left,1478706265.455079
111,25.50,right,1478706266.896234
42,-9.00,left,1478706268.487162
51,-4.50,left,1478706269.954639
75,7.50,left,1478706271.288880
76,8.00,right,1478706272.811890
24,-18.00,left,1478706274.418576
35,-12.50,left,1478706275.860776
104,22.00,right,1478706277.412604
36,-12.00,left,1478706278.909802
116,28.00,right,1478706280.433344
52,-4.00,left,1478706281.915357
110,25.00,right,1478706283.507355
74,7.00,right,1478706284.964225
72,6.00,right,1478706286.365186
97,18.50,right,1478706287.848105
81,10.50,right,1478706289.236924
117,28.50,right,1478706290.775662
95,17.50,right,1478706292.422191
59,-0.50,left,1478706293.986914
37,-11.50,left,1478706295.715372
63,1.50,right,1478706297.035356
0,-30.00,left,1478706298.451356
41,-9.50,right,1478706300.042498
32,-14.00,right,1478706301.593652
86,13.00,right,1478706303.118111
83,11.50,right,1478706304.573478
2,-29.00,right,1478706306.165460
19,-20.50,left,1478706307.852035
93,16.50,right,1478706309.145346
60,0.00,left,1478706310.682774
87,13.50,right,1478706312.138979
100,20.00,right,1478706313.703646
103,21.50,right,1478706315.282477
9,-25.50,left,1478706316.712341
39,-10.50,left,1478706318.248862
91,15.50,left,1478706319.838443
68,4.00,right,1478706321.917773
58,-1.00,left,1478706323.278172
48,-6.00,left,1478706324.393246
78,9.00,left,1478706325.890101
99,19.50,left,1478706327.440728
96,18.00,right,1478706329.060516
43,-8.50,left,1478706330.597845
85,12.50,right,1478706331.905733
7,-26.50,left,1478706333.580577
65,2.50,right,1478706334.901316
13,-23.50,left,1478706336.670158
38,-11.00,left,1478706337.907903
5,-27.50,left,1478706339.404329
