object,stimulus,angle,response,time
mid,47,28.50,right,1478679669.550417
high,87,48.50,right,1478679670.993484
mid,68,39.00,left,1478679672.668145
high,88,49.00,right,1478679674.057253
low,117,63.50,right,1478679675.500916
mid,59,34.50,right,1478679677.148255
low,79,44.50,right,1478679678.468203
low,12,11.00,left,1478679680.033954
high,92,51.00,left,1478679681.911897
mid,0,5.00,left,1478679683.055648
low,45,27.50,right,1478679684.417101
high,18,14.00,left,1478679686.022366
high,78,44.00,right,1478679687.695228
low,101,55.50,right,1478679689.097597
mid,42,26.00,left,1478679690.499962
low,107,58.50,right,1478679691.998173
low,81,45.50,right,1478679693.862474
mid,35,22.50,left,1478679695.046471
low,4,7.00,left,1478679696.503547
mid,63,36.50,left,1478679698.382796
high,22,16.00,left,1478679699.785124
high,81,45.50,right,1478679701.105591
mid,5,7.50,left,1478679702.439617
high,89,49.50,right,1478679704.112648
high,94,52.00,right,1478679705.445445
mid,7,8.50,left,1478679706.914896
high,38,24.00,left,1478679708.670628
high,5,7.50,left,1478679710.114137
mid,21,15.50,left,1478679711.720204
mid,99,54.50,right,1478679713.408985
low,15,12.50,left,1478679714.782872
low,27,18.50,left,1478679716.347557
mid,36,23.00,left,1478679718.144058
high,118,64.00,right,1478679719.409549
low,103,56.50,right,1478679720.865676
low,72,41.00,right,1478679722.349479
low,73,41.50,right,1478679724.105481
low,16,13.00,left,1478679725.385122
low,49,29.50,left,1478679726.854969
high,24,17.00,left,1478679728.379196
mid,39,24.50,left,1478679730.068578
high,67,38.50,right,1478679731.307247
low,90,50.00,right,1478679732.723607
mid,4,7.00,left,1478679734.275280
mid,106,58.00,right,1478679735.608824
high,113,61.50,right,1478679737.338434
high,59,34.50,right,1478679739.150017
mid,19,14.50,left,1478679740.457465
high,47,28.50,left,1478679741.710441
high,68,39.00,left,1478679743.331680
mid,97,53.50,right,1478679744.666928
high,21,15.50,left,1478679746.287236
high,100,55.00,right,1478679747.593794
low,23,16.50,left,1478679749.186560
low,91,50.50,right,1478679750.656076
low,66,38.00,left,1478679752.385759
low,93,51.50,right,1478679753.801493
mid,20,15.00,left,1478679755.135324
mid,34,22.00,left,1478679756.482936
mid,102,56.00,right,1478679758.089003
mid,33,21.50,left,1478679759.505387
low,80,45.00,right,1478679761.055629
high,26,18.00,left,1478679762.648112
low,60,35.00,left,1478679764.458640
mid,73,41.50,left,1478679766.077978
low,56,33.00,left,1478679767.030855
low,31,20.50,left,1478679768.433334
high,42,26.00,left,1478679770.203857
high,34,22.00,left,1478679771.497053
mid,40,25.00,left,1478679772.953550
mid,46,28.00,left,1478679774.628516
high,64,37.00,left,1478679776.602812
mid,53,31.50,left,1478679777.965348
low,10,10.00,left,1478679779.176760
high,84,47.00,right,1478679781.096755
low,77,43.50,right,1478679782.267494
high,112,61.00,right,1478679783.629889
high,1,5.50,left,1478679785.072537
mid,44,27.00,left,1478679786.678694
high,48,29.00,left,1478679788.067417
low,33,21.50,left,1478679789.673991
mid,71,40.50,left,1478679791.375980
mid,82,46.00,right,1478679792.927818
low,97,53.50,right,1478679794.384631
high,116,63.00,right,1478679795.596195
low,92,51.00,right,1478679796.833928
high,107,58.50,right,1478679798.508176
high,91,50.50,right,1478679800.277664
low,9,9.50,left,1478679801.611459
