object,stimulus,angle,response,time
high,4,7.00,left,1487065242.220826
low,52,31.00,right,1487065243.841562
low,20,15.00,left,1487065245.149048
low,3,6.50,left,1487065246.741939
low,89,49.50,right,1487065248.294840
mid,46,28.00,left,1487065249.805264
high,68,39.00,right,1487065251.180513
high,105,57.50,right,1487065252.745518
mid,12,11.00,left,1487065254.297491
high,24,17.00,left,1487065255.712876
mid,26,18.00,left,1487065257.182763
mid,50,30.00,left,1487065258.748286
high,47,28.50,left,1487065260.381322
high,83,46.50,right,1487065261.796978
high,16,13.00,left,1487065263.212832
mid,93,51.50,right,1487065264.601631
mid,58,34.00,right,1487065266.167878
low,43,26.50,left,1487065267.474975
low,34,22.00,left,1487065268.971898
mid,75,42.50,right,1487065270.468844
mid,13,11.50,left,1487065271.924961
high,49,29.50,right,1487065273.504843
low,82,46.00,right,1487065274.920386
low,101,55.50,right,1487065276.403368
mid,43,26.50,left,1487065278.036753
low,55,32.50,left,1487065279.587932
low,60,35.00,left,1487065280.949221
mid,59,34.50,left,1487065282.419002
high,42,26.00,left,1487065283.848765
low,91,50.50,right,1487065285.345642
low,45,27.50,right,1487065286.871102
high,111,60.50,right,1487065288.381963
high,85,47.50,right,1487065289.961387
high,67,38.50,right,1487065291.376937
mid,5,7.50,left,1487065292.874103
mid,34,22.00,left,1487065294.412431
high,8,9.00,left,1487065295.882794
low,67,38.50,right,1487065297.298723
high,1,5.50,left,1487065298.769405
mid,82,46.00,right,1487065300.321035
low,40,25.00,right,1487065301.983014
high,51,30.50,left,1487065303.534692
high,71,40.50,right,1487065305.099842
mid,7,8.50,left,1487065306.555904
mid,16,13.00,left,1487065308.066290
mid,37,23.50,left,1487065309.591035
low,75,42.50,right,1487065311.170506
low,98,54.00,right,1487065312.586330
low,35,22.50,left,1487065314.084498
mid,100,55.00,right,1487065315.554030
high,96,53.00,right,1487065317.064712
high,72,41.00,right,1487065318.630861
low,36,23.00,left,1487065320.100874
low,32,21.00,left,1487065321.543935
