stimulus,angle,response,time
112,26.00,right,1483622111.138254
82,11.00,right,1483622112.581849
45,-7.50,left,1483622114.610099
36,-12.00,left,1483622115.875814
4,-28.00,left,1483622117.142766
58,-1.00,right,1483622119.308085
111,25.50,right,1483622120.165585
47,-6.50,left,1483622121.826233
35,-12.50,left,1483622123.023823
83,11.50,right,1483622124.738468
81,10.50,right,1483622126.153960
15,-22.50,left,1483622127.543010
62,1.00,left,1483622129.148810
102,21.00,right,1483622130.796132
20,-20.00,left,1483622132.212215
110,25.00,right,1483622134.022241
19,-20.50,left,1483622135.370039
14,-23.00,left,1483622137.002903
69,4.50,right,1483622138.472249
78,9.00,right,1483622139.792285
57,-1.50,left,1483622141.398856
101,20.50,right,1483622142.841174
95,17.50,right,1483622144.256906
17,-21.50,left,1483622145.767301
37,-11.50,left,1483622147.496468
99,19.50,right,1483622148.680550
18,-21.00,left,1483622150.245283
73,6.50,right,1483622151.729344
60,0.00,right,1483622153.294715
86,13.00,right,1483622154.710139
61,0.50,right,1483622156.425158
108,24.00,right,1483622157.868050
55,-2.50,left,1483622159.542181
85,12.50,right,1483622160.861313
8,-26.00,left,1483622162.344360
23,-18.50,left,1483622163.882292
116,28.00,right,1483622165.161312
68,4.00,right,1483622166.809140
80,10.00,right,1483622168.184517
9,-25.50,left,1483622169.599844
10,-25.00,left,1483622171.043323
33,-13.50,left,1483622172.731049
96,18.00,right,1483622174.078309
24,-18.00,left,1483622175.698249
117,28.50,right,1483622176.991543
41,-9.50,left,1483622178.434946
113,26.50,right,1483622180.012508
104,22.00,right,1483622181.414691
46,-7.00,left,1483622183.034737
72,6.00,right,1483622184.490673
77,8.50,right,1483622185.919458
26,-17.00,left,1483622187.457256
106,23.00,right,1483622188.941538
25,-17.50,left,1483622190.425363
59,-0.50,right,1483622192.167813
0,-30.00,left,1483622193.541991
44,-8.00,left,1483622195.161454
109,24.50,right,1483622196.549804
67,3.50,right,1483622198.033241
48,-6.00,left,1483622199.666700
52,-4.00,left,1483622201.450477
43,-8.50,left,1483622202.770875
29,-15.50,left,1483622204.227937
90,15.00,right,1483622205.644072
53,-3.50,left,1483622207.087013
16,-22.00,left,1483622208.611815
70,5.00,left,1483622210.367178
107,23.50,right,1483622211.483537
2,-29.00,left,1483622213.061517
31,-14.50,left,1483622214.449867
34,-13.00,left,1483622216.069920
66,3.00,left,1483622217.731051
6,-27.00,left,1483622219.092140
49,-5.50,left,1483622220.807328
115,27.50,right,1483622221.977931
12,-24.00,left,1483622223.461266
114,27.00,right,1483622224.903989
92,16.00,right,1483622226.578205
11,-24.50,left,1483622227.993961
56,-2.00,left,1483622229.722768
63,1.50,left,1483622231.600541
89,14.50,right,1483622232.444074
84,12.00,right,1483622233.750975
103,21.50,right,1483622235.288067
76,8.00,right,1483622237.180460
75,7.50,right,1483622238.323556
71,5.50,right,1483622240.760899
27,-16.50,left,1483622241.401331
93,16.50,right,1483622242.859113
32,-14.00,left,1483622244.315925
40,-10.00,left,1483622245.894842
28,-16.00,left,1483622247.378056
13,-23.50,left,1483622248.874725
39,-10.50,left,1483622250.372077
30,-15.00,left,1483622251.842323
7,-26.50,left,1483622253.461830
91,15.50,right,1483622254.877939
42,-9.00,left,1483622256.348893
5,-27.50,left,1483622257.737641
100,20.00,right,1483622259.208273
65,2.50,right,1483622261.482080
105,22.50,right,1483622262.748035
97,18.50,right,1483622264.149965
38,-11.00,left,1483622265.457131
98,19.00,right,1483622266.914259
87,13.50,right,1483622268.439454
51,-4.50,left,1483622269.882236
50,-5.00,left,1483622271.502955
79,9.50,right,1483622272.537768
94,17.00,right,1483622274.049402
74,7.00,right,1483622275.697270
1,-29.50,left,1483622277.071867
3,-28.50,left,1483622278.447073
118,29.00,right,1483622279.835658
119,29.50,right,1483622281.387058
88,14.00,right,1483622283.197630
22,-19.00,left,1483622284.476753
21,-19.50,left,1483622286.043119
64,2.00,left,1483622287.935647
54,-3.00,left,1483622289.255766
