object,stimulus,angle,response,time
high,60,35.00,left,1478600225.187216
high,100,55.00,right,1478600226.357261
high,97,53.50,right,1478600227.704387
high,104,57.00,right,1478600229.080189
high,6,8.00,left,1478600230.592474
high,63,36.50,left,1478600232.254676
high,84,47.00,right,1478600233.725910
high,42,26.00,left,1478600235.156520
high,41,25.50,left,1478600236.682753
high,49,29.50,left,1478600238.235930
high,95,52.50,right,1478600239.583165
high,62,36.00,left,1478600241.215924
high,113,61.50,right,1478600242.780242
high,68,39.00,right,1478600244.277799
high,52,31.00,left,1478600245.829525
high,48,29.00,left,1478600247.203898
high,107,58.50,right,1478600248.824065
high,82,46.00,right,1478600250.402308
high,119,64.50,right,1478600251.981848
high,53,31.50,left,1478600253.343343
high,2,6.00,left,1478600255.114170
high,87,48.50,right,1478600256.311349
high,59,34.50,left,1478600258.026922
high,40,25.00,left,1478600259.482772
high,44,27.00,left,1478600261.047315
high,71,40.50,right,1478600262.667381
high,117,63.50,right,1478600264.041902
high,37,23.50,left,1478600265.471326
high,77,43.50,right,1478600266.955326
high,54,32.00,left,1478600268.439924
high,112,61.00,right,1478600269.828488
high,114,62.00,right,1478600271.448386
high,19,14.50,left,1478600273.082206
high,28,19.00,left,1478600274.566214
high,105,57.50,right,1478600276.171900
high,24,17.00,left,1478600277.615095
high,39,24.50,left,1478600279.180068
high,17,13.50,left,1478600280.609681
high,23,16.50,left,1478600282.132892
high,14,12.00,left,1478600283.561710
high,86,48.00,right,1478600284.937048
high,94,52.00,right,1478600286.435024
high,43,26.50,left,1478600288.041595
high,66,38.00,right,1478600289.294843
high,30,20.00,left,1478600290.765398
high,7,8.50,left,1478600292.167607
high,12,11.00,left,1478600293.760017
high,38,24.00,left,1478600295.189834
high,96,53.00,right,1478600296.713828
high,18,14.00,left,1478600298.156544
high,13,11.50,left,1478600299.652911
high,50,30.00,left,1478600301.300235
high,106,58.00,right,1478600302.797217
high,81,45.50,right,1478600304.321560
high,5,7.50,left,1478600305.778051
high,101,55.50,right,1478600307.179868
high,65,37.50,left,1478600308.895416
high,36,23.00,left,1478600310.243105
high,32,21.00,left,1478600311.589860
high,111,60.50,right,1478600313.087037
high,26,18.00,left,1478600314.487601
high,33,21.50,left,1478600316.107586
high,72,41.00,right,1478600317.496013
high,92,51.00,right,1478600318.952391
high,64,37.00,left,1478600320.435715
high,22,16.00,left,1478600322.014475
high,31,20.50,left,1478600323.416415
high,93,51.50,right,1478600324.982091
high,25,17.50,left,1478600326.370402
high,99,54.50,right,1478600327.826905
high,47,28.50,left,1478600329.609421
high,89,49.50,right,1478600330.793849
high,85,47.50,right,1478600332.168483
high,102,56.00,right,1478600333.597638
high,98,54.00,right,1478600335.176881
high,115,62.50,right,1478600336.756710
high,61,35.50,right,1478600338.690008
high,103,56.50,right,1478600339.969795
high,58,34.00,right,1478600341.385787
high,109,59.50,right,1478600342.856045
high,15,12.50,left,1478600344.299097
high,21,15.50,left,1478600345.823950
high,4,7.00,left,1478600347.293859
high,76,43.00,right,1478600348.750828
high,51,30.50,left,1478600350.384347
high,74,42.00,right,1478600351.799774
high,118,64.00,right,1478600353.338676
high,110,60.00,right,1478600354.714088
high,8,9.00,left,1478600356.170726
high,88,49.00,left,1478600357.640596
high,45,27.50,right,1478600359.275086
high,10,10.00,left,1478600360.772352
high,0,5.00,left,1478600362.283074
high,91,50.50,right,1478600363.793823
high,70,40.00,right,1478600365.168372
high,3,6.50,left,1478600366.665844
high,90,50.00,right,1478600368.149226
high,16,13.00,left,1478600369.646100
high,69,39.50,right,1478600371.388752
high,55,32.50,right,1478600372.640990
high,20,15.00,left,1478600374.070683
high,67,38.50,right,1478600375.486109
high,108,59.00,right,1478600376.874208
high,46,28.00,right,1478600378.439846
high,78,44.00,right,1478600380.168757
high,27,18.50,left,1478600381.488609
high,56,33.00,right,1478600383.013164
high,83,46.50,left,1478600384.592558
high,34,22.00,left,1478600386.199326
high,73,41.50,right,1478600387.533439
high,80,45.00,right,1478600389.072443
high,57,33.50,right,1478600390.597376
high,9,9.50,left,1478600392.124099
high,29,19.50,right,1478600393.580844
high,116,63.00,left,1478600395.309217
high,35,22.50,right,1478600396.628730
high,11,10.50,left,1478600398.125661
high,79,44.50,right,1478600399.487573
high,75,42.50,right,1478600401.011017
high,1,5.50,left,1478600402.412256
