stimulus,angle,response,time
32,-14.00,right,1479305717.404448
26,-17.00,right,1479305718.834364
69,4.50,left,1479305720.645651
70,5.00,left,1479305721.911097
1,-29.50,right,1479305723.381417
87,13.50,left,1479305724.865188
83,11.50,left,1479305726.362480
95,17.50,left,1479305727.833400
114,27.00,left,1479305729.344938
91,15.50,left,1479305730.910700
2,-29.00,right,1479305732.571071
58,-1.00,right,1479305733.946139
103,21.50,left,1479305735.402355
39,-10.50,right,1479305736.886595
97,18.50,left,1479305738.370491
88,14.00,left,1479305740.003995
10,-25.00,right,1479305741.283081
52,-4.00,right,1479305742.766768
19,-20.50,right,1479305744.141996
74,7.00,left,1479305745.680008
60,0.00,right,1479305747.327121
23,-18.50,right,1479305748.811930
62,1.00,right,1479305750.581131
25,-17.50,right,1479305751.765181
24,-18.00,right,1479305753.276561
96,18.00,left,1479305754.815441
119,29.50,left,1479305756.340175
28,-16.00,right,1479305757.796331
8,-26.00,right,1479305759.334525
92,16.00,right,1479305760.831266
99,19.50,left,1479305762.261063
66,3.00,left,1479305764.044501
102,21.00,left,1479305765.514598
104,22.00,left,1479305766.834118
106,23.00,left,1479305768.331367
16,-22.00,right,1479305769.815731
20,-20.00,right,1479305771.380864
107,23.50,left,1479305772.864736
53,-3.50,right,1479305774.376567
30,-15.00,right,1479305775.997797
76,8.00,left,1479305777.795086
85,12.50,left,1479305779.034369
67,3.50,left,1479305780.668435
21,-19.50,right,1479305781.839196
101,20.50,left,1479305783.377951
15,-22.50,right,1479305784.916764
72,6.00,left,1479305786.333323
112,26.00,left,1479305787.830581
93,16.50,left,1479305789.327973
116,28.00,left,1479305790.824792
75,7.50,left,1479305792.580338
55,-2.50,right,1479305793.846570
13,-23.50,right,1479305795.248959
45,-7.50,right,1479305796.936976
49,-5.50,right,1479305798.353054
31,-14.50,right,1479305799.618567
78,9.00,left,1479305801.238454
36,-12.00,right,1479305802.831677
111,25.50,left,1479305804.192857
9,-25.50,right,1479305805.757677
34,-13.00,right,1479305807.227479
105,22.50,left,1479305808.738617
17,-21.50,right,1479305810.195613
46,-7.00,right,1479305811.938164
80,10.00,left,1479305813.272356
63,1.50,left,1479305814.864454
51,-4.50,right,1479305816.116704
57,-1.50,right,1479305817.778283
7,-26.50,right,1479305818.989612
0,-30.00,right,1479305820.459329
54,-3.00,right,1479305821.984155
27,-16.50,right,1479305823.536064
77,8.50,left,1479305825.196866
37,-11.50,right,1479305826.517287
29,-15.50,right,1479305827.960397
41,-9.50,right,1479305829.756540
81,10.50,left,1479305831.498743
118,29.00,left,1479305832.709843
109,24.50,left,1479305834.193979
22,-19.00,right,1479305835.746352
12,-24.00,right,1479305837.162389
108,24.00,left,1479305838.536252
90,15.00,left,1479305840.088620
79,9.50,left,1479305841.749416
14,-23.00,right,1479305843.179152
113,26.50,left,1479305844.553519
89,14.50,left,1479305846.187189
115,27.50,left,1479305847.684778
82,11.00,left,1479305849.291953
3,-28.50,right,1479305850.679843
43,-8.50,right,1479305852.394413
35,-12.50,right,1479305853.810338
50,-5.00,right,1479305855.376309
73,6.50,left,1479305857.513768
61,0.50,right,1479305858.670022
56,-2.00,right,1479305860.247421
11,-24.50,right,1479305861.499378
48,-6.00,right,1479305863.269395
5,-27.50,right,1479305864.670744
18,-21.00,right,1479305866.072992
33,-13.50,right,1479305867.542794
84,12.00,left,1479305869.189276
47,-6.50,right,1479305870.796364
40,-10.00,right,1479305872.076431
71,5.50,left,1479305873.546767
94,17.00,left,1479305875.071107
59,-0.50,left,1479305877.140134
110,25.00,left,1479305877.970786
68,4.00,left,1479305879.658915
117,28.50,left,1479305881.155730
6,-27.00,right,1479305882.407482
100,20.00,left,1479305883.768742
86,13.00,left,1479305885.225522
38,-11.00,right,1479305887.172425
42,-9.00,right,1479305888.451068
4,-28.00,right,1479305890.084313
65,2.50,right,1479305891.608036
64,2.00,right,1479305893.242021
44,-8.00,right,1479305894.439648
98,19.00,left,1479305896.318451
