object,stimulus,angle,response,time
low,105,57.50,right,1472110088.239104
high,112,61.00,right,1472110096.219231
low,46,28.00,left,1472110097.632209
low,6,8.00,left,1472110099.182789
mid,37,23.50,right,1472110100.704459
high,85,47.50,right,1472110102.102733
low,94,52.00,right,1472110103.664563
high,108,59.00,right,1472110105.252828
mid,21,15.50,left,1472110106.855590
high,38,24.00,left,1472110108.309759
mid,97,53.50,right,1472110109.761375
mid,9,9.50,left,1472110111.377862
high,66,38.00,right,1472110112.761307
mid,55,32.50,right,1472110114.254592
low,108,59.00,right,1472110115.722427
low,107,58.50,right,1472110117.188102
high,119,64.50,right,1472110118.694093
low,65,37.50,right,1472110120.309310
high,115,62.50,right,1472110121.815526
mid,86,48.00,right,1472110123.390909
mid,57,33.50,right,1472110125.102192
low,67,38.50,right,1472110126.486824
mid,84,47.00,right,1472110127.994714
high,19,14.50,left,1472110129.406728
high,31,20.50,left,1472110130.941496
low,42,26.00,left,1472110132.612856
low,30,20.00,left,1472110134.285616
mid,112,61.00,right,1472110135.655616
mid,47,28.50,right,1472110137.397009
mid,7,8.50,left,1472110138.548251
mid,54,32.00,right,1472110140.204398
high,11,10.50,left,1472110141.465635
high,74,42.00,right,1472110142.848700
low,74,42.00,right,1472110144.398270
low,82,46.00,right,1472110145.851986
high,3,6.50,left,1472110147.318893
low,64,37.00,right,1472110148.961880
low,31,20.50,left,1472110150.496663
mid,87,48.50,right,1472110151.866652
high,99,54.50,right,1472110153.415902
high,24,17.00,left,1472110154.977489
high,23,16.50,left,1472110156.471365
mid,77,43.50,right,1472110157.841035
mid,45,27.50,left,1472110159.731380
low,106,58.00,right,1472110160.868272
high,20,15.00,left,1472110162.608078
mid,14,12.00,left,1472110163.992525
low,119,64.50,right,1472110165.361652
low,32,21.00,left,1472110167.047336
high,40,25.00,left,1472110168.746016
low,53,31.50,left,1472110170.321192
high,70,40.00,right,1472110171.403706
high,15,12.50,left,1472110173.199148
high,98,54.00,right,1472110174.664223
mid,110,60.00,right,1472110176.076598
low,55,32.50,right,1472110177.802311
mid,23,16.50,left,1472110179.241195
low,70,40.00,right,1472110180.624379
mid,74,42.00,right,1472110182.035284
mid,11,10.50,left,1472110183.596862
low,91,50.50,right,1472110184.788395
low,50,30.00,right,1472110186.296788
mid,15,12.50,left,1472110187.735204
high,55,32.50,right,1472110189.188506
mid,68,39.00,right,1472110190.763541
mid,109,59.50,right,1472110192.228916
high,10,10.00,left,1472110193.694884
low,39,24.50,left,1472110195.283882
mid,78,44.00,right,1472110196.804615
high,110,60.00,right,1472110198.283763
high,87,48.50,right,1472110199.804180
low,18,14.00,left,1472110201.312097
low,1,5.50,left,1472110202.667764
low,17,13.50,left,1472110204.258359
high,106,58.00,right,1472110205.682454
mid,70,40.00,right,1472110207.354225
mid,19,14.50,left,1472110208.779481
low,26,18.00,left,1472110210.450696
mid,32,21.00,left,1472110211.752852
high,8,9.00,left,1472110213.080542
high,111,60.50,right,1472110214.490721
low,86,48.00,right,1472110215.944085
mid,5,7.50,left,1472110217.696589
high,86,48.00,right,1472110218.916057
low,63,36.50,right,1472110220.518790
high,16,13.00,left,1472110222.042575
mid,85,47.50,right,1472110223.591598
high,64,37.00,right,1472110225.045471
mid,96,53.00,right,1472110226.510341
mid,36,23.00,right,1472110228.018512
low,2,6.00,left,1472110229.456420
mid,104,57.00,right,1472110231.209840
high,117,63.50,right,1472110232.551041
high,48,29.00,right,1472110234.140490
low,8,9.00,left,1472110235.635336
low,12,11.00,left,1472110237.100522
mid,101,55.50,right,1472110238.635881
low,88,49.00,right,1472110240.294464
high,109,59.50,right,1472110241.718492
mid,26,18.00,left,1472110243.280826
low,66,38.00,left,1472110244.858211
low,85,47.50,right,1472110246.159437
high,90,50.00,right,1472110247.694552
high,113,61.50,right,1472110249.147028
high,116,63.00,right,1472110250.681497
low,103,56.50,right,1472110252.284482
mid,42,26.00,right,1472110253.917025
mid,50,30.00,right,1472110255.163067
mid,105,57.50,right,1472110256.630217
mid,102,56.00,right,1472110258.082910
high,26,18.00,left,1472110259.727070
low,21,15.50,left,1472110261.247716
low,71,40.50,left,1472110262.728398
high,25,17.50,left,1472110264.220182
high,114,62.00,right,1472110265.659527
low,93,51.50,right,1472110267.166091
mid,106,58.00,right,1472110268.687097
high,100,55.00,right,1472110270.140022
mid,100,55.00,right,1472110271.578873
low,113,61.50,right,1472110273.044482
mid,114,62.00,right,1472110306.984784
mid,17,13.50,left,1472110308.547594
high,13,11.50,left,1472110310.124382
low,22,16.00,left,1472110311.508238
low,116,63.00,right,1472110312.933010
low,114,62.00,right,1472110314.452526
high,79,44.50,right,1472110315.865030
mid,34,22.00,right,1472110317.456374
high,45,27.50,right,1472110319.115133
high,72,41.00,right,1472110320.471954
mid,111,60.50,right,1472110322.048301
