object,stimulus,angle,response,time
low,112,61.00,right,1467963744.948542
low,5,7.50,left,1467963755.662185
mid,116,63.00,right,1467963756.841945
low,48,29.00,left,1467963758.266827
low,103,56.50,right,1467963759.748757
high,96,53.00,right,1467963761.283997
high,22,16.00,right,1467963762.929748
mid,26,18.00,right,1467963764.410519
high,107,58.50,right,1467963765.809829
mid,112,61.00,right,1467963767.249140
high,5,7.50,left,1467963768.716549
mid,92,51.00,right,1467963770.142269
mid,83,46.50,right,1467963771.731279
mid,86,48.00,right,1467963773.211911
low,95,52.50,right,1467963774.746986
high,86,48.00,right,1467963776.200862
low,29,19.50,right,1467963777.750093
mid,54,32.00,right,1467963779.175764
low,63,36.50,right,1467963780.546548
low,75,42.50,right,1467963782.040606
high,94,52.00,right,1467963783.644516
high,44,27.00,right,1467963785.288316
high,100,55.00,right,1467963786.604565
mid,68,39.00,right,1467963788.057836
high,43,26.50,left,1467963789.674305
high,26,18.00,right,1467963791.223253
low,61,35.50,right,1467963792.689491
mid,7,8.50,left,1467963794.390891
high,69,39.50,right,1467963795.720775
mid,67,38.50,right,1467963797.215568
low,34,22.00,left,1467963798.776954
mid,102,56.00,right,1467963800.216960
high,106,58.00,right,1467963801.696336
low,113,61.50,right,1467963803.148887
mid,119,64.50,right,1467963804.755211
low,47,28.50,right,1467963806.248114
high,37,23.50,left,1467963808.028738
low,98,54.00,right,1467963809.371307
low,15,12.50,left,1467963810.932481
high,55,32.50,right,1467963812.357219
low,50,30.00,right,1467963813.742916
mid,71,40.50,right,1467963815.277948
mid,42,26.00,left,1467963816.894007
high,10,10.00,right,1467963818.278268
mid,79,44.50,right,1467963819.784473
mid,45,27.50,left,1467963821.277671
high,33,21.50,left,1467963822.909791
low,97,53.50,right,1467963824.388085
mid,111,60.50,right,1467963826.075256
mid,76,43.00,right,1467963827.597545
mid,22,16.00,left,1467963829.077877
low,55,32.50,right,1467963830.531038
low,91,50.50,right,1467963831.982409
low,32,21.00,left,1467963833.422805
low,1,5.50,left,1467963834.956558
mid,91,50.50,right,1467963836.368931
high,108,59.00,right,1467963837.807871
high,9,9.50,left,1467963839.411692
high,19,14.50,left,1467963840.919320
high,24,17.00,left,1467963842.480671
mid,37,23.50,left,1467963843.946722
high,15,12.50,left,1467963845.373307
low,57,33.50,right,1467963846.825690
low,21,15.50,left,1467963848.388831
mid,39,24.50,right,1467963849.799566
high,31,20.50,right,1467963851.250834
low,83,46.50,right,1467963852.785883
low,0,5.00,left,1467963854.211364
mid,25,17.50,right,1467963855.584972
high,78,44.00,right,1467963857.038338
mid,8,9.00,left,1467963858.479320
high,109,59.50,right,1467963860.028577
low,66,38.00,right,1467963861.510857
mid,88,49.00,right,1467963862.977164
low,31,20.50,left,1467963864.403642
mid,110,60.00,right,1467963865.788179
mid,98,54.00,right,1467963867.186833
mid,114,62.00,right,1467963868.749799
high,72,41.00,right,1467963870.287619
high,114,62.00,right,1467963871.672756
high,16,13.00,left,1467963873.154606
low,9,9.50,left,1467963874.605984
low,93,51.50,right,1467963876.112343
high,53,31.50,right,1467963877.742936
high,38,24.00,right,1467963879.318630
low,64,37.00,right,1467963880.895479
low,104,57.00,right,1467963882.431870
mid,64,37.00,right,1467963884.037218
high,98,54.00,right,1467963885.434377
low,33,21.50,left,1467963886.887082
low,27,18.50,left,1467963888.463311
mid,27,18.50,left,1467963889.819391
mid,6,8.00,left,1467963891.285516
mid,63,36.50,right,1467963892.725282
high,30,20.00,right,1467963894.149697
high,73,41.50,right,1467963895.561590
high,105,57.50,right,1467963896.986949
high,13,11.50,right,1467963898.549651
low,89,49.50,right,1467963900.029541
mid,105,57.50,right,1467963901.511311
mid,82,46.00,right,1467963903.060726
mid,28,19.00,left,1467963904.515879
low,110,60.00,right,1467963906.010651
high,1,5.50,left,1467963907.532576
low,109,59.50,right,1467963909.082550
high,111,60.50,right,1467963910.591200
