stimulus,angle,response,time
102,8.40,right,1467811087.104195
2,-11.60,left,1467811088.365649
105,9.00,right,1467811089.929345
44,-3.20,left,1467811091.287155
87,5.40,left,1467811092.727701
60,-0.00,left,1467811094.234599
53,-1.40,left,1467811095.838632
56,-0.80,left,1467811097.606600
58,-0.40,left,1467811098.938216
8,-10.40,left,1467811100.461193
4,-11.20,left,1467811101.983210
51,-1.80,left,1467811103.420358
112,10.40,right,1467811104.832296
97,7.40,right,1467811106.408213
42,-3.60,left,1467811107.942124
73,2.60,right,1467811109.516123
72,2.40,right,1467811111.010250
76,3.20,right,1467811112.434552
21,-7.80,left,1467811114.023415
1,-11.80,left,1467811115.461910
90,6.00,left,1467811117.119515
18,-8.40,left,1467811118.615138
10,-10.00,left,1467811120.106933
80,4.00,right,1467811121.696572
50,-2.00,left,1467811122.998965
35,-5.00,left,1467811124.450708
116,11.20,right,1467811125.903338
6,-10.80,left,1467811127.601405
34,-5.20,right,1467811128.985562
111,10.20,right,1467811130.451319
25,-7.00,left,1467811132.055321
67,1.40,right,1467811133.574878
119,11.80,right,1467811135.286285
31,-5.80,left,1467811136.751353
22,-7.60,left,1467811138.271090
59,-0.20,right,1467811139.627729
96,7.20,right,1467811141.173959
94,6.80,left,1467811142.762968
75,3.00,right,1467811144.186440
43,-3.40,left,1467811145.982302
85,5.00,right,1467811147.257165
103,8.60,right,1467811148.655751
20,-8.00,left,1467811150.272175
13,-9.40,left,1467811151.683373
93,6.60,right,1467811153.451371
5,-11.00,left,1467811154.876638
38,-4.40,right,1467811156.246581
27,-6.60,left,1467811157.740315
54,-1.20,right,1467811159.191296
7,-10.60,left,1467811160.602919
77,3.40,right,1467811162.082478
70,2.00,right,1467811163.561859
113,10.60,right,1467811165.041482
12,-9.60,left,1467811166.671738
88,5.60,right,1467811168.055758
39,-4.20,left,1467811169.522738
48,-2.40,NA,0.000000
104,8.80,right,1467811172.605172
16,-8.80,left,1467811174.153654
98,7.60,right,1467811175.632833
108,9.60,right,1467811177.058102
47,-2.60,left,1467811178.564387
23,-7.40,left,1467811180.111230
91,6.20,right,1467811181.659717
92,6.40,right,1467811183.069814
26,-6.80,right,1467811184.507771
14,-9.20,left,1467811186.111401
64,0.80,right,1467811187.549098
95,7.00,right,1467811189.370458
109,9.80,right,1467811190.604073
46,-2.80,left,1467811192.137930
118,11.60,right,1467811193.646660
78,3.60,right,1467811195.181264
83,4.60,right,1467811196.757365
100,8.00,right,1467811198.373860
106,9.20,right,1467811199.867794
101,8.20,right,1467811201.320904
66,1.20,right,1467811203.118068
30,-6.00,left,1467811204.447266
114,10.80,right,1467811205.967098
79,3.80,right,1467811207.460612
84,4.80,right,1467811208.995531
110,10.00,right,1467811210.545346
62,0.40,right,1467811212.011020
71,2.20,right,1467811213.476789
17,-8.60,left,1467811215.146914
33,-5.40,left,1467811216.489446
57,-0.60,right,1467811218.052068
3,-11.40,left,1467811219.572093
81,4.20,right,1467811221.051408
32,-5.60,left,1467811222.448838
9,-10.20,left,1467811224.010916
74,2.80,right,1467811225.422380
29,-6.20,left,1467811226.847905
63,0.60,right,1467811228.328282
49,-2.20,left,1467811229.905746
52,-1.60,right,1467811231.303049
40,-4.00,right,1467811232.618857
117,11.40,right,1467811234.015523
19,-8.20,left,1467811235.631744
36,-4.80,left,1467811237.123330
82,4.40,right,1467811238.604214
45,-3.00,left,1467811240.001278
107,9.40,right,1467811241.645455
37,-4.60,left,1467811243.206463
89,5.80,right,1467811244.617259
65,1.00,right,1467811246.084591
24,-7.20,left,1467811247.591847
86,5.20,right,1467811249.006141
69,1.80,right,1467811250.580388
61,0.20,right,1467811251.866651
15,-9.00,left,1467811253.440985
0,-12.00,left,1467811254.906816
11,-9.80,left,1467811256.358457
55,-1.00,right,1467811258.072434
28,-6.40,left,1467811259.442364
68,1.60,right,1467811261.086372
115,11.00,right,1467811262.400969
99,7.80,right,1467811263.825179
41,-3.80,left,1467811265.482600
