stimulus,angle,response,time
59,-0.50,right,1478163501.162496
65,2.50,left,1478163567.732517
21,-19.50,left,1478163569.188199
68,4.00,left,1478163570.617624
24,-18.00,left,1478163572.019713
18,-21.00,left,1478163573.503443
23,-18.50,left,1478163575.013521
105,22.50,right,1478163576.565884
96,18.00,right,1478163577.982624
57,-1.50,left,1478163579.480073
74,7.00,left,1478163580.922645
67,3.50,left,1478163582.528184
82,11.00,left,1478163584.012711
34,-13.00,left,1478163585.509016
12,-24.00,left,1478163587.005973
19,-20.50,left,1478163588.571672
119,29.50,right,1478163590.041757
76,8.00,right,1478163591.634047
97,18.50,right,1478163592.968624
30,-15.00,left,1478163594.575353
50,-5.00,left,1478163596.371228
63,1.50,left,1478163597.487058
90,15.00,right,1478163599.067183
44,-8.00,left,1478163600.524399
47,-6.50,left,1478163601.994361
9,-25.50,left,1478163603.546114
53,-3.50,left,1478163605.125577
27,-16.50,left,1478163606.636760
7,-26.50,left,1478163608.052748
87,13.50,right,1478163609.618347
36,-12.00,left,1478163611.020346
41,-9.50,left,1478163612.599516
89,14.50,right,1478163614.301509
37,-11.50,left,1478163615.703265
84,12.00,right,1478163617.364032
88,14.00,right,1478163618.697957
80,10.00,right,1478163620.303684
94,17.00,right,1478163621.828526
2,-29.00,left,1478163623.312312
106,23.00,right,1478163624.823736
14,-23.00,left,1478163626.252146
118,29.00,right,1478163627.681772
46,-7.00,left,1478163629.096821
112,26.00,right,1478163630.539832
61,0.50,left,1478163632.077525
13,-23.50,left,1478163633.547919
16,-22.00,left,1478163635.003743
81,10.50,right,1478163636.488048
6,-27.00,left,1478163637.903416
60,0.00,left,1478163639.522139
64,2.00,left,1478163641.114562
3,-28.50,left,1478163642.543538
58,-1.00,left,1478163644.068238
31,-14.50,left,1478163645.415206
11,-24.50,left,1478163646.900291
56,-2.00,left,1478163648.220579
51,-4.50,left,1478163649.922791
116,28.00,left,1478163651.257382
29,-15.50,left,1478163653.312638
79,9.50,left,1478163654.809025
8,-26.00,left,1478163656.142425
109,24.50,right,1478163657.694172
100,20.00,right,1478163659.260066
17,-21.50,left,1478163660.798296
70,5.00,right,1478163662.242240
110,25.00,right,1478163663.835749
1,-29.50,left,1478163665.400960
52,-4.00,left,1478163666.912995
35,-12.50,left,1478163668.397235
98,19.00,right,1478163670.085317
49,-5.50,left,1478163671.404630
114,27.00,right,1478163673.051938
38,-11.00,left,1478163674.535392
48,-6.00,left,1478163676.032656
117,28.50,right,1478163677.693015
85,12.50,left,1478163679.108518
83,11.50,right,1478163680.850480
75,7.50,right,1478163682.361611
95,17.50,right,1478163683.572633
45,-7.50,left,1478163684.961431
93,16.50,right,1478163686.472605
111,25.50,right,1478163687.902068
71,5.50,left,1478163689.494358
77,8.50,left,1478163691.031946
10,-25.00,left,1478163692.501689
0,-30.00,left,1478163693.930363
73,6.50,right,1478163695.767892
91,15.50,right,1478163697.102234
40,-10.00,left,1478163698.640826
32,-14.00,left,1478163700.193393
78,9.00,right,1478163701.800000
62,1.00,left,1478163703.311438
42,-9.00,left,1478163704.782024
25,-17.50,left,1478163706.278996
102,21.00,right,1478163707.844138
5,-27.50,left,1478163709.273845
15,-22.50,left,1478163710.744118
66,3.00,left,1478163712.186711
103,21.50,left,1478163713.751606
28,-16.00,left,1478163715.331231
108,24.00,right,1478163716.801495
92,16.00,right,1478163718.272758
115,27.50,right,1478163719.743324
4,-28.00,left,1478163721.295770
104,22.00,right,1478163722.860957
86,13.00,right,1478163724.344229
69,4.50,left,1478163725.868891
99,19.50,right,1478163727.229930
20,-20.00,left,1478163728.768543
101,20.50,right,1478163730.225748
39,-10.50,left,1478163731.736943
33,-13.50,left,1478163733.234428
43,-8.50,left,1478163734.690705
55,-2.50,left,1478163736.269488
26,-17.00,left,1478163737.739171
107,23.50,left,1478163739.291298
22,-19.00,left,1478163740.856613
54,-3.00,left,1478163742.449249
113,26.50,right,1478163744.042009
72,6.00,left,1478163745.512768
