stimulus,angle,response,time
23,-18.50,right,1471960541.865551
96,18.00,right,1471960549.194621
16,-22.00,left,1471960550.840253
45,-7.50,left,1471960553.019240
91,15.50,right,1471960553.552723
93,16.50,right,1471960555.143392
12,-24.00,left,1471960556.787178
70,5.00,right,1471960558.213208
95,17.50,right,1471960559.719628
68,4.00,right,1471960561.186320
27,-16.50,left,1471960562.816110
22,-19.00,left,1471960564.227784
85,12.50,right,1471960565.747692
29,-15.50,left,1471960567.433557
94,17.00,right,1471960568.693137
116,28.00,right,1471960570.214054
114,27.00,right,1471960571.542186
62,1.00,right,1471960573.419175
30,-15.00,left,1471960574.829869
83,11.50,right,1471960576.405224
47,-6.50,left,1471960578.323659
39,-10.50,left,1471960579.829502
115,27.50,right,1471960581.145480
119,29.50,right,1471960582.488304
11,-24.50,left,1471960584.065380
20,-20.00,left,1471960585.448783
33,-13.50,left,1471960587.189253
87,13.50,right,1471960588.544951
53,-3.50,left,1471960590.669153
28,-16.00,left,1471960591.752622
98,19.00,right,1471960593.095608
78,9.00,right,1471960594.780385
58,-1.00,left,1471960596.587821
10,-25.00,left,1471960597.642655
75,7.50,right,1471960599.121611
118,29.00,right,1471960600.574083
56,-2.00,right,1471960602.231801
74,7.00,right,1471960603.575345
63,1.50,right,1471960605.083198
88,14.00,right,1471960606.523499
71,5.50,right,1471960607.949416
102,21.00,right,1471960609.456254
50,-5.00,left,1471960611.473051
51,-4.50,right,1471960612.871661
113,26.50,right,1471960613.805511
3,-28.50,left,1471960615.205089
57,-1.50,left,1471960617.192410
40,-10.00,left,1471960618.221982
97,18.50,right,1471960619.593917
110,25.00,right,1471960620.964940
99,19.50,right,1471960622.486083
117,28.50,right,1471960624.088852
37,-11.50,left,1471960625.883249
41,-9.50,left,1471960627.061458
55,-2.50,left,1471960628.500429
86,13.00,right,1471960629.898168
103,21.50,right,1471960631.243302
5,-27.50,left,1471960632.736914
54,-3.00,left,1471960634.190772
4,-28.00,left,1471960635.724603
44,-8.00,left,1471960637.712184
13,-23.50,left,1471960638.985392
73,6.50,right,1471960640.218232
101,20.50,right,1471960641.683600
19,-20.50,left,1471960643.204258
31,-14.50,left,1471960644.807398
15,-22.50,left,1471960646.204631
76,8.00,right,1471960647.712362
49,-5.50,right,1471960649.438640
48,-6.00,right,1471960651.165712
6,-27.00,left,1471960652.371871
36,-12.00,left,1471960654.234897
61,0.50,right,1471960655.562983
59,-0.50,right,1471960657.112704
67,3.50,right,1471960658.565857
1,-29.50,left,1471960660.018839
108,24.00,right,1471960661.689761
90,15.00,right,1471960663.141560
92,16.00,right,1471960664.593791
2,-29.00,left,1471960666.100417
8,-26.00,left,1471960667.551588
106,23.00,right,1471960669.115901
105,22.50,right,1471960670.513940
72,6.00,right,1471960672.185117
21,-19.50,left,1471960673.650494
66,3.00,right,1471960675.363660
7,-26.50,left,1471960676.773915
24,-18.00,left,1471960678.349340
43,-8.50,left,1471960679.869227
107,23.50,right,1471960681.225707
89,14.50,right,1471960682.733690
32,-14.00,left,1471960684.349745
111,25.50,right,1471960685.802095
0,-30.00,left,1471960687.294892
77,8.50,right,1471960688.857594
100,20.00,right,1471960690.393757
64,2.00,right,1471960692.010425
18,-21.00,left,1471960693.490031
17,-21.50,left,1471960694.983823
79,9.50,right,1471960696.411098
84,12.00,right,1471960697.892377
42,-9.00,left,1471960699.510507
60,0.00,right,1471960700.784542
26,-17.00,left,1471960702.485738
104,22.00,right,1471960703.745283
46,-7.00,left,1471960705.895811
34,-13.00,left,1471960706.868743
35,-12.50,left,1471960708.114885
38,-11.00,left,1471960710.005974
82,11.00,right,1471960710.965713
69,4.50,right,1471960712.350765
80,10.00,right,1471960714.039106
9,-25.50,left,1471960715.629812
14,-23.00,left,1471960716.947601
52,-4.00,right,1471960719.043089
109,24.50,right,1471960720.372871
25,-17.50,left,1471960721.648278
81,10.50,right,1471960723.059026
112,26.00,right,1471960724.429779
65,2.50,right,1471960726.375760
