object,stimulus,angle,response,time
high,97,53.50,right,1478160449.666202
high,26,18.00,left,1478160456.310153
high,61,35.50,right,1478160457.684742
high,21,15.50,left,1478160459.237187
high,13,11.50,left,1478160460.720997
high,14,12.00,left,1478160462.136802
high,38,24.00,left,1478160463.674447
high,48,29.00,left,1478160465.129726
high,99,54.50,right,1478160466.599247
high,50,30.00,left,1478160468.069402
high,86,48.00,right,1478160469.511611
high,31,20.50,left,1478160470.994884
high,22,16.00,left,1478160472.478444
high,23,16.50,left,1478160473.934433
high,24,17.00,left,1478160475.227642
high,15,12.50,left,1478160476.670585
high,107,58.50,right,1478160478.180793
high,115,62.50,right,1478160479.569427
high,39,24.50,left,1478160481.107880
high,92,51.00,right,1478160482.604591
high,106,58.00,right,1478160484.020849
high,81,45.50,right,1478160485.559095
high,29,19.50,left,1478160487.260637
high,53,31.50,right,1478160488.649130
high,89,49.50,right,1478160490.187831
high,114,62.00,right,1478160491.563047
high,36,23.00,left,1478160493.155809
high,113,61.50,right,1478160494.599845
high,79,44.50,right,1478160496.178805
high,56,33.00,right,1478160497.812357
high,11,10.50,left,1478160499.322745
high,9,9.50,left,1478160500.739135
high,33,21.50,left,1478160502.182101
high,17,13.50,left,1478160503.789096
high,101,55.50,right,1478160505.547434
high,66,38.00,left,1478160506.881414
high,47,28.50,right,1478160508.487711
high,46,28.00,right,1478160510.012213
high,32,21.00,right,1478160511.658925
high,49,29.50,right,1478160513.047611
high,103,56.50,right,1478160514.490698
high,117,63.50,right,1478160516.097403
high,72,41.00,right,1478160517.527001
high,2,6.00,left,1478160519.310967
high,68,39.00,right,1478160520.876397
high,57,33.50,right,1478160522.156337
high,96,53.00,right,1478160523.545136
high,25,17.50,right,1478160525.165312
high,85,47.50,right,1478160526.607924
high,88,49.00,right,1478160527.914915
high,90,50.00,right,1478160529.425044
high,104,57.00,right,1478160530.855310
high,19,14.50,left,1478160532.802574
high,40,25.00,left,1478160534.191271
high,34,22.00,left,1478160535.839909
high,28,19.00,left,1478160537.350692
high,10,10.00,left,1478160538.617168
high,76,43.00,right,1478160540.318452
high,62,36.00,right,1478160541.570387
high,77,43.50,right,1478160542.958929
high,0,5.00,left,1478160544.619423
high,43,26.50,left,1478160546.170967
high,37,23.50,left,1478160547.681933
high,118,64.00,right,1478160549.273840
high,45,27.50,left,1478160550.607597
high,64,37.00,right,1478160552.227274
high,6,8.00,right,1478160553.805266
high,70,40.00,right,1478160555.248007
high,100,55.00,right,1478160556.622617
high,69,39.50,right,1478160558.093382
high,71,40.50,right,1478160559.659881
high,109,59.50,right,1478160561.225542
high,95,52.50,right,1478160562.834181
high,93,51.50,right,1478160564.250734
high,8,9.00,right,1478160565.801552
high,105,57.50,right,1478160567.501891
high,3,6.50,left,1478160569.203861
high,20,15.00,left,1478160570.714752
high,12,11.00,left,1478160572.198648
high,52,31.00,left,1478160573.858449
high,102,56.00,right,1478160575.464379
high,30,20.00,left,1478160576.920630
high,75,42.50,right,1478160578.282110
high,80,45.00,right,1478160579.670534
high,44,27.00,right,1478160581.181498
high,112,61.00,right,1478160582.583592
high,1,5.50,left,1478160584.230833
high,94,52.00,right,1478160585.591680
high,7,8.50,left,1478160587.239244
high,27,18.50,left,1478160588.804748
high,116,63.00,right,1478160590.220161
high,111,60.50,right,1478160591.701971
high,54,32.00,right,1478160593.226511
high,73,41.50,right,1478160594.696970
high,59,34.50,right,1478160596.222186
high,119,64.50,right,1478160597.720255
high,82,46.00,right,1478160599.190034
high,5,7.50,left,1478160600.727593
high,78,44.00,right,1478160602.075660
high,98,54.00,right,1478160603.519416
high,63,36.50,right,1478160605.085336
high,35,22.50,right,1478160606.609752
high,83,46.50,right,1478160608.065819
high,42,26.00,right,1478160609.658452
high,84,47.00,right,1478160611.006943
high,91,50.50,right,1478160612.490392
high,4,7.00,left,1478160614.192231
high,55,32.50,right,1478160615.444416
high,87,48.50,right,1478160616.942609
high,58,34.00,right,1478160618.481315
high,108,59.00,right,1478160619.910960
high,60,35.00,right,1478160621.475094
high,110,60.00,right,1478160622.904542
high,41,25.50,right,1478160624.537705
high,51,30.50,right,1478160625.884881
high,16,13.00,left,1478160627.776617
high,18,14.00,left,1478160629.178607
high,65,37.50,right,1478160630.553195
high,67,38.50,right,1478160632.023720
high,74,42.00,right,1478160633.411792
