stimulus,angle,response,time
16,8.00,right,1471959175.136457
106,53.00,right,1471959189.996763
87,43.50,left,1471959192.421810
39,19.50,right,1471959194.051407
89,44.50,left,1471959195.011671
79,39.50,left,1471959196.617157
5,2.50,right,1471959198.167240
97,48.50,left,1471959199.704558
48,24.00,left,1471959201.462838
90,45.00,left,1471959202.752821
78,39.00,left,1471959204.206214
49,24.50,right,1471959206.220905
93,46.50,left,1471959206.891947
15,7.50,right,1471959208.536099
112,56.00,left,1471959209.933465
28,14.00,right,1471959211.644649
40,20.00,left,1471959213.398440
55,27.50,left,1471959214.534450
17,8.50,right,1471959215.946752
51,25.50,left,1471959217.493855
9,4.50,right,1471959218.794939
64,32.00,left,1471959220.342062
99,49.50,left,1471959221.779580
74,37.00,left,1471959223.204390
24,12.00,right,1471959225.040700
32,16.00,left,1471959226.479142
22,11.00,right,1471959227.741608
54,27.00,left,1471959229.206670
37,18.50,right,1471959230.727055
59,29.50,left,1471959232.429980
72,36.00,left,1471959233.881212
69,34.50,left,1471959235.583998
101,50.50,left,1471959236.993705
26,13.00,right,1471959238.390688
33,16.50,right,1471959239.802816
84,42.00,left,1471959241.239480
56,28.00,left,1471959242.939541
98,49.00,left,1471959244.515037
73,36.50,left,1471959246.049127
23,11.50,right,1471959247.473828
1,0.50,right,1471959248.872156
12,6.00,right,1471959250.433165
46,23.00,left,1471959252.186856
11,5.50,right,1471959253.527915
113,56.50,left,1471959254.980336
41,20.50,left,1471959256.788821
95,47.50,left,1471959258.115869
92,46.00,left,1471959259.498806
111,55.50,left,1471959261.073740
6,3.00,right,1471959262.568800
31,15.50,right,1471959264.117320
103,51.50,left,1471959265.544847
27,13.50,right,1471959267.064509
75,37.50,left,1471959268.762531
47,23.50,left,1471959270.296932
18,9.00,right,1471959271.475300
102,51.00,left,1471959272.984462
71,35.50,left,1471959274.354591
58,29.00,left,1471959276.081122
115,57.50,left,1471959277.382213
8,4.00,right,1471959278.929890
80,40.00,left,1471959280.286660
65,32.50,left,1471959281.875897
0,0.00,right,1471959283.204269
63,31.50,left,1471959285.011987
100,50.00,left,1471959286.395869
52,26.00,left,1471959287.848544
4,2.00,right,1471959289.230823
3,1.50,right,1471959290.629037
20,10.00,right,1471959292.122328
19,9.50,right,1471959293.545891
62,31.00,left,1471959295.299759
57,28.50,left,1471959296.792212
85,42.50,left,1471959298.340798
35,17.50,right,1471959299.860572
76,38.00,left,1471959301.409812
25,12.50,right,1471959302.820950
116,58.00,left,1471959304.341410
94,47.00,left,1471959305.711989
43,21.50,left,1471959307.358201
119,59.50,left,1471959308.797079
77,38.50,left,1471959310.262796
60,30.00,left,1471959311.701117
42,21.00,right,1471959313.029652
118,59.00,left,1471959314.482253
104,52.00,left,1471959315.934283
96,48.00,left,1471959317.497015
82,41.00,left,1471959319.004031
86,43.00,left,1471959320.497476
21,10.50,right,1471959321.949478
45,22.50,right,1471959323.388192
13,6.50,right,1471959325.089173
110,55.00,left,1471959326.719327
81,40.50,left,1471959328.105458
109,54.50,left,1471959329.638233
7,3.50,right,1471959331.187063
34,17.00,right,1471959332.584432
61,30.50,right,1471959334.311150
83,41.50,left,1471959335.682133
91,45.50,left,1471959337.148489
10,5.00,right,1471959338.668109
108,54.00,left,1471959340.162860
2,1.00,right,1471959341.642116
44,22.00,right,1471959343.423311
114,57.00,left,1471959344.794125
68,34.00,left,1471959346.260711
105,52.50,left,1471959347.700648
66,33.00,left,1471959349.195234
67,33.50,left,1471959350.689115
88,44.00,left,1471959352.168964
53,26.50,left,1471959353.813725
36,18.00,right,1471959355.225592
107,53.50,left,1471959356.749483
30,15.00,right,1471959358.228736
38,19.00,right,1471959359.708593
14,7.00,right,1471959361.214988
50,25.00,right,1471959362.748899
70,35.00,left,1471959364.186063
29,14.50,right,1471959365.569020
117,58.50,left,1471959367.101726
