object,stimulus,angle,response,time
high,64,37.00,right,1478534895.094910
high,96,53.00,right,1478534896.566656
high,43,26.50,right,1478534898.118889
high,7,8.50,left,1478534899.453118
high,32,21.00,left,1478534900.977479
high,86,48.00,right,1478534902.433812
high,67,38.50,right,1478534903.958250
high,39,24.50,left,1478534905.687303
high,44,27.00,left,1478534907.525264
high,24,17.00,left,1478534908.627918
high,104,57.00,right,1478534910.097696
high,92,51.00,right,1478534911.540393
high,83,46.50,right,1478534913.160680
high,34,22.00,left,1478534914.739419
high,80,45.00,right,1478534916.019393
high,74,42.00,right,1478534917.529778
high,50,30.00,right,1478534919.163698
high,94,52.00,right,1478534920.647088
high,25,17.50,left,1478534922.267407
high,28,19.00,left,1478534923.791514
high,93,51.50,right,1478534925.261590
high,18,14.00,left,1478534926.839806
high,102,56.00,right,1478534928.228245
high,21,15.50,left,1478534929.684711
high,105,57.50,right,1478534931.073226
high,19,14.50,left,1478534932.543214
high,54,32.00,right,1478534934.245076
high,113,61.50,right,1478534935.552425
high,89,49.50,right,1478534937.105108
high,52,31.00,right,1478534938.780099
high,27,18.50,left,1478534940.182074
high,60,35.00,right,1478534941.597640
high,38,24.00,right,1478534943.135931
high,23,16.50,left,1478534944.863600
high,42,26.00,left,1478534946.183795
high,8,9.00,left,1478534947.695552
high,1,5.50,left,1478534949.165167
high,85,47.50,right,1478534950.677623
high,112,61.00,right,1478534952.147722
high,106,58.00,right,1478534953.576339
high,115,62.50,right,1478534955.168636
high,88,49.00,right,1478534956.611975
high,99,54.50,right,1478534958.041859
high,47,28.50,right,1478534959.471731
high,97,53.50,right,1478534960.928737
high,118,64.00,right,1478534962.412275
high,84,47.00,right,1478534964.031177
high,72,41.00,right,1478534965.445732
high,35,22.50,left,1478534967.119530
high,11,10.50,left,1478534968.507504
high,63,36.50,right,1478534969.895709
high,61,35.50,right,1478534971.339048
high,68,39.00,right,1478534972.931624
high,9,9.50,left,1478534974.510900
high,15,12.50,left,1478534975.871973
high,77,43.50,right,1478534977.274070
high,66,38.00,right,1478534978.703731
high,16,13.00,left,1478534980.336569
high,3,6.50,left,1478534981.793213
high,0,5.00,left,1478534983.167456
high,6,8.00,left,1478534984.800155
high,55,32.50,right,1478534986.501174
high,65,37.50,right,1478534988.011992
high,17,13.50,left,1478534989.454819
high,53,31.50,right,1478534991.020328
high,109,59.50,right,1478534992.503699
high,81,45.50,right,1478534994.001557
high,114,62.00,right,1478534995.390266
high,62,36.00,left,1478534996.887822
high,90,50.00,right,1478534998.317118
high,46,28.00,right,1478534999.841530
high,73,41.50,right,1478535001.203214
high,117,63.50,right,1478535002.794949
high,76,43.00,right,1478535004.389164
high,26,18.00,left,1478535005.941124
high,57,33.50,right,1478535007.466261
high,49,29.50,right,1478535009.018802
high,56,33.00,right,1478535010.556839
high,31,20.50,right,1478535012.203864
high,30,20.00,right,1478535013.455437
high,29,19.50,left,1478535015.007326
high,69,39.50,right,1478535016.532717
high,59,34.50,right,1478535017.989243
high,41,25.50,left,1478535019.677501
high,116,63.00,right,1478535021.093602
high,110,60.00,right,1478535022.577014
high,14,12.00,left,1478535024.332140
high,20,15.00,left,1478535025.476065
high,12,11.00,left,1478535026.878725
high,107,58.50,right,1478535028.267667
high,10,10.00,left,1478535029.737622
high,40,25.00,right,1478535031.153048
high,33,21.50,left,1478535032.827814
high,45,27.50,left,1478535034.147940
high,70,40.00,right,1478535035.468520
high,91,50.50,right,1478535037.006400
high,71,40.50,right,1478535038.463261
high,5,7.50,left,1478535040.069813
high,4,7.00,left,1478535041.553960
high,87,48.50,right,1478535043.064577
high,108,59.00,right,1478535044.603053
high,37,23.50,left,1478535046.208956
high,79,44.50,right,1478535047.543243
high,98,54.00,right,1478535049.107575
high,100,55.00,right,1478535050.673890
high,13,11.50,left,1478535052.280253
high,95,52.50,right,1478535053.696078
high,48,29.00,right,1478535055.302779
high,51,30.50,right,1478535056.622437
high,2,6.00,left,1478535058.269765
high,36,23.00,left,1478535059.957523
high,58,34.00,right,1478535061.251090
high,111,60.50,right,1478535062.653928
high,119,64.50,right,1478535064.192117
high,75,42.50,right,1478535065.607280
high,101,55.50,right,1478535067.254773
high,103,56.50,right,1478535068.725046
high,82,46.00,right,1478535070.249817
high,78,44.00,right,1478535071.774709
high,22,16.00,right,1478535073.353777
