object,stimulus,angle,response,time
low,33,21.50,right,1472106978.013740
low,105,57.50,right,1472106988.762038
high,39,24.50,left,1472106990.367166
low,66,38.00,right,1472106991.943784
mid,44,27.00,left,1472106993.616972
high,33,21.50,left,1472106994.876124
mid,22,16.00,left,1472106996.233074
mid,15,12.50,left,1472106997.697993
high,89,49.50,right,1472106999.067738
high,67,38.50,right,1472107000.505102
low,59,34.50,right,1472107002.217472
mid,35,22.50,right,1472107003.957913
mid,20,15.00,left,1472107005.177038
high,26,18.00,left,1472107006.711636
high,11,10.50,left,1472107008.328276
low,74,42.00,right,1472107009.847998
mid,50,30.00,right,1472107011.437687
low,27,18.50,left,1472107012.891236
high,22,16.00,left,1472107014.316641
mid,92,51.00,right,1472107015.659384
low,51,30.50,left,1472107017.222024
low,119,64.50,right,1472107018.674920
high,15,12.50,left,1472107020.362565
mid,30,20.00,left,1472107021.925044
high,75,42.50,right,1472107023.405329
low,62,36.00,right,1472107024.939829
high,64,37.00,right,1472107026.475230
mid,19,14.50,right,1472107028.105653
low,13,11.50,left,1472107029.160994
mid,52,31.00,left,1472107030.640967
high,32,21.00,left,1472107032.106790
mid,69,39.50,right,1472107033.505423
mid,115,62.50,right,1472107034.917684
high,62,36.00,right,1472107036.426330
low,78,44.00,right,1472107037.906025
low,48,29.00,right,1472107039.331559
high,37,23.50,left,1472107040.810743
mid,119,64.50,right,1472107042.249528
mid,107,58.50,right,1472107043.879531
high,95,52.50,right,1472107045.458225
mid,117,63.50,right,1472107047.048150
low,83,46.50,right,1472107048.542639
high,114,62.00,right,1472107050.022559
low,17,13.50,left,1472107051.638989
low,23,16.50,left,1472107053.050639
mid,88,49.00,right,1472107054.529932
low,86,48.00,right,1472107056.094056
high,66,38.00,right,1472107057.463503
high,65,37.50,right,1472107058.874407
low,42,26.00,left,1472107060.491852
low,116,63.00,right,1472107061.945901
mid,28,19.00,left,1472107063.508050
high,12,11.00,left,1472107065.014594
low,73,41.50,right,1472107066.466752
high,46,28.00,right,1472107068.015307
mid,32,21.00,left,1472107069.618987
mid,118,64.00,right,1472107070.837956
mid,77,43.50,right,1472107072.399667
low,52,31.00,right,1472107074.043494
high,55,32.50,right,1472107075.618892
high,25,17.50,left,1472107077.056671
low,22,16.00,right,1472107078.632863
high,115,62.50,right,1472107080.112942
low,75,42.50,right,1472107081.606073
mid,68,39.00,right,1472107083.004399
high,2,6.00,left,1472107084.360871
high,84,47.00,right,1472107085.813678
mid,94,52.00,right,1472107087.363541
low,38,24.00,left,1472107088.885989
low,30,20.00,left,1472107090.378468
mid,58,34.00,right,1472107091.858234
mid,102,56.00,right,1472107093.202387
mid,93,51.50,right,1472107094.696161
mid,45,27.50,left,1472107096.176376
low,16,13.00,left,1472107097.630091
high,103,56.50,right,1472107098.998878
low,107,58.50,right,1472107100.602399
low,32,21.00,left,1472107102.232869
