object,obj.idx,table,tab.idx,time
mid,2,hor,60,1487318044.173042
low,2,hor,60,1487318045.694190
high,95,hor,60,1487318047.147468
low,20,hor,60,1487318048.638803
low,34,hor,60,1487318050.125085
high,69,hor,60,1487318051.611894
high,51,hor,60,1487318053.132856
low,28,hor,60,1487318054.556947
mid,26,hor,60,1487318056.113385
mid,7,hor,60,1487318057.732052
mid,119,hor,60,1487318059.319886
high,85,hor,60,1487318060.710381
high,64,hor,60,1487318062.265789
high,34,hor,60,1487318063.822433
high,103,hor,60,1487318065.346602
high,46,hor,60,1487318066.837019
mid,33,hor,60,1487318068.327021
low,113,hor,60,1487318069.754262
mid,59,hor,60,1487318071.245779
low,100,hor,60,1487318072.869043
mid,23,hor,60,1487318074.324890
low,12,hor,60,1487318075.751949
mid,39,hor,60,1487318077.206144
low,18,hor,60,1487318078.626109
mid,96,hor,60,1487318080.115280
high,31,hor,60,1487318081.670288
low,55,hor,60,1487318083.190725
low,84,hor,60,1487318084.646051
high,10,hor,60,1487318086.131711
mid,53,hor,60,1487318087.686998
high,54,hor,60,1487318089.143307
mid,64,hor,60,1487318090.565181
high,4,hor,60,1487318092.019176
low,104,hor,60,1487318093.475551
mid,31,hor,60,1487318094.864255
low,111,hor,60,1487318096.421231
low,80,hor,60,1487318098.007843
high,26,hor,60,1487318099.528234
mid,88,hor,60,1487318101.017549
high,83,hor,60,1487318102.505362
high,0,hor,60,1487318103.993819
high,74,hor,60,1487318105.484524
low,3,hor,60,1487318106.938201
mid,58,hor,60,1487318108.423230
low,97,hor,60,1487318109.944340
mid,105,hor,60,1487318111.463617
mid,37,hor,60,1487318112.920464
low,101,hor,60,1487318114.378241
low,4,hor,60,1487318115.798889
mid,60,hor,60,1487318117.256381
high,55,hor,60,1487318118.850006
high,116,hor,60,1487318120.438889
high,59,hor,60,1487318121.927193
low,9,hor,60,1487318123.385519
mid,43,hor,60,1487318124.904566
low,62,hor,60,1487318126.360791
mid,72,hor,60,1487318127.852016
low,54,hor,60,1487318129.304680
mid,41,hor,60,1487318130.827233
high,2,hor,60,1487318132.280982
high,76,hor,60,1487318133.704416
low,44,hor,60,1487318135.126332
mid,47,hor,60,1487318136.717708
mid,67,hor,60,1487318138.170861
high,66,hor,60,1487318139.659801
high,9,hor,60,1487318141.180357
low,68,hor,60,1487318142.766213
mid,63,hor,60,1487318144.321621
low,70,hor,60,1487318145.807202
mid,0,hor,60,1487318147.361356
high,57,hor,60,1487318148.917849
low,119,hor,60,1487318150.370139
high,115,hor,60,1487318151.892279
low,82,hor,60,1487318153.484612
low,78,hor,60,1487318154.974173
high,20,hor,60,1487318156.562186
high,52,hor,60,1487318158.052617
low,76,hor,60,1487318159.606032
mid,21,hor,60,1487318161.128083
mid,69,hor,60,1487318162.652604
mid,76,hor,60,1487318164.110659
high,110,hor,60,1487318165.698001
mid,38,hor,60,1487318167.221114
low,8,hor,60,1487318168.741804
low,59,hor,60,1487318170.364200
mid,18,hor,60,1487318171.854731
high,29,hor,60,1487318173.378395
mid,86,hor,60,1487318174.966000
high,32,hor,60,1487318176.388329
low,88,hor,60,1487318177.911509
low,114,hor,60,1487318179.334511
high,37,hor,60,1487318180.790235
high,78,hor,60,1487318182.279239
low,71,hor,60,1487318183.833201
mid,79,hor,60,1487318185.290365
mid,48,hor,60,1487318186.779554
low,110,hor,60,1487318188.268514
high,6,hor,60,1487318189.857590
mid,42,hor,60,1487318191.281623
mid,100,hor,60,1487318192.738463
mid,51,hor,60,1487318194.190825
low,87,hor,60,1487318195.813810
high,67,hor,60,1487318197.409430
high,77,hor,60,1487318198.896612
low,69,hor,60,1487318200.318774
low,61,hor,60,1487318201.843685
mid,28,hor,60,1487318203.397815
high,45,hor,60,1487318204.953666
high,104,hor,60,1487318206.478579
low,77,hor,60,1487318207.868336
high,101,hor,60,1487318209.389567
mid,3,hor,60,1487318210.845874
mid,80,hor,60,1487318212.438337
low,6,hor,60,1487318213.893719
high,75,hor,60,1487318215.351056
high,12,hor,60,1487318216.941127
mid,83,hor,60,1487318218.464515
low,7,hor,60,1487318220.053796
low,79,hor,60,1487318221.477377
mid,102,hor,60,1487318223.031865
low,1,hor,60,1487318256.726634
high,117,hor,60,1487318258.182732
high,86,hor,60,1487318259.571472
low,37,hor,60,1487318261.093108
low,11,hor,60,1487318262.582563
high,61,hor,60,1487318264.073758
high,50,hor,60,1487318265.494951
low,93,hor,60,1487318267.053377
mid,14,hor,60,1487318268.472766
