object,stimulus,angle,response,time
high,64,37.00,right,1478169223.375401
high,31,20.50,left,1478169289.229790
high,16,13.00,left,1478169290.591487
high,84,47.00,right,1478169292.061078
high,59,34.50,right,1478169293.545590
high,44,27.00,right,1478169295.300612
high,57,33.50,right,1478169296.511690
high,61,35.50,right,1478169298.050732
high,15,12.50,left,1478169299.630558
high,40,25.00,left,1478169301.290856
high,33,21.50,left,1478169302.488423
high,79,44.50,right,1478169303.944501
high,94,52.00,right,1478169305.373743
high,71,40.50,right,1478169306.871436
high,85,47.50,right,1478169308.423410
high,95,52.50,right,1478169309.961340
high,114,62.00,right,1478169311.499164
high,25,17.50,left,1478169313.172946
high,111,60.50,right,1478169314.438681
high,0,5.00,left,1478169316.167707
high,24,17.00,left,1478169317.556185
high,113,61.50,right,1478169319.053399
high,6,8.00,left,1478169320.619086
high,92,51.00,right,1478169322.115990
high,91,50.50,right,1478169323.858851
high,99,54.50,right,1478169325.302238
high,35,22.50,right,1478169326.826466
high,103,56.50,right,1478169328.215074
high,17,13.50,left,1478169329.685006
high,78,44.00,right,1478169331.290562
high,7,8.50,left,1478169332.924049
high,58,34.00,right,1478169334.326067
high,39,24.50,left,1478169336.231026
high,68,39.00,right,1478169337.347772
high,106,58.00,right,1478169338.775911
high,46,28.00,left,1478169340.395475
high,22,16.00,left,1478169341.974412
high,30,20.00,left,1478169343.186302
high,63,36.50,right,1478169344.669426
high,34,22.00,right,1478169346.097742
high,11,10.50,left,1478169347.663396
high,86,48.00,right,1478169349.119173
high,49,29.50,left,1478169350.833516
high,83,46.50,right,1478169352.141041
high,52,31.00,right,1478169353.802578
high,54,32.00,right,1478169355.258808
high,8,9.00,right,1478169356.782126
high,37,23.50,right,1478169358.128333
high,80,45.00,right,1478169359.625323
high,21,15.50,left,1478169361.109736
high,87,48.50,right,1478169362.688255
high,55,32.50,right,1478169364.226216
high,12,11.00,left,1478169365.573420
high,75,42.50,right,1478169366.933796
high,43,26.50,left,1478169368.675693
high,1,5.50,left,1478169370.198944
high,9,9.50,left,1478169371.723074
high,101,55.50,right,1478169373.151831
high,56,33.00,right,1478169374.892815
high,115,62.50,right,1478169376.335449
high,112,61.00,right,1478169377.628411
high,13,11.50,left,1478169379.289200
high,38,24.00,right,1478169380.649434
high,118,64.00,right,1478169382.092508
high,70,40.00,right,1478169383.617039
high,117,63.50,right,1478169384.923299
high,10,10.00,left,1478169386.569931
high,48,29.00,left,1478169388.107924
high,65,37.50,left,1478169389.782164
high,29,19.50,left,1478169391.103155
high,41,25.50,left,1478169392.817361
high,51,30.50,left,1478169394.246485
high,90,50.00,right,1478169395.607287
high,97,53.50,right,1478169396.995666
high,109,59.50,right,1478169398.465605
high,119,64.50,right,1478169400.044592
high,14,12.00,left,1478169401.582806
high,3,6.50,left,1478169403.149248
high,72,41.00,right,1478169404.592163
high,67,38.50,right,1478169405.966595
high,93,51.50,right,1478169407.423175
high,18,14.00,left,1478169409.016041
high,32,21.00,left,1478169410.894354
high,5,7.50,left,1478169412.119118
high,60,35.00,right,1478169413.630374
high,77,43.50,right,1478169414.856747
high,100,55.00,right,1478169416.314380
high,88,49.00,right,1478169417.840505
high,110,60.00,right,1478169419.338207
high,104,57.00,right,1478169420.944801
high,23,16.50,left,1478169422.619683
high,73,41.50,right,1478169423.790153
high,28,19.00,left,1478169425.436525
high,20,15.00,left,1478169426.743439
high,50,30.00,left,1478169428.770881
high,45,27.50,right,1478169429.928361
high,74,42.00,right,1478169431.289169
high,96,53.00,right,1478169432.826616
high,62,36.00,right,1478169434.379016
high,19,14.50,left,1478169435.916812
high,105,57.50,right,1478169437.509271
high,4,7.00,left,1478169438.965820
high,47,28.50,right,1478169440.450585
high,76,43.00,right,1478169442.016070
high,69,39.50,right,1478169443.554958
high,81,45.50,right,1478169445.093728
high,26,18.00,right,1478169446.686763
high,53,31.50,right,1478169448.170595
high,98,54.00,right,1478169449.694461
high,82,46.00,right,1478169451.219290
high,27,18.50,left,1478169452.933804
high,102,56.00,right,1478169454.307689
high,107,58.50,right,1478169455.968456
high,2,6.00,left,1478169457.479648
high,108,59.00,right,1478169459.044886
high,116,63.00,right,1478169460.515273
high,36,23.00,left,1478169462.053676
high,89,49.50,right,1478169463.523544
high,42,26.00,left,1478169465.130024
high,66,38.00,right,1478169466.654326
