stimulus,angle,response,time
17,-21.50,right,1478515580.528997
72,6.00,left,1478515587.149303
116,28.00,left,1478515588.389337
49,-5.50,right,1478515589.873751
66,3.00,left,1478515592.107860
85,12.50,left,1478515592.966015
34,-13.00,right,1478515594.272714
62,1.00,right,1478515596.164288
95,17.50,left,1478515597.525873
13,-23.50,right,1478515599.023188
64,2.00,left,1478515600.643261
82,11.00,left,1478515602.059186
45,-7.50,right,1478515603.529217
74,7.00,left,1478515605.026443
119,29.50,left,1478515606.564773
36,-12.00,right,1478515608.062370
77,8.50,left,1478515609.695389
114,27.00,left,1478515611.097387
4,-28.00,right,1478515612.609131
31,-14.50,right,1478515614.011498
28,-16.00,right,1478515615.576372
25,-17.50,right,1478515617.073510
9,-25.50,right,1478515618.557931
41,-9.50,right,1478515620.150325
61,0.50,right,1478515621.892100
33,-13.50,right,1478515623.076195
11,-24.50,right,1478515624.586456
60,0.00,right,1478515626.370698
6,-27.00,right,1478515627.459470
42,-9.00,right,1478515628.833123
117,28.50,left,1478515630.343295
8,-26.00,right,1478515631.758814
102,21.00,left,1478515633.161163
37,-11.50,right,1478515634.630908
89,14.50,left,1478515636.373706
7,-26.50,right,1478515637.639505
79,9.50,left,1478515639.204287
24,-18.00,right,1478515640.756868
65,2.50,left,1478515642.702811
67,3.50,left,1478515643.928419
75,7.50,left,1478515645.303578
54,-3.00,right,1478515647.521589
70,5.00,left,1478515648.706388
92,16.00,left,1478515650.094462
80,10.00,left,1478515651.564387
110,25.00,left,1478515652.924407
112,26.00,left,1478515654.367206
96,18.00,left,1478515655.959471
57,-1.50,left,1478515657.770278
30,-15.00,right,1478515658.981408
71,5.50,left,1478515660.629040
84,12.00,left,1478515661.976312
83,11.50,left,1478515663.595877
107,23.50,left,1478515664.929520
19,-20.50,right,1478515666.481113
39,-10.50,right,1478515667.761172
38,-11.00,right,1478515669.299424
104,22.00,left,1478515671.043068
15,-22.50,right,1478515672.417751
23,-18.50,right,1478515673.751609
44,-8.00,right,1478515675.290043
26,-17.00,right,1478515676.774062
115,27.50,left,1478515678.462355
51,-4.50,right,1478515679.837953
32,-14.00,right,1478515681.319940
50,-5.00,right,1478515682.804491
48,-6.00,right,1478515684.411974
52,-4.00,right,1478515685.921955
87,13.50,left,1478515687.623795
21,-19.50,right,1478515689.162339
68,4.00,left,1478515690.959398
53,-3.50,right,1478515692.226624
58,-1.00,right,1478515693.560986
18,-21.00,right,1478515695.112494
27,-16.50,right,1478515696.636080
111,25.50,left,1478515698.351566
118,29.00,left,1478515699.766496
78,9.00,left,1478515701.494911
2,-29.00,right,1478515702.733983
63,1.50,right,1478515704.802159
76,8.00,left,1478515706.013917
3,-28.50,right,1478515707.184452
56,-2.00,right,1478515709.253667
12,-24.00,right,1478515710.152651
35,-12.50,right,1478515711.635849
98,19.00,left,1478515713.282691
103,21.50,left,1478515714.684108
47,-6.50,right,1478515716.099438
10,-25.00,right,1478515717.665473
113,26.50,left,1478515719.326167
22,-19.00,right,1478515720.673836
86,13.00,left,1478515722.103369
14,-23.00,right,1478515723.464129
1,-29.50,right,1478515725.001760
100,20.00,left,1478515726.648322
40,-10.00,right,1478515728.037291
106,23.00,left,1478515729.493864
109,24.50,left,1478515730.977809
90,15.00,left,1478515732.284955
105,22.50,left,1478515733.755374
69,4.50,right,1478515735.157136
43,-8.50,right,1478515736.682002
73,6.50,left,1478515738.424868
20,-20.00,right,1478515739.772923
0,-30.00,right,1478515741.120062
93,16.50,left,1478515742.740868
108,24.00,left,1478515744.279502
59,-0.50,right,1478515746.334459
55,-2.50,right,1478515747.491936
88,14.00,left,1478515748.771346
91,15.50,left,1478515750.242260
101,20.50,left,1478515751.698199
29,-15.50,right,1478515753.318362
5,-27.50,right,1478515754.828624
81,10.50,left,1478515756.393565
99,19.50,left,1478515757.878046
97,18.50,left,1478515759.443535
94,17.00,left,1478515760.982367
46,-7.00,right,1478515762.398215
16,-22.00,right,1478515763.745924
