stimulus,angle,response,time
108,24.00,right,1474550871.158766
91,15.50,right,1474550878.789130
18,-21.00,left,1474550880.078185
70,5.00,right,1474550882.257776
36,-12.00,left,1474550883.244202
6,-27.00,left,1474550884.699882
83,11.50,right,1474550886.412665
84,12.00,right,1474550888.249963
71,5.50,left,1474550889.663172
89,14.50,right,1474550890.829676
4,-28.00,left,1474550892.627590
102,21.00,right,1474550893.794574
92,16.00,right,1474550895.289499
82,11.00,right,1474550896.854088
47,-6.50,left,1474550898.513257
80,10.00,right,1474550900.036683
76,8.00,right,1474550901.587050
50,-5.00,left,1474550902.903216
34,-13.00,left,1474550904.356276
42,-9.00,left,1474550905.851976
75,7.50,right,1474550907.593927
113,26.50,right,1474550909.090252
118,29.00,right,1474550910.446082
114,27.00,right,1474550911.898663
105,22.50,right,1474550913.473073
57,-1.50,left,1474550914.940405
40,-10.00,left,1474550916.378735
67,3.50,right,1474550918.243588
23,-18.50,left,1474550919.572850
64,2.00,left,1474550921.944382
116,28.00,left,1474550922.026570
39,-10.50,left,1474550924.219896
46,-7.00,left,1474550925.958785
26,-17.00,left,1474550927.016499
85,12.50,right,1474550928.742403
117,28.50,right,1474550930.688146
77,8.50,right,1474550932.415722
49,-5.50,left,1474550933.429174
31,-14.50,left,1474550935.018897
95,17.50,right,1474550936.472088
52,-4.00,left,1474550937.826968
33,-13.50,left,1474550939.061028
25,-17.50,left,1474550940.677642
68,4.00,right,1474550942.581840
96,18.00,right,1474550944.020931
0,-30.00,left,1474550945.279737
11,-24.50,left,1474550946.596189
51,-4.50,left,1474550948.459820
98,19.00,right,1474550949.830169
63,1.50,left,1474550951.366089
43,-8.50,left,1474550952.914845
112,26.00,right,1474550954.298000
110,25.00,right,1474550955.724025
27,-16.50,left,1474550957.205149
15,-22.50,left,1474550958.522534
60,0.00,left,1474550960.167942
104,22.00,right,1474550961.376733
87,13.50,right,1474550963.134043
93,16.50,right,1474550964.490951
69,4.50,left,1474550966.669944
44,-8.00,left,1474550967.438195
106,23.00,right,1474550968.851702
101,20.50,right,1474550970.607212
88,14.00,right,1474550971.758506
66,3.00,left,1474550974.045878
5,-27.50,left,1474550974.827945
73,6.50,right,1474550976.580891
119,29.50,right,1474550977.896010
53,-3.50,left,1474550979.527891
16,-22.00,left,1474550980.965709
20,-20.00,left,1474550982.556445
78,9.00,right,1474550984.159103
81,10.50,right,1474550985.406864
17,-21.50,left,1474550986.858966
29,-15.50,left,1474550988.394318
22,-19.00,left,1474550989.997758
41,-9.50,left,1474550991.490834
35,-12.50,NA,0.000000
74,7.00,right,1474550995.232659
62,1.00,left,1474550996.315434
45,-7.50,left,1474550997.644384
30,-15.00,left,1474550999.124356
61,0.50,left,1474551000.646497
58,-1.00,left,1474551002.235068
8,-26.00,left,1474551003.633939
65,2.50,right,1474551005.704103
9,-25.50,left,1474551006.855185
109,24.50,right,1474551008.171192
1,-29.50,left,1474551009.650819
48,-6.00,left,1474551010.980880
38,-11.00,left,1474551012.352028
94,17.00,right,1474551013.915236
90,15.00,right,1474551015.491182
107,23.50,right,1474551017.012668
103,21.50,right,1474551018.327953
10,-25.00,left,1474551019.958581
13,-23.50,left,1474551021.466483
79,9.50,left,1474551022.853052
100,20.00,right,1474551024.539194
56,-2.00,left,1474551026.225899
97,18.50,right,1474551027.912573
115,27.50,right,1474551028.694162
14,-23.00,left,1474551030.133505
32,-14.00,left,1474551031.544602
21,-19.50,left,1474551033.162302
54,-3.00,left,1474551034.875341
72,6.00,right,1474551036.547788
55,-2.50,left,1474551038.122757
2,-29.00,left,1474551039.808258
99,19.50,right,1474551040.795145
24,-18.00,left,1474551042.112054
37,-11.50,left,1474551043.755941
111,25.50,right,1474551045.017293
12,-24.00,left,1474551046.581187
28,-16.00,left,1474551048.117952
7,-26.50,left,1474551049.516306
86,13.00,right,1474551050.998481
3,-28.50,left,1474551052.602401
19,-20.50,left,1474551053.892267
59,-0.50,left,1474551055.495588
