object,obj.idx,table,tab.idx,time
high,88,hor,60,1472044538.274837
mid,53,hor,60,1472044539.733166
high,77,hor,60,1472044541.323719
low,63,hor,60,1472044542.778882
low,26,hor,60,1472044544.268949
low,24,hor,60,1472044545.723597
mid,25,hor,60,1472044547.243415
mid,91,hor,60,1472044548.831679
high,107,hor,60,1472044550.257267
low,111,hor,60,1472044551.780963
mid,113,hor,60,1472044553.235520
high,39,hor,60,1472044554.657229
high,110,hor,60,1472044556.178936
high,92,hor,60,1472044557.600578
low,70,hor,60,1472044559.120439
low,86,hor,60,1472044560.712124
high,44,hor,60,1472044562.199577
high,63,hor,60,1472044563.691466
mid,105,hor,60,1472044565.117197
mid,39,hor,60,1472044566.641320
mid,94,hor,60,1472044568.131855
mid,71,hor,60,1472044569.621138
low,64,hor,60,1472044571.210889
low,115,hor,60,1472044572.798654
mid,6,hor,60,1472044574.354156
high,54,hor,60,1472044575.817451
mid,21,hor,60,1472044577.373399
high,79,hor,60,1472044578.898818
mid,119,hor,60,1472044580.454613
low,56,hor,60,1472044582.040959
low,16,hor,60,1472044583.465704
high,101,hor,60,1472044585.019508
mid,54,hor,60,1472044586.475071
low,0,hor,60,1472044588.029544
low,77,hor,60,1472044589.552211
high,96,hor,60,1472044591.138419
high,28,hor,60,1472044592.628277
high,67,hor,60,1472044594.219673
high,21,hor,60,1472044595.641116
low,114,hor,60,1472044597.127025
mid,13,hor,60,1472044598.551254
mid,11,hor,60,1472044600.141609
low,23,hor,60,1472044601.596610
low,27,hor,60,1472044603.121112
mid,106,hor,60,1472044604.709769
low,8,hor,60,1472044606.264778
high,80,hor,60,1472044607.683659
mid,88,hor,60,1472044609.204895
low,4,hor,60,1472044610.593515
mid,80,hor,60,1472044612.049045
low,39,hor,60,1472044613.506928
high,66,hor,60,1472044615.063147
low,11,hor,60,1472044616.520723
low,14,hor,60,1472044617.943592
high,23,hor,60,1472044619.502198
mid,59,hor,60,1472044621.025428
mid,49,hor,60,1472044622.449142
high,93,hor,60,1472044624.032837
high,112,hor,60,1472044625.457057
mid,89,hor,60,1472044626.845587
mid,41,hor,60,1472044628.373372
low,54,hor,60,1472044629.926016
high,7,hor,60,1472044631.316097
high,102,hor,60,1472044632.905898
low,30,hor,60,1472044634.392039
mid,87,hor,60,1472044635.847965
mid,24,hor,60,1472044637.341463
mid,30,hor,60,1472044638.894881
low,98,hor,60,1472044640.514409
low,94,hor,60,1472044641.938754
high,43,hor,60,1472044643.395519
high,81,hor,60,1472044644.815504
low,51,hor,60,1472044646.271821
high,16,hor,60,1472044647.796180
low,107,hor,60,1472044649.351228
mid,33,hor,60,1472044650.778491
mid,67,hor,60,1472044652.368235
mid,50,hor,60,1472044653.987816
low,33,hor,60,1472044655.443190
high,84,hor,60,1472044656.899622
low,97,hor,60,1472044658.421595
high,62,hor,60,1472044659.879007
mid,29,hor,60,1472044661.435303
high,31,hor,60,1472044662.958981
mid,23,hor,60,1472044664.381085
mid,35,hor,60,1472044665.874608
mid,38,hor,60,1472044667.428528
mid,73,hor,60,1472044668.883854
low,37,hor,60,1472044670.474496
high,29,hor,60,1472044671.961995
high,69,hor,60,1472044673.480502
low,110,hor,60,1472044675.003359
high,73,hor,60,1472044676.558059
high,49,hor,60,1472044677.976437
low,78,hor,60,1472044679.562502
low,12,hor,60,1472044681.082816
low,62,hor,60,1472044682.503584
high,11,hor,60,1472044684.060211
mid,117,hor,60,1472044685.620293
mid,96,hor,60,1472044687.149565
high,35,hor,60,1472044688.707631
low,117,hor,60,1472044690.257592
low,38,hor,60,1472044691.877568
high,42,hor,60,1472044693.397692
mid,77,hor,60,1472044694.855961
mid,60,hor,60,1472044696.442526
high,3,hor,60,1472044697.937877
low,25,hor,60,1472044699.429854
mid,34,hor,60,1472044700.819330
low,2,hor,60,1472044702.246603
high,87,hor,60,1472044703.802382
low,46,hor,60,1472044705.289374
mid,69,hor,60,1472044706.879145
high,13,hor,60,1472044708.336479
high,18,hor,60,1472044709.762645
mid,97,hor,60,1472044711.316747
mid,0,hor,60,1472044712.772614
low,10,hor,60,1472044714.293914
low,58,hor,60,1472044715.683212
high,52,hor,60,1472044717.241657
high,115,hor,60,1472044750.952259
high,56,hor,60,1472044752.344643
mid,110,hor,60,1472044753.868869
low,28,hor,60,1472044755.354209
low,43,hor,60,1472044756.877828
mid,90,hor,60,1472044758.370394
low,93,hor,60,1472044759.827324
mid,72,hor,60,1472044761.257322
high,20,hor,60,1472044762.778268
mid,109,hor,60,1472044764.265832
low,92,hor,60,1472044765.823123
high,10,hor,60,1472044767.347590
low,105,hor,60,1472044768.738720
high,25,hor,60,1472044770.159033
high,113,hor,60,1472044771.680730
low,52,hor,60,1472044773.236224
low,18,hor,60,1472044774.822840
mid,65,hor,60,1472044776.315826
low,91,hor,60,1472044777.838486
mid,82,hor,60,1472044779.297218
high,65,hor,60,1472044780.852448
mid,66,hor,60,1472044782.275183
high,27,hor,60,1472044783.799956
mid,70,hor,60,1472044785.318555
mid,78,hor,60,1472044786.778811
high,61,hor,60,1472044788.266430
low,17,hor,60,1472044789.755023
mid,98,hor,60,1472044791.274224
high,36,hor,60,1472044792.829082
mid,76,hor,60,1472044794.379027
low,47,hor,60,1472044795.906581
low,65,hor,60,1472044797.395806
low,29,hor,60,1472044798.981184
high,108,hor,60,1472044800.440864
high,6,hor,60,1472044801.861913
mid,95,hor,60,1472044803.415400
mid,115,hor,60,1472044804.938904
low,36,hor,60,1472044806.427203
low,84,hor,60,1472044807.982340
