object,obj.idx,table,tab.idx,time
high,43,hor,60,1479214948.872490
mid,65,hor,60,1479214950.296428
low,118,hor,60,1479214951.721800
low,93,hor,60,1479214953.209266
mid,56,hor,60,1479214954.700632
mid,24,hor,60,1479214956.291603
high,110,hor,60,1479214957.744209
high,0,hor,60,1479214959.332199
low,103,hor,60,1479214960.756873
low,44,hor,60,1479214962.313761
mid,12,hor,60,1479214963.802885
high,36,hor,60,1479214965.327079
mid,23,hor,60,1479214966.883140
mid,32,hor,60,1479214968.474298
mid,30,hor,60,1479214969.963884
low,13,hor,60,1479214971.391749
high,99,hor,60,1479214972.947721
low,7,hor,60,1479214974.466934
low,64,hor,60,1479214976.054153
low,26,hor,60,1479214977.511770
high,55,hor,60,1479214979.031240
high,102,hor,60,1479214980.485809
mid,8,hor,60,1479214982.075231
high,65,hor,60,1479214983.629394
mid,90,hor,60,1479214985.186526
high,113,hor,60,1479214986.644111
low,104,hor,60,1479214988.132883
low,65,hor,60,1479214989.688328
mid,103,hor,60,1479214991.242762
mid,101,hor,60,1479214992.668309
high,67,hor,60,1479214994.259871
low,61,hor,60,1479214995.683246
high,114,hor,60,1479214997.102834
mid,10,hor,60,1479214998.526700
high,56,hor,60,1479215000.014632
low,63,hor,60,1479215001.534513
low,56,hor,60,1479215003.088370
low,82,hor,60,1479215004.644705
mid,77,hor,60,1479215006.103520
low,5,hor,60,1479215007.592464
high,111,hor,60,1479215009.116869
mid,82,hor,60,1479215010.706535
high,70,hor,60,1479215012.193445
mid,86,hor,60,1479215013.745393
high,103,hor,60,1479215015.165435
mid,41,hor,60,1479215016.757833
high,53,hor,60,1479215018.247364
low,86,hor,60,1479215019.700831
high,95,hor,60,1479215021.259595
mid,95,hor,60,1479215022.814529
high,76,hor,60,1479215024.366804
mid,36,hor,60,1479215025.822909
mid,78,hor,60,1479215027.310616
high,96,hor,60,1479215028.797717
low,25,hor,60,1479215030.287847
mid,49,hor,60,1479215031.841607
low,68,hor,60,1479215033.299114
