object,obj.idx,table,tab.idx,time
NA,0,hor,108,1474892443.750985
NA,0,hor,99,1474892445.305453
NA,0,hor,4,1474892446.765813
NA,0,hor,7,1474892448.157385
NA,0,hor,94,1474892449.744603
NA,0,hor,22,1474892451.336501
NA,0,hor,74,1474892452.856777
NA,0,hor,0,1474892454.245507
NA,0,hor,88,1474892455.837920
NA,0,hor,73,1474892457.325644
NA,0,hor,33,1474892458.780865
NA,0,hor,3,1474892460.374742
NA,0,hor,93,1474892461.931967
NA,0,hor,20,1474892463.453573
NA,0,hor,85,1474892464.944576
NA,0,hor,24,1474892466.494742
NA,0,hor,104,1474892467.916416
NA,0,hor,107,1474892469.404310
NA,0,hor,21,1474892470.992629
NA,0,hor,48,1474892472.450484
NA,0,hor,66,1474892473.909107
NA,0,hor,58,1474892475.430576
NA,0,hor,47,1474892476.858178
NA,0,hor,10,1474892478.348981
NA,0,hor,55,1474892479.810450
NA,0,hor,76,1474892481.231717
NA,0,hor,64,1474892482.786701
NA,0,hor,45,1474892484.310762
NA,0,hor,14,1474892485.901634
NA,0,hor,71,1474892487.393134
NA,0,hor,118,1474892488.817340
NA,0,hor,12,1474892490.278457
NA,0,hor,17,1474892491.699885
NA,0,hor,16,1474892493.154239
NA,0,hor,34,1474892494.645831
NA,0,hor,90,1474892496.268095
NA,0,hor,8,1474892497.860214
NA,0,hor,116,1474892499.451178
NA,0,hor,82,1474892501.011711
NA,0,hor,100,1474892502.504271
NA,0,hor,112,1474892503.929309
NA,0,hor,109,1474892505.390124
NA,0,hor,9,1474892506.949516
NA,0,hor,39,1474892508.472542
NA,0,hor,49,1474892510.061946
NA,0,hor,105,1474892511.582316
NA,0,hor,29,1474892513.172269
NA,0,hor,36,1474892514.661228
NA,0,hor,51,1474892516.088009
NA,0,hor,65,1474892517.648643
NA,0,hor,106,1474892519.236605
NA,0,hor,79,1474892520.794183
NA,0,hor,98,1474892522.347192
NA,0,hor,62,1474892523.868965
NA,0,hor,87,1474892525.361580
NA,0,hor,38,1474892526.881296
NA,0,hor,77,1474892528.405443
NA,0,hor,56,1474892529.898681
NA,0,hor,101,1474892531.388072
NA,0,hor,43,1474892532.978430
NA,0,hor,75,1474892534.568336
NA,0,hor,28,1474892536.127190
NA,0,hor,37,1474892537.714797
NA,0,hor,18,1474892539.204306
NA,0,hor,27,1474892540.796329
NA,0,hor,35,1474892542.283721
NA,0,hor,114,1474892543.772847
NA,0,hor,25,1474892545.229027
NA,0,hor,41,1474892546.652565
NA,0,hor,6,1474892548.044330
NA,0,hor,69,1474892549.466404
NA,0,hor,89,1474892550.987338
NA,0,hor,86,1474892552.409164
NA,0,hor,80,1474892553.862400
NA,0,hor,40,1474892555.387868
NA,0,hor,23,1474892556.940415
NA,0,hor,11,1474892558.365537
NA,0,hor,13,1474892559.827066
NA,0,hor,26,1474892561.314988
NA,0,hor,96,1474892562.935327
NA,0,hor,111,1474892564.423110
NA,0,hor,70,1474892566.011440
NA,0,hor,113,1474892567.466778
NA,0,hor,110,1474892569.022992
NA,0,hor,72,1474892570.477270
NA,0,hor,19,1474892571.934481
NA,0,hor,52,1474892573.522463
NA,0,hor,68,1474892574.980260
NA,0,hor,32,1474892576.405475
NA,0,hor,78,1474892577.793631
NA,0,hor,57,1474892579.253034
NA,0,hor,53,1474892580.776385
NA,0,hor,83,1474892582.232484
NA,0,hor,92,1474892583.722709
NA,0,hor,95,1474892585.210810
NA,0,hor,91,1474892586.801676
NA,0,hor,119,1474892588.191424
NA,0,hor,5,1474892589.779524
NA,0,hor,61,1474892591.208501
NA,0,hor,31,1474892592.694998
NA,0,hor,46,1474892594.220693
NA,0,hor,60,1474892595.745556
NA,0,hor,54,1474892597.205968
NA,0,hor,102,1474892598.760253
NA,0,hor,84,1474892600.249831
NA,0,hor,30,1474892601.772167
NA,0,hor,117,1474892603.259509
NA,0,hor,2,1474892604.650358
NA,0,hor,97,1474892606.207722
NA,0,hor,15,1474892607.668924
NA,0,hor,67,1474892609.090693
NA,0,hor,81,1474892610.613289
NA,0,hor,115,1474892612.167425
NA,0,hor,63,1474892613.623568
NA,0,hor,50,1474892615.212687
NA,0,hor,59,1474892616.802984
NA,0,hor,103,1474892618.225016
NA,0,hor,44,1474892619.714211
NA,0,hor,42,1474892621.138478
NA,0,hor,1,1474892622.760077
