stimulus,angle,response,time
35,-12.50,right,1472215501.201724
101,20.50,right,1472215509.082749
37,-11.50,left,1472215510.521816
112,26.00,right,1472215512.182013
18,-21.00,left,1472215513.579750
11,-24.50,left,1472215515.058470
98,19.00,right,1472215516.608219
27,-16.50,left,1472215518.048023
51,-4.50,left,1472215519.637863
6,-27.00,left,1472215521.158635
40,-10.00,left,1472215522.596983
89,14.50,right,1472215524.078199
31,-14.50,left,1472215525.447688
118,29.00,right,1472215527.037597
64,2.00,left,1472215528.598182
41,-9.50,left,1472215530.120413
50,-5.00,left,1472215531.615157
74,7.00,right,1472215533.068510
32,-14.00,left,1472215534.644746
21,-19.50,left,1472215536.070129
47,-6.50,left,1472215537.591484
8,-26.00,left,1472215539.113517
105,22.50,right,1472215540.551151
109,24.50,right,1472215541.837581
15,-22.50,left,1472215543.275671
92,16.00,right,1472215544.837096
12,-24.00,left,1472215546.371788
94,17.00,right,1472215547.865943
17,-21.50,left,1472215549.249029
61,0.50,left,1472215550.895133
80,10.00,right,1472215552.321839
20,-20.00,left,1472215553.719164
10,-25.00,left,1472215555.323386
78,9.00,right,1472215556.788199
53,-3.50,left,1472215558.201182
46,-7.00,left,1472215559.641960
79,9.50,right,1472215561.823529
111,25.50,right,1472215562.633234
77,8.50,right,1472215564.223170
65,2.50,left,1472215565.717493
113,26.50,right,1472215567.293049
19,-20.50,left,1472215568.706927
57,-1.50,left,1472215570.229538
70,5.00,right,1472215571.750812
39,-10.50,left,1472215573.203144
9,-25.50,left,1472215574.656372
95,17.50,right,1472215576.235805
33,-13.50,left,1472215577.663271
55,-2.50,left,1472215579.489153
90,15.00,right,1472215580.861363
69,4.50,right,1472215582.398667
107,23.50,right,1472215583.853676
29,-15.50,left,1472215585.279133
16,-22.00,left,1472215586.871606
26,-17.00,left,1472215588.339658
58,-1.00,right,1472215589.943664
73,6.50,right,1472215591.480360
34,-13.00,left,1472215592.809621
7,-26.50,left,1472215594.261784
117,28.50,right,1472215595.784378
42,-9.00,left,1472215597.290373
23,-18.50,left,1472215598.811642
13,-23.50,left,1472215600.250879
4,-28.00,left,1472215601.761692
106,23.00,right,1472215603.296914
119,29.50,right,1472215604.710710
86,13.00,right,1472215606.301894
3,-28.50,left,1472215607.824781
110,25.00,right,1472215609.509476
66,3.00,right,1472215610.882340
96,18.00,right,1472215612.348151
24,-18.00,left,1472215613.801535
60,0.00,left,1472215615.567823
56,-2.00,left,1472215616.924818
44,-8.00,left,1472215618.390148
49,-5.50,left,1472215619.773878
87,13.50,right,1472215621.240305
45,-7.50,left,1472215622.734319
25,-17.50,left,1472215624.297016
67,3.50,left,1472215625.927028
5,-27.50,left,1472215627.131467
82,11.00,left,1472215628.665320
83,11.50,left,1472215630.198566
0,-30.00,left,1472215631.721268
1,-29.50,left,1472215633.146241
28,-16.00,left,1472215634.435028
114,27.00,right,1472215635.928675
104,22.00,right,1472215637.407268
115,27.50,right,1472215638.818437
14,-23.00,left,1472215640.326770
59,-0.50,left,1472215641.874449
81,10.50,right,1472215643.410691
38,-11.00,left,1472215644.767933
84,12.00,left,1472215646.454895
63,1.50,left,1472215647.839455
116,28.00,right,1472215649.456734
100,20.00,right,1472215650.937013
108,24.00,right,1472215652.376201
102,21.00,right,1472215653.776639
72,6.00,left,1472215655.215547
52,-4.00,left,1472215656.833880
85,12.50,right,1472215658.341032
2,-29.00,left,1472215659.794863
75,7.50,left,1472215661.357657
103,21.50,right,1472215662.960934
88,14.00,right,1472215664.454324
43,-8.50,left,1472215665.893498
30,-15.00,left,1472215667.291596
76,8.00,left,1472215669.168446
54,-3.00,left,1472215670.523928
97,18.50,right,1472215671.840196
62,1.00,right,1472215673.567895
99,19.50,right,1472215674.814813
91,15.50,right,1472215676.296995
93,16.50,right,1472215677.818387
68,4.00,right,1472215679.533005
71,5.50,right,1472215680.779967
22,-19.00,left,1472215682.204285
48,-6.00,left,1472215683.767909
36,-12.00,left,1472215685.193324
