object,stimulus,angle,response,time
high,42,26.00,right,1487079944.751097
low,7,8.50,left,1487079946.193491
mid,79,44.50,right,1487079947.513695
high,89,49.50,right,1487079949.065761
low,19,14.50,left,1487079950.550118
mid,0,5.00,left,1487079952.060874
high,98,54.00,right,1487079953.503006
low,61,35.50,left,1487079955.218851
mid,52,31.00,left,1487079956.729996
low,48,29.00,right,1487079958.091360
mid,37,23.50,right,1487079959.629366
high,54,32.00,right,1487079961.125657
low,40,25.00,left,1487079962.650059
high,9,9.50,left,1487079964.202057
high,7,8.50,left,1487079965.563334
low,50,30.00,left,1487079967.293444
high,88,49.00,right,1487079968.641017
low,117,63.50,right,1487079970.356670
low,112,61.00,right,1487079971.718154
mid,12,11.00,left,1487079973.324097
mid,13,11.50,left,1487079974.781235
mid,105,57.50,right,1487079976.114520
mid,76,43.00,right,1487079977.680149
high,107,58.50,right,1487079978.959007
mid,74,42.00,right,1487079980.402260
low,57,33.50,left,1487079982.022036
low,106,58.00,right,1487079983.355740
high,95,52.50,right,1487079984.825852
low,115,62.50,right,1487079986.296080
mid,8,9.00,left,1487079988.024360
high,114,62.00,right,1487079989.413347
high,74,42.00,right,1487079990.924534
mid,98,54.00,right,1487079992.354059
low,59,34.50,left,1487079993.892730
mid,106,58.00,right,1487079995.335162
high,67,38.50,right,1487079997.131226
mid,119,64.50,right,1487079998.465171
high,50,30.00,right,1487080000.166167
high,5,7.50,left,1487080001.446289
mid,69,39.50,right,1487080003.012141
low,45,27.50,left,1487080004.605640
low,52,31.00,left,1487080006.212427
mid,48,29.00,right,1487080007.383108
low,101,55.50,right,1487080008.947851
high,86,48.00,right,1487080010.376956
high,76,43.00,right,1487080011.874883
mid,97,53.50,right,1487080013.358881
low,118,64.00,right,1487080014.883433
low,5,7.50,left,1487080016.408059
mid,55,32.50,right,1487080017.959852
high,73,41.50,right,1487080019.321489
mid,4,7.00,left,1487080020.858668
high,23,16.50,left,1487080022.260627
mid,83,46.50,right,1487080023.689533
high,84,47.00,right,1487080025.146468
mid,111,60.50,right,1487080026.765971
low,56,33.00,left,1487080028.277024
high,34,22.00,left,1487080029.788251
low,18,14.00,left,1487080031.272245
low,64,37.00,left,1487080033.082128
low,92,51.00,right,1487080034.306578
mid,25,17.50,right,1487080035.885743
low,49,29.50,right,1487080037.410488
high,16,13.00,left,1487080039.166349
mid,118,64.00,right,1487080040.554896
high,14,12.00,left,1487080042.066703
high,38,24.00,left,1487080043.536349
mid,109,59.50,right,1487080045.020318
mid,66,38.00,left,1487080047.007538
high,103,56.50,NA,0.000000
low,28,19.00,left,1487080049.757569
low,2,6.00,left,1487080051.105526
high,52,31.00,NA,0.000000
low,8,9.00,left,1487080053.936906
high,117,63.50,right,1487080055.488156
high,48,29.00,left,1487080056.863926
high,45,27.50,right,1487080059.192156
low,14,12.00,left,1487080060.117898
low,53,31.50,right,1487080061.288527
mid,64,37.00,right,1487080062.895485
mid,54,32.00,right,1487080064.433619
low,88,49.00,right,1487080066.080806
mid,73,41.50,right,1487080067.523850
mid,78,44.00,right,1487080068.858394
