object,stimulus,angle,response,time
high,71,40.50,left,1487070452.941035
low,93,51.50,right,1487070454.261816
low,89,49.50,right,1487070455.623485
high,78,44.00,right,1487070457.202029
high,116,63.00,right,1487070458.821810
mid,40,25.00,left,1487070460.360777
mid,83,46.50,right,1487070462.034280
mid,65,37.50,left,1487070463.504494
high,62,36.00,left,1487070464.920017
low,32,21.00,left,1487070466.512630
low,119,64.50,right,1487070467.996223
mid,68,39.00,right,1487070469.466074
low,104,57.00,right,1487070470.854483
low,75,42.50,right,1487070472.460709
high,11,10.50,left,1487070473.903164
mid,39,24.50,right,1487070475.577504
high,89,49.50,right,1487070476.965718
high,68,39.00,left,1487070478.517397
mid,117,63.50,right,1487070479.960489
low,111,60.50,right,1487070481.403778
low,31,20.50,left,1487070483.079742
high,90,50.00,right,1487070484.468767
mid,0,5.00,left,1487070485.965731
mid,118,64.00,right,1487070487.381998
mid,105,57.50,right,1487070488.880034
low,95,52.50,right,1487070490.390500
high,44,27.00,left,1487070491.942462
mid,16,13.00,left,1487070493.562602
mid,72,41.00,right,1487070495.100539
high,27,18.50,right,1487070496.665813
high,6,8.00,left,1487070498.068011
high,19,14.50,left,1487070499.510750
low,37,23.50,left,1487070500.939513
mid,110,60.00,right,1487070502.573108
low,40,25.00,left,1487070504.083815
low,45,27.50,left,1487070505.635234
mid,15,12.50,left,1487070507.241331
mid,69,39.50,right,1487070508.698445
high,88,49.00,right,1487070510.318320
low,62,36.00,right,1487070511.624442
high,69,39.50,right,1487070513.175707
low,66,38.00,right,1487070514.781353
low,87,48.50,right,1487070516.360652
high,20,15.00,left,1487070517.870786
low,92,51.00,right,1487070519.557858
mid,106,58.00,right,1487070521.000654
high,100,55.00,right,1487070522.525195
mid,20,15.00,left,1487070523.900582
high,70,40.00,right,1487070525.371514
mid,77,43.50,right,1487070526.841039
high,118,64.00,right,1487070528.216070
low,65,37.50,right,1487070529.673322
low,10,10.00,left,1487070531.117749
high,97,53.50,right,1487070532.588236
mid,84,47.00,right,1487070534.180180
low,113,61.50,right,1487070535.664261
low,85,47.50,right,1487070537.161174
mid,66,38.00,left,1487070538.671702
high,53,31.50,right,1487070540.250899
mid,113,61.50,left,1487070541.774993
high,35,22.50,left,1487070543.054172
mid,50,30.00,left,1487070544.496967
low,36,23.00,left,1487070545.953939
high,113,61.50,right,1487070547.451396
high,85,47.50,right,1487070549.016369
mid,82,46.00,right,1487070550.391121
high,60,35.00,left,1487070552.065404
low,51,30.50,left,1487070553.480494
mid,70,40.00,right,1487070554.976279
low,110,60.00,right,1487070556.473577
low,109,59.50,right,1487070557.929936
mid,32,21.00,left,1487070559.617639
low,52,31.00,right,1487070560.910363
mid,44,27.00,right,1487070562.583578
mid,46,28.00,left,1487070563.984927
high,28,19.00,left,1487070565.468214
low,70,40.00,right,1487070567.073848
low,78,44.00,right,1487070568.543496
high,52,31.00,left,1487070569.958710
mid,92,51.00,right,1487070571.510640
