object,stimulus,angle,response,time
high,66,38.00,left,1478701428.351716
low,40,25.00,right,1478701429.521323
mid,12,11.00,right,1478701431.085191
mid,102,56.00,left,1478701432.581514
low,35,22.50,right,1478701434.280991
high,73,41.50,left,1478701435.680810
low,64,37.00,right,1478701437.136247
mid,20,15.00,right,1478701438.619685
high,7,8.50,right,1478701440.211078
low,31,20.50,right,1478701441.802907
high,100,55.00,left,1478701443.273036
mid,23,16.50,right,1478701444.851179
low,53,31.50,right,1478701446.348148
high,2,6.00,right,1478701447.871964
mid,34,22.00,right,1478701449.369531
high,111,60.50,left,1478701450.811607
low,44,27.00,right,1478701452.432081
mid,104,57.00,left,1478701454.134030
low,68,39.00,right,1478701455.495569
mid,58,34.00,left,1478701457.007096
high,39,24.50,left,1478701458.776272
low,114,62.00,left,1478701460.013822
high,47,28.50,right,1478701461.565520
mid,52,31.00,left,1478701462.899737
mid,48,29.00,left,1478701464.328284
low,106,58.00,left,1478701465.906128
high,5,7.50,right,1478701467.415908
low,41,25.50,right,1478701468.940317
mid,100,55.00,left,1478701470.628431
low,7,8.50,right,1478701472.138650
high,106,58.00,left,1478701473.606958
high,78,44.00,left,1478701475.361261
mid,74,42.00,right,1478701476.871722
low,101,55.50,right,1478701478.465497
high,58,34.00,right,1478701480.113441
mid,118,64.00,left,1478701481.393529
low,70,40.00,right,1478701482.931004
low,102,56.00,right,1478701484.496955
low,22,16.00,right,1478701485.952387
high,49,29.50,left,1478701487.462576
mid,68,39.00,right,1478701489.149838
high,22,16.00,right,1478701490.633807
high,117,63.50,left,1478701491.954071
high,24,17.00,right,1478701493.451602
mid,41,25.50,right,1478701495.017114
mid,78,44.00,left,1478701496.555628
mid,64,37.00,left,1478701498.147614
low,110,60.00,left,1478701499.657931
high,115,62.50,left,1478701501.019168
mid,106,58.00,right,1478701502.625908
high,31,20.50,right,1478701504.232522
high,29,19.50,right,1478701505.470764
low,48,29.00,right,1478701506.899903
low,36,23.00,right,1478701508.205232
mid,29,19.50,right,1478701509.892529
high,68,39.00,left,1478701511.443856
mid,35,22.50,right,1478701512.818616
low,84,47.00,left,1478701514.479054
mid,115,62.50,left,1478701515.636011
low,16,13.00,right,1478701517.132737
high,28,19.00,right,1478701518.819125
high,1,5.50,right,1478701520.207371
mid,111,60.50,left,1478701521.703083
low,1,5.50,right,1478701522.995798
high,55,32.50,left,1478701524.547772
mid,56,33.00,right,1478701525.935457
mid,24,17.00,right,1478701527.391881
low,18,14.00,right,1478701528.794083
mid,85,47.50,left,1478701530.400255
high,101,55.50,left,1478701531.803561
low,24,17.00,right,1478701533.191621
low,69,39.50,right,1478701534.701802
high,54,32.00,left,1478701536.524968
high,13,11.50,right,1478701537.763037
high,41,25.50,right,1478701539.328452
mid,72,41.00,left,1478701540.716916
high,12,11.00,left,1478701542.445755
mid,43,26.50,left,1478701543.724548
low,78,44.00,left,1478701545.249268
low,10,10.00,right,1478701546.732853
low,103,56.50,left,1478701548.380344
mid,116,63.00,left,1478701549.728353
low,72,41.00,right,1478701551.224958
mid,40,25.00,right,1478701552.762588
low,43,26.50,right,1478701554.232247
low,12,11.00,right,1478701555.552654
low,117,63.50,left,1478701557.076694
mid,17,13.50,right,1478701558.464256
mid,57,33.50,left,1478701560.109963
high,30,20.00,left,1478701561.552585
high,80,45.00,left,1478701562.872646
mid,73,41.50,left,1478701564.354895
high,56,33.00,left,1478701565.784543
high,19,14.50,right,1478701567.349932
mid,39,24.50,left,1478701568.873519
low,52,31.00,right,1478701570.507796
low,14,12.00,right,1478701571.692683
high,21,15.50,right,1478701573.394206
low,0,5.00,right,1478701574.672154
low,57,33.50,left,1478701576.520853
low,73,41.50,left,1478701577.838501
mid,31,20.50,right,1478701579.416409
high,44,27.00,left,1478701580.898170
high,89,49.50,left,1478701582.340632
mid,117,63.50,left,1478701583.781890
high,42,26.00,right,1478701585.454689
mid,75,42.50,right,1478701586.937818
mid,89,49.50,left,1478701588.570804
mid,65,37.50,left,1478701590.121325
mid,45,27.50,right,1478701591.399992
mid,93,51.50,left,1478701592.977641
low,39,24.50,right,1478701594.380327
mid,70,40.00,left,1478701595.918813
low,107,58.50,left,1478701597.252664
low,80,45.00,left,1478701598.791027
high,3,6.50,right,1478701600.396696
high,61,35.50,left,1478701602.002369
low,74,42.00,right,1478701603.281743
high,116,63.00,left,1478701605.051027
high,59,34.50,left,1478701606.615311
low,76,43.00,left,1478701640.317086
mid,110,60.00,left,1478701641.446574
low,17,13.50,right,1478701643.121521
high,18,14.00,right,1478701645.012175
mid,1,5.50,right,1478701646.086717
high,8,9.00,right,1478701647.583748
low,5,7.50,right,1478701649.039059
high,34,22.00,left,1478701650.794570
mid,87,48.50,left,1478701652.073967
low,27,18.50,right,1478701653.800890
mid,88,49.00,left,1478701655.066018
high,32,21.00,left,1478701656.698329
low,116,63.00,left,1478701658.112409
high,38,24.00,left,1478701659.880160
mid,16,13.00,right,1478701661.485598
high,84,47.00,left,1478701662.887486
high,70,40.00,left,1478701664.289128
high,74,42.00,left,1478701665.840625
low,119,64.50,left,1478701667.365026
mid,27,18.50,right,1478701668.766429
low,94,52.00,left,1478701670.507949
low,54,32.00,right,1478701671.732428
mid,95,52.50,left,1478701673.338814
mid,81,45.50,left,1478701674.986363
high,11,10.50,right,1478701676.429358
low,30,20.00,right,1478701677.912341
mid,50,30.00,left,1478701679.491395
low,47,28.50,right,1478701681.288121
mid,42,26.00,right,1478701682.689827
mid,28,19.00,right,1478701684.661334
high,64,37.00,left,1478701685.925845
low,81,45.50,right,1478701687.517584
low,37,23.50,right,1478701688.605494
high,62,36.00,left,1478701690.155957
high,15,12.50,right,1478701691.747040
mid,112,61.00,left,1478701693.161651
mid,69,39.50,left,1478701694.658965
low,46,28.00,right,1478701695.992840
low,75,42.50,left,1478701697.394059
low,9,9.50,right,1478701698.905165
high,97,53.50,left,1478701700.455497
mid,98,54.00,left,1478701702.089736
low,118,64.00,left,1478701703.505617
high,10,10.00,right,1478701705.139210
mid,11,10.50,right,1478701706.636458
mid,47,28.50,right,1478701708.241594
high,46,28.00,left,1478701709.847501
high,119,64.50,left,1478701711.181286
high,93,51.50,left,1478701712.664937
mid,0,5.00,right,1478701714.215553
low,61,35.50,right,1478701716.023733
high,48,29.00,left,1478701717.370499
low,21,15.50,right,1478701718.731600
high,82,46.00,left,1478701720.188322
high,96,53.00,left,1478701721.740231
mid,33,21.50,right,1478701723.196982
mid,80,45.00,left,1478701724.817309
low,95,52.50,left,1478701726.192366
mid,84,47.00,left,1478701727.880617
low,105,57.50,left,1478701729.241363
mid,99,54.50,left,1478701730.792207
low,58,34.00,right,1478701732.478543
mid,36,23.00,right,1478701733.854067
low,15,12.50,right,1478701735.364599
high,9,9.50,right,1478701737.011613
mid,60,35.00,left,1478701738.372070
mid,94,52.00,left,1478701739.759262
low,50,30.00,right,1478701741.214706
high,86,48.00,left,1478701742.737817
high,103,56.50,left,1478701744.084091
low,93,51.50,left,1478701745.797604
high,102,56.00,left,1478701747.293505
mid,55,32.50,right,1478701748.871258
low,38,24.00,right,1478701750.259041
high,63,36.50,left,1478701751.795247
low,45,27.50,right,1478701753.402168
high,91,50.50,left,1478701754.831316
mid,9,9.50,right,1478701756.383597
mid,7,8.50,right,1478701757.867302
low,3,6.50,right,1478701759.405639
mid,67,38.50,left,1478701760.930349
high,33,21.50,right,1478701762.319948
high,110,60.00,left,1478701763.722077
low,109,59.50,left,1478701765.410187
low,79,44.50,left,1478701766.853564
mid,21,15.50,right,1478701768.486873
high,69,39.50,left,1478701769.752872
high,87,48.50,left,1478701771.250945
mid,22,16.00,right,1478701772.775641
mid,92,51.00,left,1478701774.231113
low,34,22.00,right,1478701775.823924
low,85,47.50,left,1478701777.348652
high,37,23.50,left,1478701779.103818
mid,66,38.00,left,1478701780.328087
high,107,58.50,left,1478701781.674703
low,66,38.00,right,1478701783.225985
mid,62,36.00,left,1478701784.816700
mid,63,36.50,left,1478701786.244795
mid,79,44.50,left,1478701787.782129
high,81,45.50,left,1478701789.305077
high,71,40.50,left,1478701790.896015
low,55,32.50,right,1478701792.543867
mid,51,30.50,left,1478701794.081217
low,88,49.00,left,1478701795.291844
high,36,23.00,right,1478701796.966014
low,115,62.50,left,1478701798.190512
low,113,61.50,left,1478701799.660143
high,90,50.00,right,1478701801.307234
high,4,7.00,right,1478701802.585826
low,26,18.00,right,1478701804.179278
mid,13,11.50,right,1478701805.621745
low,33,21.50,right,1478701807.308970
low,98,54.00,left,1478701808.724797
mid,108,59.00,left,1478701810.235112
mid,96,53.00,left,1478701811.785807
high,52,31.00,left,1478701813.323964
low,8,9.00,right,1478701814.644549
high,6,8.00,right,1478701816.181863
mid,54,32.00,right,1478701817.801428
high,113,61.50,left,1478701819.162700
high,50,30.00,left,1478701853.061883
low,6,8.00,right,1478701854.354823
low,108,59.00,left,1478701855.919399
low,71,40.50,left,1478701857.539225
mid,32,21.00,left,1478701859.265107
mid,119,64.50,left,1478701860.353373
low,42,26.00,right,1478701861.959338
high,14,12.00,right,1478701863.701345
mid,38,24.00,right,1478701865.211929
mid,53,31.50,right,1478701866.886780
high,76,43.00,left,1478701868.058210
high,60,35.00,left,1478701869.609256
mid,76,43.00,left,1478701870.983421
mid,107,58.50,left,1478701872.302944
low,82,46.00,left,1478701874.072124
low,4,7.00,right,1478701875.351009
mid,82,46.00,left,1478701877.024860
high,25,17.50,left,1478701878.588221
high,75,42.50,left,1478701879.881126
high,77,43.50,left,1478701881.446120
mid,109,59.50,left,1478701882.806267
low,13,11.50,right,1478701884.587592
high,57,33.50,left,1478701885.921385
low,62,36.00,right,1478701887.528088
high,108,59.00,left,1478701888.684978
low,28,19.00,right,1478701890.220831
mid,59,34.50,right,1478701891.908741
high,83,46.50,left,1478701893.215205
low,11,10.50,right,1478701894.658283
mid,105,57.50,left,1478701896.101314
high,20,15.00,right,1478701897.897802
high,95,52.50,left,1478701899.271134
low,32,21.00,right,1478701900.863394
low,97,53.50,left,1478701902.563256
mid,15,12.50,right,1478701903.884555
mid,103,56.50,left,1478701905.367735
mid,26,18.00,right,1478701906.987563
high,118,64.00,left,1478701908.403426
mid,18,14.00,right,1478701909.818564
high,105,57.50,left,1478701911.383494
low,29,19.50,right,1478701912.797482
high,40,25.00,left,1478701914.374855
low,99,54.50,left,1478701915.966759
low,89,49.50,left,1478701917.477418
low,56,33.00,left,1478701919.001653
high,72,41.00,left,1478701920.620370
mid,86,48.00,left,1478701922.116883
mid,2,6.00,right,1478701923.490955
low,77,43.50,left,1478701924.973831
low,86,48.00,left,1478701926.457697
low,59,34.50,left,1478701927.982025
high,88,49.00,left,1478701929.533848
high,27,18.50,left,1478701931.099340
low,96,53.00,left,1478701932.638174
mid,83,46.50,left,1478701934.189057
mid,5,7.50,right,1478701935.454334
