object,stimulus,angle,response,time
mid,103,56.50,right,1487338557.141393
high,12,11.00,left,1487338558.557798
high,4,7.00,left,1487338560.028576
mid,64,37.00,right,1487338561.566926
high,52,31.00,right,1487338563.010035
low,86,48.00,right,1487338564.480260
low,92,51.00,right,1487338565.922927
mid,31,20.50,left,1487338567.461296
low,65,37.50,right,1487338568.999717
mid,51,30.50,right,1487338570.537459
low,69,39.50,right,1487338572.103532
high,0,5.00,left,1487338573.586662
mid,21,15.50,right,1487338575.166531
low,30,20.00,left,1487338576.541332
low,78,44.00,right,1487338578.039052
low,104,57.00,right,1487338579.387165
high,72,41.00,right,1487338580.953646
high,115,62.50,right,1487338582.369446
mid,90,50.00,right,1487338583.785579
mid,25,17.50,left,1487338585.295942
low,72,41.00,left,1487338586.956937
mid,22,16.00,left,1487338588.549267
high,64,37.00,right,1487338590.005639
high,89,49.50,right,1487338591.394015
high,105,57.50,right,1487338592.795932
mid,73,41.50,right,1487338594.646766
mid,30,20.00,left,1487338595.790007
low,90,50.00,right,1487338597.382571
low,40,25.00,left,1487338598.839360
mid,4,7.00,left,1487338600.390918
high,56,33.00,right,1487338601.969557
low,105,57.50,right,1487338603.535303
high,43,26.50,left,1487338605.114507
high,63,36.50,right,1487338606.476340
mid,3,6.50,left,1487338608.001950
low,22,16.00,left,1487338609.445217
mid,114,62.00,right,1487338610.765788
mid,59,34.50,right,1487338612.262611
low,19,14.50,left,1487338613.759514
high,99,54.50,right,1487338615.366218
high,33,21.50,right,1487338617.258424
low,34,22.00,left,1487338618.470425
high,90,50.00,right,1487338619.967999
mid,44,27.00,left,1487338621.642563
low,113,61.50,right,1487338623.139269
high,20,15.00,left,1487338624.556117
mid,105,57.50,right,1487338626.054596
low,41,25.50,left,1487338627.620563
low,85,47.50,right,1487338629.035417
low,59,34.50,right,1487338630.587760
mid,10,10.00,left,1487338631.990110
high,91,50.50,right,1487338633.459718
low,84,47.00,right,1487338634.807938
high,97,53.50,right,1487338636.319827
mid,28,19.00,left,1487338637.968144
high,96,53.00,right,1487338639.343465
high,65,37.50,right,1487338640.922830
low,9,9.50,left,1487338642.392049
mid,41,25.50,right,1487338644.065633
mid,53,31.50,right,1487338645.630387
high,78,44.00,right,1487338647.181183
low,71,40.50,left,1487338648.827710
high,85,47.50,right,1487338650.162044
low,28,19.00,left,1487338651.769301
low,15,12.50,left,1487338653.389518
mid,23,16.50,right,1487338654.982836
high,35,22.50,left,1487338656.384449
low,25,17.50,left,1487338657.909319
mid,98,54.00,right,1487338659.270647
high,31,20.50,left,1487338660.645061
mid,19,14.50,left,1487338662.170075
mid,6,8.00,left,1487338663.707905
low,49,29.50,right,1487338665.164436
low,8,9.00,left,1487338666.593210
mid,86,48.00,right,1487338668.321523
mid,57,33.50,right,1487338669.913741
low,67,38.50,right,1487338671.465833
high,87,48.50,right,1487338673.045889
low,56,33.00,right,1487338674.366155
mid,18,14.00,right,1487338675.795653
high,23,16.50,right,1487338677.266158
high,8,9.00,left,1487338678.736897
high,60,35.00,right,1487338680.138793
mid,85,47.50,right,1487338681.745279
low,74,42.00,right,1487338683.120806
mid,7,8.50,left,1487338684.740148
high,5,7.50,left,1487338686.196483
high,26,18.00,left,1487338687.503209
mid,96,53.00,right,1487338689.014002
high,80,45.00,right,1487338690.457462
mid,65,37.50,right,1487338692.145453
low,52,31.00,right,1487338693.587561
mid,9,9.50,left,1487338695.111565
low,103,56.50,right,1487338696.608787
high,51,30.50,right,1487338698.147042
low,94,52.00,right,1487338699.480585
high,14,12.00,left,1487338701.223686
mid,108,59.00,right,1487338702.446936
low,42,26.00,left,1487338704.135039
low,118,64.00,right,1487338705.386977
mid,36,23.00,right,1487338707.006934
high,59,34.50,right,1487338708.434915
mid,14,12.00,left,1487338709.999816
high,57,33.50,right,1487338711.538490
low,77,43.50,right,1487338713.009227
high,104,57.00,right,1487338714.384037
low,16,13.00,left,1487338715.976528
mid,40,25.00,left,1487338717.664261
mid,101,55.50,right,1487338718.862936
low,53,31.50,right,1487338720.441770
low,33,21.50,left,1487338721.883984
high,118,64.00,right,1487338723.326854
low,101,55.50,right,1487338724.850868
mid,118,64.00,right,1487338726.525872
high,110,60.00,right,1487338727.942105
high,32,21.00,right,1487338729.494653
high,114,62.00,right,1487338730.991409
mid,81,45.50,right,1487338732.611598
mid,113,61.50,right,1487338734.067982
low,66,38.00,right,1487338735.620324
mid,82,46.00,right,1487338769.480907
mid,115,62.50,right,1487338770.815261
high,37,23.50,right,1487338772.326655
mid,97,53.50,right,1487338773.660636
low,82,46.00,right,1487338775.225760
low,31,20.50,left,1487338776.587064
low,43,26.50,left,1487338778.084378
mid,94,52.00,right,1487338779.568008
high,15,12.50,left,1487338780.902630
low,73,41.50,right,1487338782.372312
high,47,28.50,right,1487338783.978037
high,30,20.00,left,1487338785.447974
mid,72,41.00,right,1487338786.945665
high,84,47.00,right,1487338788.470478
low,64,37.00,left,1487338790.009233
high,24,17.00,left,1487338791.574963
mid,8,9.00,left,1487338793.126299
low,97,53.50,right,1487338794.596192
low,18,14.00,left,1487338796.066127
mid,56,33.00,right,1487338797.577458
low,83,46.50,right,1487338799.156578
high,76,43.00,right,1487338800.559138
mid,16,13.00,left,1487338801.975465
high,39,24.50,left,1487338803.513590
mid,43,26.50,left,1487338805.024842
mid,2,6.00,left,1487338806.481777
low,63,36.50,right,1487338807.937750
mid,75,42.50,right,1487338809.625395
high,50,30.00,right,1487338810.823356
mid,74,42.00,right,1487338812.443690
high,88,49.00,right,1487338813.805647
low,4,7.00,left,1487338815.549146
low,106,58.00,right,1487338816.855968
low,70,40.00,right,1487338818.558007
high,2,6.00,left,1487338819.959752
high,9,9.50,left,1487338821.566234
low,54,32.00,left,1487338823.022940
mid,60,35.00,right,1487338824.806799
mid,15,12.50,left,1487338825.909774
high,13,11.50,left,1487338827.475185
high,77,43.50,right,1487338829.231237
low,111,60.50,right,1487338830.469760
mid,5,7.50,left,1487338831.803954
mid,68,39.00,right,1487338833.205857
low,48,29.00,right,1487338834.716311
low,2,6.00,left,1487338836.036918
high,92,51.00,right,1487338837.575925
high,67,38.50,right,1487338838.992453
high,93,51.50,right,1487338840.462663
low,6,8.00,left,1487338841.838319
low,36,23.00,left,1487338843.431327
mid,84,47.00,right,1487338844.970220
low,14,12.00,left,1487338846.440915
mid,107,58.50,right,1487338847.870322
high,22,16.00,left,1487338849.328243
mid,58,34.00,right,1487338851.057178
mid,109,59.50,right,1487338852.418731
high,40,25.00,left,1487338853.889736
low,107,58.50,right,1487338855.387758
high,70,40.00,left,1487338857.076180
mid,62,36.00,left,1487338858.682773
mid,54,32.00,left,1487338860.098185
low,80,45.00,right,1487338861.486354
high,29,19.50,left,1487338862.942998
high,83,46.50,right,1487338864.521009
high,54,32.00,left,1487338865.949371
low,110,60.00,right,1487338867.432809
high,103,56.50,right,1487338869.189216
mid,79,44.50,right,1487338870.428188
low,102,56.00,right,1487338871.640256
low,20,15.00,left,1487338873.124048
mid,100,55.00,right,1487338874.648642
mid,92,51.00,right,1487338876.268644
low,109,59.50,right,1487338877.780462
mid,48,29.00,left,1487338879.250954
low,1,5.50,left,1487338881.020754
mid,46,28.00,left,1487338882.504990
high,69,39.50,left,1487338884.029998
mid,104,57.00,right,1487338885.459452
high,66,38.00,right,1487338887.297580
high,86,48.00,right,1487338888.618078
high,113,61.50,right,1487338890.007008
low,117,63.50,right,1487338891.735039
low,0,5.00,left,1487338892.946847
mid,106,58.00,right,1487338894.308707
mid,12,11.00,left,1487338895.928359
high,58,34.00,right,1487338897.453037
mid,67,38.50,right,1487338898.991979
high,44,27.00,left,1487338900.585387
high,17,13.50,left,1487338902.083055
high,3,6.50,left,1487338903.470941
low,57,33.50,right,1487338905.131792
low,62,36.00,right,1487338906.616017
low,55,32.50,right,1487338908.058950
mid,34,22.00,left,1487338909.611537
low,58,34.00,right,1487338911.095204
low,11,10.50,left,1487338912.538458
high,10,10.00,left,1487338914.063964
mid,112,61.00,right,1487338915.547646
high,112,61.00,right,1487338916.895819
low,50,30.00,right,1487338918.406161
high,79,44.50,right,1487338919.863637
low,21,15.50,left,1487338921.429555
high,16,13.00,left,1487338922.968804
mid,80,45.00,right,1487338924.480076
low,119,64.50,right,1487338925.991062
mid,1,5.50,left,1487338927.448019
mid,69,39.50,right,1487338928.918775
mid,39,24.50,left,1487338930.361798
high,41,25.50,left,1487338931.982458
low,5,7.50,left,1487338933.507661
high,71,40.50,right,1487338934.923783
low,12,11.00,left,1487338936.408093
mid,91,50.50,right,1487338937.960579
mid,119,64.50,right,1487338939.757965
mid,89,49.50,right,1487338941.065649
low,91,50.50,right,1487338942.808107
low,39,24.50,left,1487338944.332891
high,11,10.50,left,1487338946.006983
high,74,42.00,right,1487338947.492563
low,23,16.50,left,1487338981.009349
high,98,54.00,right,1487338982.139665
mid,13,11.50,left,1487338983.636827
mid,102,56.00,NA,0.000000
high,6,8.00,left,1487338986.821598
low,93,51.50,right,1487338988.237209
mid,93,51.50,right,1487338989.734753
high,81,45.50,right,1487338991.163901
high,18,14.00,left,1487338992.770744
low,3,6.50,left,1487338994.254059
low,114,62.00,right,1487338995.669572
mid,61,35.50,right,1487338997.194709
mid,77,43.50,right,1487338998.678185
mid,17,13.50,left,1487339000.298176
mid,26,18.00,left,1487339001.891212
high,102,56.00,right,1487339003.239407
high,109,59.50,right,1487339004.696069
mid,52,31.00,left,1487339006.424485
high,36,23.00,right,1487339007.894548
low,29,19.50,right,1487339009.636691
low,88,49.00,right,1487339011.093192
low,26,18.00,left,1487339012.712858
high,119,64.50,right,1487339013.938463
low,38,24.00,left,1487339015.557545
mid,38,24.00,right,1487339017.341011
mid,71,40.50,right,1487339018.728354
high,19,14.50,left,1487339019.911978
low,108,59.00,right,1487339021.232476
high,55,32.50,left,1487339022.907398
low,24,17.00,left,1487339024.704417
high,7,8.50,left,1487339026.079865
mid,33,21.50,left,1487339027.659034
low,112,61.00,right,1487339028.870765
low,75,42.50,right,1487339030.381689
high,100,55.00,right,1487339031.606659
mid,70,40.00,right,1487339033.145595
low,61,35.50,right,1487339034.670469
low,79,44.50,right,1487339036.330411
high,106,58.00,right,1487339037.827880
low,116,63.00,right,1487339039.257180
mid,49,29.50,right,1487339040.823155
mid,37,23.50,right,1487339042.497238
high,108,59.00,right,1487339043.817849
high,25,17.50,left,1487339045.314702
low,81,45.50,right,1487339046.743744
mid,95,52.50,right,1487339048.187241
mid,11,10.50,left,1487339049.602352
high,116,63.00,right,1487339051.262808
high,53,31.50,right,1487339052.978417
mid,78,44.00,right,1487339054.448475
low,10,10.00,left,1487339055.918246
high,38,24.00,right,1487339057.715135
mid,111,60.50,right,1487339059.129908
mid,88,49.00,right,1487339060.504844
low,89,49.50,right,1487339062.043422
low,76,43.00,right,1487339063.418425
low,7,8.50,left,1487339064.793637
high,48,29.00,left,1487339066.861822
mid,24,17.00,left,1487339068.115059
high,95,52.50,right,1487339069.327252
high,1,5.50,left,1487339070.674906
mid,29,19.50,left,1487339072.294779
high,61,35.50,right,1487339073.751191
low,27,18.50,left,1487339075.316964
low,96,53.00,right,1487339076.665245
high,75,42.50,right,1487339078.176425
low,32,21.00,left,1487339079.645706
mid,20,15.00,left,1487339081.197759
high,68,39.00,right,1487339082.844996
mid,27,18.50,right,1487339084.138271
low,87,48.50,right,1487339085.948577
mid,63,36.50,right,1487339087.146171
high,94,52.00,right,1487339088.412834
high,107,58.50,right,1487339090.060257
low,115,62.50,right,1487339091.380463
mid,42,26.00,right,1487339093.149803
mid,55,32.50,right,1487339094.225533
mid,35,22.50,right,1487339095.627726
high,21,15.50,right,1487339097.274333
low,13,11.50,left,1487339098.798507
low,60,35.00,right,1487339100.255485
mid,110,60.00,right,1487339101.861812
low,37,23.50,left,1487339103.372345
high,45,27.50,right,1487339105.031955
high,62,36.00,right,1487339106.461616
high,111,60.50,right,1487339107.904801
low,44,27.00,left,1487339109.538163
low,100,55.00,right,1487339110.926703
high,46,28.00,right,1487339112.314299
low,47,28.50,left,1487339113.893110
mid,99,54.50,right,1487339115.296076
mid,66,38.00,right,1487339116.834103
mid,76,43.00,right,1487339118.330976
high,34,22.00,left,1487339119.801359
low,46,28.00,left,1487339121.203688
mid,0,5.00,left,1487339122.755564
low,68,39.00,right,1487339124.185412
high,49,29.50,left,1487339125.601920
mid,87,48.50,right,1487339127.167628
high,82,46.00,right,1487339128.828754
mid,50,30.00,right,1487339130.271788
low,35,22.50,left,1487339131.837130
mid,116,63.00,right,1487339133.225127
low,51,30.50,right,1487339134.775712
mid,45,27.50,right,1487339136.232210
high,73,41.50,right,1487339137.865499
high,117,63.50,right,1487339139.309174
low,95,52.50,right,1487339141.022568
mid,47,28.50,right,1487339142.492667
high,101,55.50,right,1487339144.207573
low,98,54.00,right,1487339145.227924
mid,83,46.50,right,1487339146.671427
low,17,13.50,left,1487339148.005979
low,45,27.50,left,1487339149.517362
high,27,18.50,left,1487339151.041835
mid,32,21.00,left,1487339152.879413
high,42,26.00,left,1487339154.594390
low,99,54.50,right,1487339155.833745
mid,117,63.50,right,1487339157.725919
high,28,19.00,right,1487339159.059953
