object,stimulus,angle,response,time
mid,16,18.00,right,1467635880.128258
low,25,22.50,left,1467635881.595484
mid,74,47.00,right,1467635883.020224
high,7,13.50,left,1467635884.585392
high,20,20.00,left,1467635886.093014
high,81,50.50,right,1467635887.518910
high,108,64.00,right,1467635889.067073
low,98,59.00,right,1467635890.561718
mid,35,27.50,left,1467635892.124138
low,10,15.00,left,1467635893.590285
mid,117,68.50,right,1467635895.085207
low,114,67.00,right,1467635896.538364
mid,2,11.00,left,1467635898.046864
high,66,43.00,right,1467635899.568515
mid,115,67.50,right,1467635901.049966
low,32,26.00,left,1467635902.502807
low,90,55.00,right,1467635903.997214
mid,5,12.50,left,1467635905.491962
high,30,25.00,right,1467635907.206548
high,61,40.50,right,1467635908.480223
low,39,29.50,left,1467635910.083414
low,117,68.50,right,1467635911.508297
high,11,15.50,left,1467635913.138732
mid,48,34.00,right,1467635914.713836
high,26,23.00,left,1467635916.070827
mid,22,21.00,left,1467635917.618496
mid,118,69.00,right,1467635919.016820
high,70,45.00,right,1467635920.581556
mid,100,60.00,right,1467635922.092958
low,68,44.00,right,1467635923.642684
high,36,28.00,right,1467635925.150354
low,119,69.50,right,1467635926.549388
low,109,64.50,right,1467635928.045398
low,14,17.00,left,1467635929.568718
mid,9,14.50,left,1467635931.009362
high,31,25.50,right,1467635932.833841
low,59,39.50,right,1467635934.079990
low,96,58.00,right,1467635935.545549
high,67,43.50,right,1467635937.079321
high,29,24.50,right,1467635938.764331
mid,55,37.50,right,1467635940.012881
high,5,12.50,left,1467635941.573644
mid,89,54.50,right,1467635943.000541
mid,68,44.00,right,1467635944.536860
mid,65,42.50,right,1467635946.101586
high,21,20.50,right,1467635947.721233
low,4,12.00,left,1467635949.078019
low,12,16.00,left,1467635950.613869
mid,103,61.50,right,1467635952.052838
high,52,36.00,right,1467635953.657272
low,51,35.50,right,1467635955.166615
low,55,37.50,right,1467635956.579047
mid,50,35.00,right,1467635958.113615
low,113,66.50,right,1467635959.619776
low,111,65.50,right,1467635961.112487
mid,61,40.50,right,1467635962.511971
high,54,37.00,right,1467635964.034371
mid,99,59.50,right,1467635965.596319
high,115,67.50,right,1467635967.035964
high,105,62.50,right,1467635968.516376
high,94,57.00,right,1467635970.134911
low,63,41.50,right,1467635971.599604
mid,43,31.50,right,1467635973.256419
mid,64,42.00,right,1467635974.668035
high,74,47.00,right,1467635976.079604
mid,39,29.50,right,1467635977.695890
low,56,38.00,right,1467635979.243811
mid,46,33.00,right,1467635980.739026
low,74,47.00,right,1467635982.179468
high,63,41.50,right,1467635983.673172
low,65,42.50,right,1467635985.263876
high,89,54.50,right,1467635986.552491
low,97,58.50,right,1467635988.211921
mid,92,56.00,right,1467635989.596714
high,77,48.50,right,1467635991.148097
high,1,10.50,left,1467635992.612541
low,104,62.00,right,1467635994.147520
low,75,47.50,right,1467635995.628064
high,56,38.00,right,1467635997.275938
mid,91,55.50,right,1467635998.564218
mid,38,29.00,left,1467636000.195685
low,89,54.50,right,1467636001.565548
high,114,67.00,right,1467636003.088026
mid,69,44.50,right,1467636004.693601
low,69,44.50,right,1467636006.244366
high,97,58.50,right,1467636007.600429
high,24,22.00,left,1467636009.190672
mid,110,65.00,right,1467636010.574834
mid,31,25.50,left,1467636012.260685
mid,34,27.00,left,1467636013.875874
low,15,17.50,left,1467636015.205228
high,47,33.50,right,1467636016.657764
high,14,17.00,left,1467636018.167576
low,58,39.00,right,1467636019.647790
low,1,10.50,left,1467636021.211106
mid,105,62.50,right,1467636022.708307
high,49,34.50,right,1467636024.105765
mid,52,36.00,right,1467636025.585905
mid,51,35.50,right,1467636027.094527
low,42,31.00,left,1467636028.849674
high,116,68.00,right,1467636030.140761
mid,44,32.00,right,1467636031.679400
mid,82,51.00,right,1467636033.203504
