object,stimulus,angle,response,time
low,115,62.50,right,1487060891.903047
mid,2,6.00,left,1487060893.358494
mid,41,25.50,left,1487060894.950807
mid,106,58.00,right,1487060896.175831
high,11,10.50,left,1487060897.700206
low,32,21.00,left,1487060899.332441
high,91,50.50,right,1487060900.625468
high,77,43.50,right,1487060902.272950
low,17,13.50,left,1487060903.608179
high,35,22.50,right,1487060905.186847
mid,112,61.00,right,1487060906.670189
low,42,26.00,left,1487060908.303800
mid,51,30.50,right,1487060910.237209
low,85,47.50,right,1487060911.217487
low,97,53.50,right,1487060912.646660
high,5,7.50,left,1487060914.266073
mid,44,27.00,right,1487060915.790887
low,83,46.50,right,1487060917.097260
mid,19,14.50,left,1487060918.568231
high,79,44.50,right,1487060919.984138
high,9,9.50,left,1487060921.630574
mid,113,61.50,right,1487060923.141281
high,62,36.00,right,1487060924.788891
low,64,37.00,left,1487060926.135356
high,66,38.00,right,1487060927.592188
mid,30,20.00,left,1487060929.375056
low,22,16.00,left,1487060930.858561
low,52,31.00,right,1487060932.137797
low,26,18.00,left,1487060933.851977
high,44,27.00,right,1487060935.144802
mid,109,59.50,right,1487060936.613868
mid,38,24.00,right,1487060938.573616
low,50,30.00,right,1487060939.594597
high,100,55.00,right,1487060940.997205
high,45,27.50,right,1487060942.671442
mid,47,28.50,right,1487060944.140999
low,104,57.00,right,1487060945.610603
low,76,43.00,right,1487060947.203048
mid,57,33.50,right,1487060948.726896
low,69,39.50,right,1487060950.074294
high,85,47.50,right,1487060951.680055
mid,34,22.00,right,1487060953.327156
high,41,25.50,right,1487060954.729316
mid,87,48.50,right,1487060956.281801
high,70,40.00,right,1487060957.874357
low,88,49.00,right,1487060959.344493
high,74,42.00,right,1487060960.637799
mid,8,9.00,left,1487060962.216518
mid,10,10.00,left,1487060963.468348
low,101,55.50,right,1487060964.992709
high,8,9.00,left,1487060966.367592
mid,90,50.00,right,1487060967.851035
mid,62,36.00,right,1487060969.471066
high,2,6.00,left,1487060971.077609
high,37,23.50,left,1487060972.697054
low,33,21.50,left,1487060974.249674
low,12,11.00,left,1487060975.719188
mid,84,47.00,right,1487060977.121780
high,48,29.00,right,1487060978.673350
low,92,51.00,right,1487060980.143159
low,43,26.50,right,1487060981.776422
high,69,39.50,right,1487060983.163952
high,61,35.50,right,1487060984.593601
mid,116,63.00,right,1487060986.023451
mid,91,50.50,right,1487060987.616233
low,4,7.00,left,1487060989.003411
high,107,58.50,right,1487060990.555204
mid,28,19.00,left,1487060991.957813
low,41,25.50,left,1487060993.522793
low,71,40.50,left,1487060995.224854
