stimulus,angle,response,time
67,3.50,right,1468833792.288425
21,-19.50,left,1468833799.337944
63,1.50,left,1468833801.049918
101,20.50,right,1468833802.185980
4,-28.00,left,1468833803.693302
64,2.00,right,1468833805.049611
85,12.50,right,1468833806.665902
113,26.50,right,1468833808.187131
112,26.00,right,1468833809.611720
34,-13.00,left,1468833811.106064
24,-18.00,left,1468833812.818344
48,-6.00,right,1468833814.284401
53,-3.50,left,1468833815.736437
7,-26.50,left,1468833817.257143
111,25.50,right,1468833818.860690
22,-19.00,left,1468833820.272054
18,-21.00,left,1468833821.985549
26,-17.00,left,1468833823.478922
107,23.50,right,1468833825.014583
78,9.00,left,1468833826.507166
91,15.50,right,1468833828.027565
37,-11.50,right,1468833829.547472
86,13.00,right,1468833831.191149
102,21.00,right,1468833832.575192
88,14.00,right,1468833834.066884
110,25.00,right,1468833835.408762
72,6.00,right,1468833836.846951
31,-14.50,left,1468833838.463508
27,-16.50,left,1468833839.848526
77,8.50,right,1468833841.368009
74,7.00,right,1468833842.888721
17,-21.50,left,1468833844.587687
66,3.00,right,1468833845.862326
81,10.50,right,1468833847.382393
40,-10.00,left,1468833849.028229
114,27.00,right,1468833850.356608
35,-12.50,left,1468833851.809174
115,27.50,right,1468833853.206181
83,11.50,right,1468833854.932519
59,-0.50,right,1468833856.466296
16,-22.00,left,1468833857.862900
44,-8.00,right,1468833859.521031
3,-28.50,left,1468833860.753778
106,23.00,right,1468833862.262053
76,8.00,right,1468833863.631274
105,22.50,right,1468833865.152264
89,14.50,right,1468833866.727725
29,-15.50,left,1468833868.275261
19,-20.50,left,1468833869.768016
46,-7.00,left,1468833871.384155
68,4.00,right,1468833872.700593
49,-5.50,left,1468833874.399028
45,-7.50,left,1468833875.770060
54,-3.00,left,1468833877.468592
43,-8.50,left,1468833878.853976
108,24.00,right,1468833880.389962
62,1.00,left,1468833881.913150
65,2.50,right,1468833883.421377
94,17.00,right,1468833884.890171
20,-20.00,left,1468833886.480124
96,18.00,left,1468833887.932597
82,11.00,right,1468833889.398768
12,-24.00,left,1468833890.975481
39,-10.50,left,1468833892.387162
2,-29.00,left,1468833893.921386
36,-12.00,left,1468833895.401688
52,-4.00,left,1468833896.730388
33,-13.50,left,1468833898.265039
41,-9.50,left,1468833899.909521
14,-23.00,left,1468833901.402456
69,4.50,right,1468833903.031985
70,5.00,right,1468833904.509344
30,-15.00,left,1468833906.248890
73,6.50,right,1468833907.564067
100,20.00,right,1468833908.962609
23,-18.50,left,1468833910.483056
25,-17.50,left,1468833912.016317
50,-5.00,left,1468833913.523048
55,-2.50,left,1468833914.836565
92,16.00,right,1468833916.453923
90,15.00,right,1468833917.740332
15,-22.50,left,1468833919.328975
47,-6.50,left,1468833920.850032
5,-27.50,left,1468833922.221857
56,-2.00,left,1468833923.689261
71,5.50,right,1468833925.307574
119,29.50,right,1468833926.678663
109,24.50,right,1468833928.075543
98,19.00,right,1468833929.610391
9,-25.50,left,1468833931.104656
10,-25.00,left,1468833932.476140
0,-30.00,left,1468833933.916537
80,10.00,left,1468833935.395552
116,28.00,right,1468833937.176852
11,-24.50,left,1468833938.657916
95,17.50,right,1468833939.987325
75,7.50,left,1468833941.630928
13,-23.50,left,1468833943.274282
60,0.00,left,1468833944.836219
32,-14.00,left,1468833946.205904
104,22.00,right,1468833947.616181
58,-1.00,right,1468833949.286785
93,16.50,right,1468833950.629394
117,28.50,right,1468833952.177897
61,0.50,right,1468833953.741054
6,-27.00,left,1468833955.152851
51,-4.50,left,1468833956.538366
97,18.50,right,1468833958.127903
28,-16.00,left,1468833959.621537
42,-9.00,left,1468833961.222948
99,19.50,right,1468833962.691191
79,9.50,right,1468833964.268601
103,21.50,right,1468833965.747907
84,12.00,right,1468833967.201499
87,13.50,right,1468833968.682532
118,29.00,right,1468833970.109233
1,-29.50,left,1468833971.738925
38,-11.00,left,1468833973.246372
8,-26.00,left,1468833974.589113
57,-1.50,left,1468833976.204691
