object,obj.idx,table,tab.idx,time
high,92,hor,60,1486734646.993934
low,78,hor,60,1486734648.482970
high,37,hor,60,1486734649.972319
low,90,hor,60,1486734651.556334
mid,99,hor,60,1486734653.144533
high,95,hor,60,1486734654.697590
low,4,hor,60,1486734656.287348
mid,74,hor,60,1486734657.713716
mid,105,hor,60,1486734659.170004
low,63,hor,60,1486734660.624431
mid,46,hor,60,1486734662.114680
high,112,hor,60,1486734663.632499
mid,111,hor,60,1486734665.122936
low,22,hor,60,1486734666.616558
low,41,hor,60,1486734668.102362
high,11,hor,60,1486734669.525932
high,119,hor,60,1486734670.915140
mid,66,hor,60,1486734672.438811
low,14,hor,60,1486734673.995437
low,82,hor,60,1486734675.548591
high,83,hor,60,1486734677.101880
mid,32,hor,60,1486734678.589120
mid,94,hor,60,1486734680.041762
high,101,hor,60,1486734681.532471
low,80,hor,60,1486734683.056291
mid,118,hor,60,1486734684.511262
low,52,hor,60,1486734685.967569
mid,85,hor,60,1486734687.489423
mid,36,hor,60,1486734689.011522
mid,117,hor,60,1486734690.533965
high,55,hor,60,1486734691.990104
high,82,hor,60,1486734693.477716
high,99,hor,60,1486734694.928923
high,103,hor,60,1486734696.418812
low,103,hor,60,1486734697.972316
low,6,hor,60,1486734699.462581
high,111,hor,60,1486734701.052855
mid,67,hor,60,1486734702.576589
high,13,hor,60,1486734704.031434
high,61,hor,60,1486734705.555059
low,117,hor,60,1486734707.110052
mid,51,hor,60,1486734708.564899
mid,98,hor,60,1486734710.026458
low,40,hor,60,1486734711.520158
high,89,hor,60,1486734712.941491
low,81,hor,60,1486734714.430384
low,114,hor,60,1486734715.860109
mid,9,hor,60,1486734717.283296
mid,37,hor,60,1486734718.803813
low,8,hor,60,1486734720.292699
low,16,hor,60,1486734721.781380
mid,68,hor,60,1486734723.203659
low,24,hor,60,1486734724.757444
high,32,hor,60,1486734726.178128
mid,53,hor,60,1486734727.696752
mid,38,hor,60,1486734729.250480
high,10,hor,60,1486734730.805159
high,67,hor,60,1486734732.291778
low,31,hor,60,1486734733.815707
high,56,hor,60,1486734735.239640
low,51,hor,60,1486734736.791051
low,70,hor,60,1486734738.248255
high,110,hor,60,1486734739.704968
high,105,hor,60,1486734741.126573
mid,3,hor,60,1486734742.582874
mid,58,hor,60,1486734744.173016
high,47,hor,60,1486734745.600635
low,108,hor,60,1486734746.992316
