object,stimulus,angle,response,time
high,12,11.00,left,1479305124.890027
high,115,62.50,right,1479305126.020401
high,91,50.50,right,1479305127.612922
high,53,31.50,right,1479305129.259783
high,82,46.00,right,1479305130.607693
high,107,58.50,right,1479305131.969010
high,58,34.00,right,1479305133.819942
high,66,38.00,right,1479305135.194733
high,71,40.50,right,1479305136.460409
high,104,57.00,right,1479305137.930246
high,98,54.00,right,1479305139.427358
high,54,32.00,right,1479305141.197524
high,11,10.50,left,1479305142.462756
high,13,11.50,left,1479305143.796907
high,1,5.50,left,1479305145.442753
high,83,46.50,right,1479305146.858138
high,105,57.50,right,1479305148.640644
high,30,20.00,left,1479305150.655631
high,103,56.50,right,1479305151.418350
high,14,12.00,left,1479305153.174916
high,72,41.00,right,1479305154.400193
high,39,24.50,left,1479305156.128807
high,92,51.00,right,1479305157.587205
high,56,33.00,right,1479305158.989459
high,90,50.00,right,1479305160.541423
high,48,29.00,right,1479305162.175215
high,112,61.00,right,1479305163.522870
high,17,13.50,left,1479305165.033296
high,6,8.00,left,1479305166.653538
high,32,21.00,left,1479305168.314423
high,22,16.00,left,1479305169.905862
high,86,48.00,right,1479305171.363239
high,94,52.00,right,1479305172.751012
high,61,35.50,right,1479305174.303404
high,34,22.00,right,1479305176.305370
high,97,53.50,right,1479305177.394956
high,81,45.50,right,1479305178.783759
high,57,33.50,right,1479305180.812135
high,100,55.00,right,1479305181.914248
high,111,60.50,right,1479305183.289457
high,93,51.50,right,1479305184.950271
high,55,32.50,right,1479305186.788258
high,16,13.00,left,1479305187.890824
high,20,15.00,left,1479305189.701095
high,27,18.50,left,1479305191.307163
high,49,29.50,left,1479305192.695432
high,42,26.00,left,1479305194.057423
high,28,19.00,left,1479305195.541216
high,62,36.00,right,1479305197.610790
high,78,44.00,right,1479305198.876812
high,99,54.50,right,1479305200.305325
high,23,16.50,left,1479305201.952923
high,77,43.50,right,1479305203.436567
high,40,25.00,right,1479305205.301862
high,79,44.50,right,1479305206.241595
high,89,49.50,right,1479305207.807145
high,8,9.00,left,1479305209.385964
high,65,37.50,right,1479305210.882792
high,2,6.00,left,1479305212.476143
high,68,39.00,right,1479305213.905095
high,80,45.00,right,1479305215.280681
high,26,18.00,left,1479305217.404092
high,33,21.50,left,1479305218.301977
high,96,53.00,right,1479305219.718257
high,15,12.50,left,1479305221.378666
high,73,41.50,right,1479305222.902587
high,0,5.00,left,1479305224.399908
high,85,47.50,right,1479305225.775678
high,84,47.00,right,1479305227.273144
high,60,35.00,right,1479305228.893645
high,25,17.50,left,1479305230.812081
high,50,30.00,right,1479305232.406264
high,116,63.00,right,1479305233.467903
high,21,15.50,left,1479305235.400575
high,108,59.00,right,1479305236.489051
high,87,48.50,right,1479305237.918929
high,101,55.50,right,1479305239.458020
high,59,34.50,right,1479305241.145790
high,41,25.50,right,1479305242.792267
high,63,36.50,right,1479305243.948691
high,35,22.50,left,1479305245.201790
high,19,14.50,left,1479305247.189295
high,95,52.50,right,1479305248.482314
high,67,38.50,right,1479305250.047273
high,76,43.00,right,1479305251.708718
high,4,7.00,left,1479305253.179183
high,31,20.50,left,1479305254.757690
high,88,49.00,right,1479305256.144943
high,29,19.50,left,1479305258.268201
high,7,8.50,left,1479305259.207936
high,75,42.50,right,1479305260.773616
high,9,9.50,left,1479305262.339402
high,74,42.00,right,1479305263.822572
high,24,17.00,right,1479305265.877374
high,52,31.00,right,1479305266.979806
high,10,10.00,left,1479305268.571943
high,3,6.50,left,1479305269.960430
high,119,64.50,right,1479305271.457325
high,118,64.00,right,1479305273.036101
high,106,58.00,right,1479305274.411364
high,70,40.00,right,1479305276.126018
high,109,59.50,right,1479305277.514834
high,36,23.00,right,1479305279.557468
high,37,23.50,right,1479305281.421339
high,45,27.50,right,1479305282.332430
high,51,30.50,right,1479305283.653185
high,5,7.50,left,1479305284.973425
high,114,62.00,right,1479305286.348406
high,44,27.00,left,1479305288.335473
high,102,56.00,right,1479305289.397606
high,64,37.00,right,1479305290.921974
high,38,24.00,left,1479305292.853855
high,110,60.00,right,1479305293.875197
high,69,39.50,right,1479305295.454861
high,47,28.50,right,1479305297.238419
high,18,14.00,left,1479305298.558198
high,46,28.00,right,1479305300.124196
high,113,61.50,right,1479305301.376736
high,117,63.50,right,1479305302.750897
high,43,26.50,right,1479305304.479718
