object,stimulus,angle,response,time
low,20,15.00,left,1487169080.262545
high,69,39.50,right,1487169081.555680
low,37,23.50,left,1487169083.080621
mid,82,46.00,right,1487169085.136681
high,9,9.50,left,1487169086.389643
high,35,22.50,left,1487169087.886727
high,2,6.00,left,1487169089.260927
low,16,13.00,left,1487169090.786145
mid,100,55.00,right,1487169092.269450
mid,72,41.00,right,1487169093.861680
low,38,24.00,left,1487169095.236760
mid,40,25.00,left,1487169096.665439
low,39,24.50,left,1487169098.068484
mid,1,5.50,left,1487169099.430274
mid,57,33.50,left,1487169101.445400
low,94,52.00,right,1487169102.779751
high,103,56.50,right,1487169104.004741
high,64,37.00,right,1487169105.488551
mid,36,23.00,left,1487169106.917956
high,67,38.50,right,1487169108.716209
mid,85,47.50,right,1487169110.076978
low,28,19.00,left,1487169111.668949
high,42,26.00,left,1487169113.261653
low,26,18.00,left,1487169114.500652
mid,86,48.00,right,1487169116.106511
high,89,49.50,right,1487169117.576161
low,106,58.00,right,1487169119.208823
high,25,17.50,left,1487169120.543300
high,12,11.00,left,1487169122.040810
mid,33,21.50,left,1487169123.415399
low,44,27.00,left,1487169125.034738
low,23,16.50,left,1487169126.450562
low,65,37.50,left,1487169128.151140
mid,55,32.50,left,1487169129.539848
high,117,63.50,right,1487169130.900026
mid,104,57.00,right,1487169132.356518
high,8,9.00,left,1487169134.030632
high,106,58.00,right,1487169135.432416
low,45,27.50,left,1487169136.915530
mid,66,38.00,left,1487169138.998035
low,4,7.00,left,1487169140.046706
mid,115,62.50,right,1487169141.326419
mid,91,50.50,right,1487169143.313869
high,92,51.00,right,1487169144.674647
mid,61,35.50,right,1487169146.063350
low,34,22.00,left,1487169147.383689
low,53,31.50,left,1487169148.921170
high,109,59.50,right,1487169150.309901
low,110,60.00,right,1487169151.738795
mid,109,59.50,right,1487169153.140737
mid,47,28.50,left,1487169154.802149
mid,77,43.50,right,1487169156.312617
low,103,56.50,right,1487169157.661453
low,35,22.50,left,1487169159.267467
high,94,52.00,right,1487169160.724250
high,17,13.50,left,1487169162.249104
high,43,26.50,left,1487169163.773542
mid,96,53.00,right,1487169165.229068
low,98,54.00,right,1487169166.739938
high,11,10.50,left,1487169168.155348
mid,46,28.00,left,1487169169.803914
mid,37,23.50,left,1487169171.110718
high,61,35.50,left,1487169172.485655
low,86,48.00,right,1487169174.023936
low,42,26.00,left,1487169175.658020
high,86,48.00,right,1487169177.168405
high,114,62.00,right,1487169178.733786
high,58,34.00,left,1487169180.354161
mid,87,48.50,right,1487169181.932350
mid,118,64.00,right,1487169183.170926
low,58,34.00,left,1487169184.709926
low,56,33.00,left,1487169186.112946
high,101,55.50,right,1487169187.541616
high,49,29.50,left,1487169189.011702
high,98,54.00,right,1487169190.386532
low,89,49.50,right,1487169191.979208
mid,8,9.00,left,1487169193.503411
mid,9,9.50,left,1487169195.000548
high,79,44.50,right,1487169196.348536
mid,94,52.00,right,1487169197.845694
low,67,38.50,left,1487169199.819660
mid,83,46.50,right,1487169201.003984
low,46,28.00,left,1487169202.405689
low,43,26.50,left,1487169203.889973
mid,78,44.00,left,1487169205.482496
high,19,14.50,left,1487169206.965949
mid,74,42.00,left,1487169208.844610
low,50,30.00,left,1487169210.083257
mid,3,6.50,left,1487169211.431022
mid,102,56.00,right,1487169213.023718
high,99,54.50,right,1487169214.507250
low,33,21.50,left,1487169215.950623
high,40,25.00,left,1487169217.625803
low,115,62.50,right,1487169219.014539
low,101,55.50,right,1487169220.579945
high,22,16.00,left,1487169222.049493
mid,15,12.50,left,1487169223.519043
high,48,29.00,left,1487169225.165958
high,76,43.00,left,1487169227.140114
high,88,49.00,right,1487169228.175098
high,93,51.50,right,1487169229.698957
low,92,51.00,right,1487169231.768358
mid,52,31.00,left,1487169232.748679
mid,98,54.00,right,1487169234.232774
mid,38,24.00,left,1487169235.634232
low,85,47.50,left,1487169237.853309
low,68,39.00,left,1487169238.969660
low,9,9.50,left,1487169240.275812
high,90,50.00,right,1487169241.785920
low,36,23.00,left,1487169243.255914
mid,106,58.00,right,1487169244.671492
high,111,60.50,right,1487169246.333204
high,21,15.50,left,1487169247.816029
low,96,53.00,right,1487169249.857050
mid,41,25.50,left,1487169250.782579
low,91,50.50,right,1487169252.741850
mid,4,7.00,left,1487169253.735392
mid,103,56.50,right,1487169255.303159
high,4,7.00,left,1487169256.732648
low,61,35.50,left,1487169258.311282
high,96,53.00,right,1487169292.254284
low,19,14.50,left,1487169293.478784
high,102,56.00,right,1487169294.949950
mid,29,19.50,left,1487169296.433101
mid,56,33.00,left,1487169298.079862
low,62,36.00,left,1487169299.726029
mid,117,63.50,right,1487169301.223233
