object,obj.idx,table,tab.idx,time
high,1,hor,60,1478684740.216873
high,8,hor,60,1478684741.807491
low,116,hor,60,1478684743.227487
mid,48,hor,60,1478684744.654008
low,48,hor,60,1478684746.212407
mid,78,hor,60,1478684747.738288
low,29,hor,60,1478684749.163698
low,108,hor,60,1478684750.720171
high,45,hor,60,1478684752.175612
mid,41,hor,60,1478684753.693060
high,100,hor,60,1478684755.217564
mid,28,hor,60,1478684756.610152
low,49,hor,60,1478684758.068069
mid,25,hor,60,1478684759.555319
low,7,hor,60,1478684760.980131
low,25,hor,60,1478684762.468263
high,33,hor,60,1478684764.025638
mid,89,hor,60,1478684765.515569
mid,69,hor,60,1478684766.936439
high,70,hor,60,1478684768.492454
high,77,hor,60,1478684770.012577
mid,6,hor,60,1478684771.433712
high,110,hor,60,1478684772.826272
low,119,hor,60,1478684774.249402
low,47,hor,60,1478684775.772662
mid,90,hor,60,1478684777.325594
low,32,hor,60,1478684778.886013
low,54,hor,60,1478684780.476653
mid,65,hor,60,1478684781.929790
high,6,hor,60,1478684783.419673
mid,1,hor,60,1478684784.908640
high,80,hor,60,1478684786.399805
high,15,hor,60,1478684787.822795
low,50,hor,60,1478684789.378265
high,13,hor,60,1478684790.832586
mid,61,hor,60,1478684792.320735
mid,5,hor,60,1478684793.745973
mid,42,hor,60,1478684795.299054
low,8,hor,60,1478684796.755920
low,98,hor,60,1478684798.310660
high,117,hor,60,1478684799.765628
low,9,hor,60,1478684801.320055
high,41,hor,60,1478684802.877464
high,42,hor,60,1478684804.464878
high,56,hor,60,1478684805.987160
low,105,hor,60,1478684807.577184
mid,11,hor,60,1478684809.129775
mid,111,hor,60,1478684810.553229
low,69,hor,60,1478684812.045812
high,103,hor,60,1478684813.566521
high,43,hor,60,1478684815.052612
low,53,hor,60,1478684816.575304
mid,3,hor,60,1478684817.998958
low,63,hor,60,1478684819.488529
mid,12,hor,60,1478684821.043626
mid,24,hor,60,1478684822.667115
low,102,hor,60,1478684824.091204
high,87,hor,60,1478684825.614677
mid,19,hor,60,1478684827.103937
high,88,hor,60,1478684828.625490
mid,50,hor,60,1478684830.147580
high,81,hor,60,1478684831.604169
mid,51,hor,60,1478684833.028406
low,57,hor,60,1478684834.614670
low,6,hor,60,1478684836.134747
high,69,hor,60,1478684837.623819
mid,38,hor,60,1478684839.111463
mid,96,hor,60,1478684840.702625
low,85,hor,60,1478684842.223371
high,108,hor,60,1478684843.778710
high,74,hor,60,1478684845.332047
low,5,hor,60,1478684846.820716
high,51,hor,60,1478684848.411648
mid,56,hor,60,1478684849.935297
mid,17,hor,60,1478684851.418917
low,18,hor,60,1478684852.880683
low,72,hor,60,1478684854.465605
high,93,hor,60,1478684855.852294
low,28,hor,60,1478684857.275627
mid,63,hor,60,1478684858.796933
mid,14,hor,60,1478684860.387706
high,83,hor,60,1478684861.975548
high,75,hor,60,1478684863.430696
low,51,hor,60,1478684864.886465
low,79,hor,60,1478684866.409528
mid,117,hor,60,1478684867.862816
mid,86,hor,60,1478684869.388438
high,21,hor,60,1478684870.941382
low,33,hor,60,1478684872.431526
high,48,hor,60,1478684873.985703
low,97,hor,60,1478684875.444063
mid,77,hor,60,1478684876.899482
high,82,hor,60,1478684878.422904
low,82,hor,60,1478684880.014051
high,47,hor,60,1478684881.435851
mid,59,hor,60,1478684882.995841
mid,115,hor,60,1478684884.483254
mid,49,hor,60,1478684886.004168
high,106,hor,60,1478684887.556817
high,99,hor,60,1478684889.113582
low,70,hor,60,1478684890.538135
high,112,hor,60,1478684892.125539
mid,118,hor,60,1478684893.615474
low,78,hor,60,1478684895.072659
low,62,hor,60,1478684896.632543
low,2,hor,60,1478684898.087359
high,29,hor,60,1478684899.640645
mid,16,hor,60,1478684901.228640
high,12,hor,60,1478684902.651226
high,18,hor,60,1478684904.139552
high,109,hor,60,1478684905.728242
low,113,hor,60,1478684907.186034
mid,95,hor,60,1478684908.741350
low,38,hor,60,1478684910.327976
low,114,hor,60,1478684911.782270
mid,94,hor,60,1478684913.338871
mid,83,hor,60,1478684914.798640
low,61,hor,60,1478684916.355608
high,49,hor,60,1478684917.782951
mid,99,hor,60,1478684919.272777
mid,110,hor,60,1478684952.926542
low,81,hor,60,1478684954.316369
low,17,hor,60,1478684955.801787
low,75,hor,60,1478684957.321051
high,38,hor,60,1478684958.942082
mid,10,hor,60,1478684960.367375
high,76,hor,60,1478684961.923120
mid,57,hor,60,1478684963.513551
high,50,hor,60,1478684964.969998
mid,52,hor,60,1478684966.488294
low,22,hor,60,1478684967.948387
high,31,hor,60,1478684969.370530
low,56,hor,60,1478684970.893957
high,0,hor,60,1478684972.316464
low,14,hor,60,1478684973.903999
mid,119,hor,60,1478684975.363439
high,95,hor,60,1478684976.916965
low,112,hor,60,1478684978.406573
high,62,hor,60,1478684979.829871
mid,8,hor,60,1478684981.353035
mid,67,hor,60,1478684982.812145
mid,55,hor,60,1478684984.268599
low,110,hor,60,1478684985.856806
high,52,hor,60,1478684987.350129
mid,22,hor,60,1478684988.838985
low,90,hor,60,1478684990.389041
high,65,hor,60,1478684991.846164
high,46,hor,60,1478684993.265867
low,118,hor,60,1478684994.852580
low,60,hor,60,1478684996.276550
high,97,hor,60,1478684997.768322
low,92,hor,60,1478684999.325738
high,37,hor,60,1478685000.783415
mid,53,hor,60,1478685002.275813
mid,101,hor,60,1478685003.698265
mid,102,hor,60,1478685005.287403
mid,60,hor,60,1478685006.680412
high,63,hor,60,1478685008.166588
low,88,hor,60,1478685009.590321
mid,105,hor,60,1478685011.009735
low,96,hor,60,1478685012.530476
low,59,hor,60,1478685014.052435
high,86,hor,60,1478685015.477074
low,39,hor,60,1478685017.064748
mid,18,hor,60,1478685018.521786
high,114,hor,60,1478685020.044363
mid,80,hor,60,1478685021.473116
high,22,hor,60,1478685023.060309
low,101,hor,60,1478685024.516813
low,111,hor,60,1478685026.105681
high,96,hor,60,1478685027.659118
mid,39,hor,60,1478685029.116486
high,119,hor,60,1478685030.668853
high,44,hor,60,1478685032.123393
mid,87,hor,60,1478685033.647084
mid,93,hor,60,1478685035.264740
low,58,hor,60,1478685036.720441
low,80,hor,60,1478685038.213521
high,91,hor,60,1478685039.637389
mid,68,hor,60,1478685041.126135
low,3,hor,60,1478685042.647240
high,10,hor,60,1478685044.201505
high,39,hor,60,1478685045.593474
high,57,hor,60,1478685047.082443
low,87,hor,60,1478685048.605178
mid,46,hor,60,1478685050.158093
mid,108,hor,60,1478685051.613843
mid,13,hor,60,1478685053.199932
low,52,hor,60,1478685054.654581
low,109,hor,60,1478685056.211983
high,11,hor,60,1478685057.600360
mid,91,hor,60,1478685059.092155
mid,30,hor,60,1478685060.680753
high,14,hor,60,1478685062.207427
mid,66,hor,60,1478685063.763981
low,115,hor,60,1478685065.252902
high,27,hor,60,1478685066.741413
low,65,hor,60,1478685068.326608
low,35,hor,60,1478685069.849721
low,68,hor,60,1478685071.441984
high,60,hor,60,1478685072.993324
mid,97,hor,60,1478685074.549674
mid,29,hor,60,1478685076.037483
high,4,hor,60,1478685077.493920
high,78,hor,60,1478685079.018978
mid,54,hor,60,1478685080.572079
mid,82,hor,60,1478685082.058564
high,79,hor,60,1478685083.677845
high,59,hor,60,1478685085.133936
low,91,hor,60,1478685086.591144
low,24,hor,60,1478685088.114196
mid,72,hor,60,1478685089.600088
high,71,hor,60,1478685091.152378
low,20,hor,60,1478685092.709006
mid,26,hor,60,1478685094.264199
low,64,hor,60,1478685095.783135
high,32,hor,60,1478685097.302904
high,24,hor,60,1478685098.923211
mid,2,hor,60,1478685100.415477
high,25,hor,60,1478685101.936884
mid,107,hor,60,1478685103.390094
low,76,hor,60,1478685104.813140
mid,81,hor,60,1478685106.298489
low,93,hor,60,1478685107.721144
low,11,hor,60,1478685109.143925
mid,85,hor,60,1478685110.567053
low,45,hor,60,1478685112.022512
high,67,hor,60,1478685113.543605
low,41,hor,60,1478685114.962547
low,12,hor,60,1478685116.487013
high,36,hor,60,1478685118.073149
high,102,hor,60,1478685119.492447
mid,44,hor,60,1478685120.946074
mid,109,hor,60,1478685122.333828
mid,32,hor,60,1478685123.893216
high,104,hor,60,1478685125.449102
mid,35,hor,60,1478685127.067574
low,86,hor,60,1478685128.620660
low,34,hor,60,1478685130.076608
high,23,hor,60,1478685131.532709
high,66,hor,60,1478685165.199675
high,34,hor,60,1478685166.756070
low,67,hor,60,1478685168.251376
mid,43,hor,60,1478685169.708336
mid,64,hor,60,1478685171.162333
low,83,hor,60,1478685172.651134
high,90,hor,60,1478685174.140249
mid,88,hor,60,1478685175.661935
low,27,hor,60,1478685177.216994
high,85,hor,60,1478685178.811289
mid,71,hor,60,1478685180.296349
low,99,hor,60,1478685181.687308
low,15,hor,60,1478685183.245685
high,3,hor,60,1478685184.764631
mid,27,hor,60,1478685186.224455
mid,103,hor,60,1478685187.746880
low,26,hor,60,1478685189.332774
high,19,hor,60,1478685190.827872
mid,21,hor,60,1478685192.218023
high,2,hor,60,1478685193.742210
low,84,hor,60,1478685195.265423
mid,33,hor,60,1478685196.819690
low,40,hor,60,1478685198.373827
high,111,hor,60,1478685199.895617
low,10,hor,60,1478685201.484028
high,64,hor,60,1478685203.007903
low,73,hor,60,1478685204.464292
low,4,hor,60,1478685206.022775
high,40,hor,60,1478685207.547748
mid,15,hor,60,1478685209.004364
high,17,hor,60,1478685210.425389
high,16,hor,60,1478685211.882328
low,46,hor,60,1478685213.372770
mid,114,hor,60,1478685214.797119
mid,84,hor,60,1478685216.254360
mid,31,hor,60,1478685217.644404
low,89,hor,60,1478685219.132835
low,1,hor,60,1478685220.587668
mid,4,hor,60,1478685222.012998
high,20,hor,60,1478685223.568839
high,84,hor,60,1478685225.122544
mid,112,hor,60,1478685226.646770
mid,62,hor,60,1478685228.071127
low,13,hor,60,1478685229.559264
high,105,hor,60,1478685231.080664
high,35,hor,60,1478685232.606829
mid,98,hor,60,1478685234.160361
low,23,hor,60,1478685235.781531
mid,0,hor,60,1478685237.238923
mid,70,hor,60,1478685238.660897
high,73,hor,60,1478685240.088604
low,100,hor,60,1478685241.644058
high,89,hor,60,1478685243.099315
high,92,hor,60,1478685244.591243
low,55,hor,60,1478685246.082807
mid,100,hor,60,1478685247.605166
high,28,hor,60,1478685249.093395
low,103,hor,60,1478685250.514904
mid,75,hor,60,1478685251.971794
low,71,hor,60,1478685253.459816
mid,73,hor,60,1478685254.949984
high,58,hor,60,1478685256.437325
high,55,hor,60,1478685258.027021
low,0,hor,60,1478685259.421313
mid,79,hor,60,1478685260.912765
low,31,hor,60,1478685262.402927
low,30,hor,60,1478685263.893753
low,42,hor,60,1478685265.419256
high,26,hor,60,1478685266.973324
mid,45,hor,60,1478685268.529888
mid,106,hor,60,1478685270.086183
high,101,hor,60,1478685271.641548
low,16,hor,60,1478685273.196405
low,107,hor,60,1478685274.718929
low,117,hor,60,1478685276.309851
high,53,hor,60,1478685277.797232
high,5,hor,60,1478685279.253434
high,113,hor,60,1478685280.808450
mid,23,hor,60,1478685282.198076
mid,47,hor,60,1478685283.785760
mid,92,hor,60,1478685285.308294
mid,36,hor,60,1478685286.894267
high,68,hor,60,1478685288.384484
low,66,hor,60,1478685289.942210
mid,20,hor,60,1478685291.397368
high,118,hor,60,1478685292.926469
low,19,hor,60,1478685294.449267
low,43,hor,60,1478685295.941887
high,54,hor,60,1478685297.498833
mid,9,hor,60,1478685299.086818
mid,40,hor,60,1478685300.637933
low,106,hor,60,1478685302.161590
high,115,hor,60,1478685303.648919
low,44,hor,60,1478685305.203748
high,30,hor,60,1478685306.759221
mid,76,hor,60,1478685308.282299
high,61,hor,60,1478685309.840324
mid,116,hor,60,1478685311.394766
mid,74,hor,60,1478685312.952032
mid,37,hor,60,1478685314.507322
high,94,hor,60,1478685316.061974
high,116,hor,60,1478685317.518840
mid,104,hor,60,1478685319.070244
low,104,hor,60,1478685320.495033
low,74,hor,60,1478685321.982167
low,95,hor,60,1478685323.440879
high,72,hor,60,1478685324.995487
low,77,hor,60,1478685326.452802
high,9,hor,60,1478685327.945138
high,107,hor,60,1478685329.366398
mid,7,hor,60,1478685330.918334
mid,113,hor,60,1478685332.343866
low,36,hor,60,1478685333.867708
low,37,hor,60,1478685335.487330
mid,34,hor,60,1478685337.044683
low,21,hor,60,1478685338.599804
low,94,hor,60,1478685340.192957
high,7,hor,60,1478685341.681731
high,98,hor,60,1478685343.068647
mid,58,hor,60,1478685344.526681
