stimulus,angle,response,time
3,-28.50,left,1479306012.053843
38,-11.00,left,1479306013.294618
30,-15.00,left,1479306014.764871
44,-8.00,left,1479306016.166966
19,-20.50,left,1479306017.787195
81,10.50,right,1479306019.270865
57,-1.50,left,1479306021.285996
0,-30.00,left,1479306022.401888
58,-1.00,left,1479306024.498323
84,12.00,right,1479306025.328718
1,-29.50,left,1479306026.839499
63,1.50,left,1479306028.513635
101,20.50,right,1479306029.860944
100,20.00,right,1479306031.398434
98,19.00,right,1479306032.787462
49,-5.50,left,1479306034.379522
27,-16.50,left,1479306035.931596
64,2.00,right,1479306037.510042
96,18.00,right,1479306038.776008
65,2.50,right,1479306040.586917
36,-12.00,left,1479306041.825282
23,-18.50,left,1479306043.322427
43,-8.50,left,1479306045.064630
25,-17.50,left,1479306046.317264
82,11.00,right,1479306047.720007
77,8.50,right,1479306049.189845
35,-12.50,left,1479306050.646743
15,-22.50,left,1479306052.035478
67,3.50,right,1479306053.614719
106,23.00,right,1479306055.084923
74,7.00,right,1479306056.555210
115,27.50,right,1479306058.051718
55,-2.50,left,1479306060.174805
47,-6.50,left,1479306061.045195
46,-7.00,left,1479306062.636514
89,14.50,right,1479306064.133990
53,-3.50,right,1479306065.985303
16,-22.00,left,1479306067.183382
62,1.00,right,1479306068.789450
83,11.50,right,1479306070.083349
91,15.50,right,1479306071.894510
17,-21.50,left,1479306073.254892
51,-4.50,left,1479306075.038118
18,-21.00,left,1479306076.480583
31,-14.50,left,1479306078.046068
111,25.50,right,1479306079.353706
12,-24.00,left,1479306081.054988
104,22.00,right,1479306082.375876
2,-29.00,left,1479306083.860001
93,16.50,right,1479306085.330273
119,29.50,right,1479306086.814277
37,-11.50,left,1479306088.312133
109,24.50,right,1479306089.578225
59,-0.50,left,1479306091.443230
90,15.00,right,1479306092.586832
21,-19.50,left,1479306094.193548
20,-20.00,left,1479306095.608822
117,28.50,right,1479306097.010859
94,17.00,right,1479306098.644201
88,14.00,right,1479306100.304655
86,13.00,right,1479306101.733983
4,-28.00,left,1479306103.054377
32,-14.00,left,1479306104.661605
45,-7.50,left,1479306106.172271
34,-13.00,left,1479306107.465341
61,0.50,left,1479306109.451806
13,-23.50,left,1479306110.513410
33,-13.50,left,1479306111.970359
107,23.50,right,1479306113.426148
116,28.00,right,1479306115.005380
50,-5.00,left,1479306116.747746
70,5.00,right,1479306118.312861
87,13.50,right,1479306119.619851
10,-25.00,left,1479306120.912573
52,-4.00,left,1479306122.750608
54,-3.00,left,1479306124.370552
114,27.00,right,1479306125.691002
99,19.50,right,1479306127.242680
108,24.00,right,1479306128.781195
92,16.00,right,1479306130.210128
113,26.50,right,1479306131.708292
103,21.50,right,1479306133.220172
29,-15.50,left,1479306134.716617
80,10.00,right,1479306136.091343
26,-17.00,left,1479306137.480718
39,-10.50,left,1479306139.086329
56,-2.00,left,1479306140.800919
41,-9.50,left,1479306142.298655
85,12.50,right,1479306143.565244
73,6.50,right,1479306144.886168
105,22.50,right,1479306146.438235
72,6.00,right,1479306148.003444
110,25.00,right,1479306149.515072
102,21.00,right,1479306150.877162
24,-18.00,left,1479306152.265673
76,8.00,right,1479306153.762894
95,17.50,right,1479306155.396799
8,-26.00,left,1479306156.935112
28,-16.00,left,1479306158.404719
78,9.00,right,1479306159.943169
11,-24.50,left,1479306161.617720
112,26.00,right,1479306162.951164
75,7.50,right,1479306164.530369
48,-6.00,left,1479306165.959540
7,-26.50,left,1479306167.416039
69,4.50,right,1479306169.090685
60,0.00,left,1479306170.697574
5,-27.50,left,1479306171.977777
6,-27.00,left,1479306173.502315
68,4.00,right,1479306175.041125
66,3.00,right,1479306176.429589
9,-25.50,left,1479306178.049083
79,9.50,right,1479306179.355607
118,29.00,right,1479306180.853081
14,-23.00,left,1479306182.391279
42,-9.00,left,1479306184.201925
71,5.50,right,1479306185.631927
97,18.50,right,1479306187.049056
22,-19.00,left,1479306188.478501
40,-10.00,left,1479306189.908280
