stimulus,angle,response,time
48,-6.00,right,1472045220.180893
76,8.00,right,1472045227.294716
44,-8.00,left,1472045228.706943
47,-6.50,left,1472045230.093529
56,-2.00,left,1472045231.602255
15,-22.50,left,1472045233.180707
111,25.50,right,1472045234.511740
112,26.00,right,1472045236.018948
73,6.50,right,1472045237.664357
90,15.00,right,1472045238.885011
109,24.50,right,1472045240.365846
114,27.00,right,1472045241.790661
54,-3.00,left,1472045243.367656
59,-0.50,left,1472045244.972108
65,2.50,right,1472045247.002225
38,-11.00,left,1472045248.114975
14,-23.00,left,1472045249.457834
106,23.00,right,1472045251.034369
35,-12.50,left,1472045252.486092
34,-13.00,left,1472045253.994699
94,17.00,right,1472045255.543234
70,5.00,right,1472045256.929927
117,28.50,right,1472045258.423859
92,16.00,right,1472045259.904663
67,3.50,right,1472045261.793693
116,28.00,right,1472045263.110037
17,-21.50,left,1472045264.672232
63,1.50,left,1472045266.660183
57,-1.50,left,1472045268.029298
36,-12.00,left,1472045269.275185
3,-28.50,left,1472045270.714001
31,-14.50,left,1472045272.276472
119,29.50,right,1472045273.799493
64,2.00,right,1472045275.689975
75,7.50,right,1472045277.020243
98,19.00,right,1472045278.473191
43,-8.50,left,1472045280.216299
26,-17.00,left,1472045281.489931
97,18.50,right,1472045283.038231
30,-15.00,left,1472045284.614203
88,14.00,right,1472045286.165087
104,22.00,right,1472045287.618020
110,25.00,right,1472045289.086173
0,-30.00,left,1472045290.539985
61,0.50,left,1472045292.555101
4,-28.00,left,1472045293.719518
52,-4.00,left,1472045295.008527
82,11.00,right,1472045296.364884
62,1.00,left,1472045298.529711
11,-24.50,left,1472045299.394114
101,20.50,right,1472045300.887460
25,-17.50,left,1472045302.381544
115,27.50,right,1472045303.889879
21,-19.50,left,1472045305.246893
68,4.00,right,1472045306.933097
13,-23.50,left,1472045308.302540
96,18.00,right,1472045309.892891
50,-5.00,left,1472045311.481372
87,13.50,right,1472045312.961853
69,4.50,right,1472045314.675420
16,-22.00,left,1472045316.198057
51,-4.50,left,1472045317.952143
19,-20.50,left,1472045319.253985
95,17.50,right,1472045320.706845
58,-1.00,left,1472045322.694558
72,6.00,right,1472045323.709110
5,-27.50,left,1472045325.189357
71,5.50,right,1472045326.875607
107,23.50,right,1472045328.231903
85,12.50,right,1472045329.753888
12,-24.00,left,1472045331.165378
27,-16.50,left,1472045332.701146
83,11.50,right,1472045334.031680
108,24.00,right,1472045335.526538
60,0.00,right,1472045337.170689
78,9.00,right,1472045338.623466
77,8.50,right,1472045340.199877
10,-25.00,left,1472045341.652852
86,13.00,right,1472045343.063761
20,-20.00,left,1472045344.641742
103,21.50,right,1472045346.094223
1,-29.50,left,1472045347.533439
41,-9.50,left,1472045349.096580
7,-26.50,left,1472045350.577393
100,20.00,right,1472045352.029612
49,-5.50,left,1472045353.702539
28,-16.00,left,1472045355.195223
2,-29.00,left,1472045356.731167
55,-2.50,left,1472045358.291016
105,22.50,right,1472045359.798579
93,16.50,right,1472045361.429622
80,10.00,right,1472045362.992375
40,-10.00,left,1472045364.486769
6,-27.00,left,1472045366.035022
24,-18.00,left,1472045367.598055
66,3.00,right,1472045369.434680
113,26.50,right,1472045370.683408
37,-11.50,left,1472045372.135189
18,-21.00,left,1472045373.575252
91,15.50,right,1472045375.000247
45,-7.50,left,1472045376.507445
74,7.00,right,1472045377.987601
29,-15.50,left,1472045379.399717
22,-19.00,left,1472045380.947875
79,9.50,right,1472045382.401324
84,12.00,right,1472045383.854029
102,21.00,right,1472045385.389509
23,-18.50,left,1472045386.939165
32,-14.00,left,1472045388.309170
81,10.50,right,1472045389.816561
53,-3.50,left,1472045391.545031
42,-9.00,left,1472045392.793580
39,-10.50,left,1472045394.191391
33,-13.50,left,1472045395.685719
46,-7.00,left,1472045397.138942
118,29.00,right,1472045398.715270
99,19.50,right,1472045400.073797
89,14.50,right,1472045401.459578
8,-26.00,left,1472045402.940351
9,-25.50,left,1472045404.366333
