object,obj.idx,table,tab.idx,time
high,37,NA,0,1487259508.366735
low,26,NA,0,1487259509.925598
low,50,NA,0,1487259511.447596
low,21,NA,0,1487259513.035342
mid,64,NA,0,1487259514.494598
high,12,NA,0,1487259516.047319
high,44,NA,0,1487259517.535174
mid,32,NA,0,1487259518.960779
mid,108,NA,0,1487259520.451517
mid,61,NA,0,1487259521.906077
low,116,NA,0,1487259523.393962
high,71,NA,0,1487259524.980391
low,3,NA,0,1487259526.404017
mid,40,NA,0,1487259527.795107
high,69,NA,0,1487259529.354149
low,110,NA,0,1487259530.840768
mid,27,NA,0,1487259532.398128
high,30,NA,0,1487259533.925294
low,108,NA,0,1487259535.347104
mid,73,NA,0,1487259536.802458
high,70,NA,0,1487259538.389827
mid,15,NA,0,1487259539.980572
high,56,NA,0,1487259541.403828
low,119,NA,0,1487259542.991160
low,107,NA,0,1487259544.512799
low,47,NA,0,1487259546.034081
mid,57,NA,0,1487259547.620820
high,108,NA,0,1487259549.176223
high,17,NA,0,1487259550.667543
low,23,NA,0,1487259552.223237
mid,116,NA,0,1487259553.713651
mid,96,NA,0,1487259555.235274
high,107,NA,0,1487259556.692048
mid,47,NA,0,1487259558.248568
high,86,NA,0,1487259559.738924
low,37,NA,0,1487259561.226940
high,81,NA,0,1487259562.815744
mid,104,NA,0,1487259564.202647
low,51,NA,0,1487259565.726721
low,118,NA,0,1487259567.218032
high,32,NA,0,1487259568.638227
mid,111,NA,0,1487259570.231885
high,34,NA,0,1487259571.822527
mid,119,NA,0,1487259573.246299
low,9,NA,0,1487259574.703123
mid,45,NA,0,1487259576.155452
low,89,NA,0,1487259577.609807
high,98,NA,0,1487259579.197577
mid,42,NA,0,1487259580.786067
mid,75,NA,0,1487259582.276043
high,68,NA,0,1487259583.701214
low,22,NA,0,1487259585.089891
high,25,NA,0,1487259586.544405
high,80,NA,0,1487259588.032175
low,114,NA,0,1487259589.486694
low,18,NA,0,1487259591.106659
low,66,NA,0,1487259592.596324
mid,21,NA,0,1487259594.150439
high,38,NA,0,1487259595.675845
