stimulus,angle,response,time
15,-22.50,right,1473408944.744338
47,-6.50,right,1473408955.829068
72,6.00,right,1473408957.446010
26,-17.00,left,1473408958.817198
36,-12.00,left,1473408960.186567
19,-20.50,left,1473408961.667922
10,-25.00,left,1473408963.202813
60,0.00,right,1473408964.752434
32,-14.00,left,1473408966.371855
101,20.50,right,1473408967.946635
54,-3.00,left,1473408969.401281
65,2.50,left,1473408970.962266
105,22.50,right,1473408972.454752
76,8.00,right,1473408973.864838
80,10.00,right,1473408975.344376
34,-13.00,left,1473408976.838828
8,-26.00,left,1473408978.250904
92,16.00,right,1473408979.757378
30,-15.00,left,1473408981.360789
38,-11.00,left,1473408983.004103
27,-16.50,left,1473408984.456409
21,-19.50,left,1473408985.949789
46,-7.00,right,1473408987.457200
84,12.00,right,1473408988.814364
89,14.50,right,1473408990.281847
9,-25.50,left,1473408991.900301
40,-10.00,right,1473408993.448270
77,8.50,right,1473408994.872316
33,-13.50,left,1473408996.272409
16,-22.00,left,1473408997.712068
112,26.00,right,1473408999.220917
11,-24.50,left,1473409000.687924
116,28.00,right,1473409002.195707
93,16.50,right,1473409003.730932
97,18.50,right,1473409005.142224
1,-29.50,left,1473409006.758263
50,-5.00,right,1473409008.306811
62,1.00,right,1473409009.732605
63,1.50,right,1473409011.240722
111,25.50,right,1473409012.830110
114,27.00,right,1473409014.256058
106,23.00,right,1473409015.763495
110,25.00,right,1473409017.311466
42,-9.00,left,1473409018.805732
85,12.50,right,1473409020.339528
29,-15.50,left,1473409021.819470
115,27.50,right,1473409023.270561
104,22.00,right,1473409024.750897
108,24.00,right,1473409026.298749
83,11.50,right,1473409027.780492
82,11.00,right,1473409029.343393
53,-3.50,left,1473409031.055159
78,9.00,right,1473409032.440374
90,15.00,right,1473409033.962229
3,-28.50,left,1473409035.524633
100,20.00,right,1473409036.964188
109,24.50,right,1473409038.554673
52,-4.00,left,1473409040.079376
39,-10.50,left,1473409041.681137
17,-21.50,left,1473409042.970167
68,4.00,right,1473409044.545529
66,3.00,right,1473409045.959885
61,0.50,right,1473409047.673311
12,-24.00,left,1473409049.127901
88,14.00,right,1473409050.566871
58,-1.00,left,1473409051.978399
37,-11.50,left,1473409053.567583
103,21.50,right,1473409054.977901
25,-17.50,left,1473409056.553334
51,-4.50,right,1473409058.060186
107,23.50,right,1473409059.650267
67,3.50,right,1473409061.404255
86,13.00,right,1473409062.666309
98,19.00,right,1473409064.189659
28,-16.00,left,1473409065.846382
13,-23.50,left,1473409067.203137
113,26.50,right,1473409068.682766
6,-27.00,left,1473409070.054175
22,-19.00,left,1473409071.534910
57,-1.50,right,1473409073.002467
20,-20.00,left,1473409074.441190
14,-23.00,left,1473409075.867390
0,-30.00,left,1473409077.346485
2,-29.00,left,1473409078.717795
75,7.50,right,1473409080.444388
95,17.50,right,1473409081.815700
35,-12.50,left,1473409083.447609
119,29.50,right,1473409084.969474
49,-5.50,left,1473409086.572229
48,-6.00,right,1473409088.134511
59,-0.50,right,1473409089.573647
23,-18.50,left,1473409091.028077
69,4.50,right,1473409092.509796
99,19.50,right,1473409094.030403
94,17.00,right,1473409095.455941
55,-2.50,left,1473409096.910572
24,-18.00,left,1473409098.418098
96,18.00,right,1473409099.965292
91,15.50,right,1473409101.404076
31,-14.50,left,1473409103.063370
79,9.50,right,1473409104.475531
18,-21.00,left,1473409105.931886
4,-28.00,left,1473409107.465453
118,29.00,right,1473409109.082042
45,-7.50,left,1473409110.574504
70,5.00,right,1473409112.096587
74,7.00,right,1473409113.589107
73,6.50,right,1473409114.973757
44,-8.00,left,1473409116.480788
5,-27.50,left,1473409117.933284
117,28.50,right,1473409119.481880
43,-8.50,left,1473409121.156466
102,21.00,right,1473409122.582812
71,5.50,right,1473409124.021733
81,10.50,right,1473409125.612324
7,-26.50,left,1473409127.078121
87,13.50,right,1473409128.613344
56,-2.00,left,1473409130.040746
64,2.00,right,1473409131.645936
41,-9.50,left,1473409133.072054
