object,obj.idx,table,tab.idx,time
mid,22,hor,60,1472041101.215193
low,103,hor,60,1472041102.638181
high,33,hor,60,1472041104.166438
mid,74,hor,60,1472041105.687236
high,102,hor,60,1472041107.110305
mid,44,hor,60,1472041108.568275
low,94,hor,60,1472041110.064995
low,6,hor,60,1472041111.620279
mid,50,hor,60,1472041113.240302
high,3,hor,60,1472041114.763151
low,100,hor,60,1472041116.317160
high,112,hor,60,1472041117.808411
low,47,hor,60,1472041119.199714
mid,76,hor,60,1472041120.656219
low,86,hor,60,1472041122.115365
low,66,hor,60,1472041123.570156
mid,6,hor,60,1472041125.097284
high,114,hor,60,1472041126.521250
mid,89,hor,60,1472041127.945130
high,37,hor,60,1472041129.498793
mid,90,hor,60,1472041130.888764
high,47,hor,60,1472041132.509589
high,117,hor,60,1472041133.962494
low,55,hor,60,1472041135.419853
low,76,hor,60,1472041136.945664
mid,68,hor,60,1472041138.501182
mid,24,hor,60,1472041139.925965
high,13,hor,60,1472041141.511498
low,83,hor,60,1472041143.005326
mid,0,hor,60,1472041144.399752
high,50,hor,60,1472041145.923935
high,57,hor,60,1472041147.477158
mid,58,hor,60,1472041148.932831
low,38,hor,60,1472041150.455622
low,13,hor,60,1472041151.881563
high,107,hor,60,1472041153.303556
low,18,hor,60,1472041154.861882
mid,36,hor,60,1472041156.321560
mid,46,hor,60,1472041157.783817
low,3,hor,60,1472041159.170795
high,100,hor,60,1472041160.728756
high,111,hor,60,1472041162.124792
mid,42,hor,60,1472041163.651340
high,56,hor,60,1472041165.173630
low,89,hor,60,1472041166.698323
low,108,hor,60,1472041168.158400
high,23,hor,60,1472041169.711195
mid,12,hor,60,1472041171.136533
mid,70,hor,60,1472041172.662579
high,74,hor,60,1472041174.183803
low,112,hor,60,1472041175.704359
mid,105,hor,60,1472041177.096009
high,15,hor,60,1472041178.555096
low,87,hor,60,1472041180.078580
low,88,hor,60,1472041181.665778
mid,103,hor,60,1472041183.190712
mid,38,hor,60,1472041184.782625
high,0,hor,60,1472041186.206540
low,22,hor,60,1472041187.630360
high,64,hor,60,1472041189.222461
high,51,hor,60,1472041190.711751
high,20,hor,60,1472041192.268729
high,36,hor,60,1472041193.758577
low,45,hor,60,1472041195.345759
mid,79,hor,60,1472041196.867554
mid,5,hor,60,1472041198.427193
low,70,hor,60,1472041200.016660
low,30,hor,60,1472041201.474943
low,19,hor,60,1472041202.995047
high,118,hor,60,1472041204.418999
mid,102,hor,60,1472041205.844257
mid,63,hor,60,1472041207.432502
mid,82,hor,60,1472041208.889646
high,45,hor,60,1472041210.481368
low,93,hor,60,1472041211.903269
low,68,hor,60,1472041213.458593
high,42,hor,60,1472041214.887426
mid,87,hor,60,1472041216.405936
mid,7,hor,60,1472041217.927912
high,58,hor,60,1472041219.351689
low,75,hor,60,1472041220.844494
low,27,hor,60,1472041222.365500
mid,37,hor,60,1472041223.857043
high,16,hor,60,1472041225.445433
high,93,hor,60,1472041226.971829
low,116,hor,60,1472041228.493228
high,75,hor,60,1472041230.015523
high,1,hor,60,1472041231.569514
