object,stimulus,angle,response,time
mid,94,52.00,right,1471937153.846345
high,111,60.50,right,1471937222.263159
low,9,9.50,left,1471937223.770914
mid,50,30.00,right,1471937225.471679
mid,1,5.50,left,1471937226.691515
low,63,36.50,right,1471937228.130806
high,49,29.50,right,1471937229.719679
low,61,35.50,right,1471937231.270099
mid,90,50.00,right,1471937232.860375
high,91,50.50,right,1471937234.329394
high,63,36.50,right,1471937235.907493
low,26,18.00,right,1471937237.609279
high,74,42.00,right,1471937238.787550
mid,10,10.00,left,1471937240.529599
mid,4,7.00,left,1471937242.132929
low,4,7.00,left,1471937243.584996
high,37,23.50,right,1471937245.094362
low,97,53.50,right,1471937246.382060
low,56,33.00,right,1471937247.779751
mid,105,57.50,right,1471937249.275210
low,58,34.00,right,1471937250.961169
mid,43,26.50,right,1471937252.539090
high,57,33.50,right,1471937253.868626
high,82,46.00,right,1471937255.253480
mid,65,37.50,right,1471937256.773865
low,100,55.00,right,1471937258.158937
low,92,51.00,right,1471937259.638959
high,55,32.50,right,1471937261.132927
mid,29,19.50,right,1471937262.613169
high,25,17.50,right,1471937264.067125
high,97,53.50,right,1471937265.548021
low,104,57.00,right,1471937267.112115
mid,74,42.00,right,1471937268.674648
low,53,31.50,right,1471937270.415595
high,67,38.50,right,1471937271.772415
mid,6,8.00,left,1471937273.446489
low,39,24.50,right,1471937274.597610
low,82,46.00,right,1471937276.078989
mid,11,10.50,left,1471937277.546113
high,38,24.00,right,1471937279.093941
low,6,8.00,left,1471937280.561161
mid,41,25.50,right,1471937282.137857
low,25,17.50,left,1471937284.070809
mid,86,48.00,right,1471937285.031391
high,3,6.50,left,1471937286.579467
mid,79,44.50,right,1471937287.977652
high,47,28.50,right,1471937289.608968
high,8,9.00,left,1471937291.076457
low,87,48.50,right,1471937292.323437
high,85,47.50,right,1471937294.050505
high,32,21.00,left,1471937295.626467
high,105,57.50,right,1471937296.900454
low,80,45.00,right,1471937298.532045
mid,77,43.50,right,1471937300.026199
low,46,28.00,right,1471937301.603958
high,101,55.50,right,1471937302.851314
mid,18,14.00,left,1471937304.442608
mid,113,61.50,right,1471937305.785249
low,5,7.50,left,1471937307.594181
mid,84,47.00,right,1471937308.868874
mid,13,11.50,left,1471937310.266179
mid,119,64.50,right,1471937311.677299
mid,53,31.50,left,1471937313.965811
high,11,10.50,left,1471937314.967046
low,65,37.50,right,1471937316.172636
high,107,58.50,right,1471937317.791738
low,66,38.00,right,1471937319.188840
mid,101,55.50,right,1471937320.628589
low,18,14.00,left,1471937322.261259
high,79,44.50,right,1471937323.659330
high,4,7.00,left,1471937325.235554
low,74,42.00,right,1471937326.550931
mid,52,31.00,right,1471937328.101219
high,118,64.00,right,1471937329.596370
high,24,17.00,left,1471937331.911547
high,34,22.00,right,1471937332.665432
high,115,62.50,right,1471937333.926366
low,115,62.50,right,1471937335.462970
mid,106,58.00,right,1471937337.010967
low,96,53.00,right,1471937338.644249
mid,44,27.00,right,1471937340.166275
mid,63,36.50,right,1471937341.511282
low,67,38.50,right,1471937342.923360
low,11,10.50,left,1471937344.405198
high,20,15.00,right,1471937345.884768
low,48,29.00,right,1471937347.529823
mid,64,37.00,right,1471937348.748696
low,90,50.00,right,1471937350.257258
low,27,18.50,right,1471937351.901689
low,31,20.50,right,1471937353.436807
high,76,43.00,right,1471937354.957137
high,42,26.00,right,1471937357.150459
mid,103,56.50,right,1471937357.985844
mid,88,49.00,right,1471937359.343653
mid,116,63.00,right,1471937360.877937
high,50,30.00,right,1471937362.524066
high,46,28.00,right,1471937364.154432
low,101,55.50,right,1471937365.567455
mid,87,48.50,right,1471937367.102234
high,17,13.50,left,1471937368.693684
high,113,61.50,right,1471937369.995575
low,8,9.00,left,1471937371.516870
high,96,53.00,right,1471937373.093676
mid,42,26.00,left,1471937374.724502
mid,17,13.50,NA,0.000000
low,52,31.00,left,1471937378.191593
low,84,47.00,right,1471937378.974491
mid,81,45.50,right,1471937380.701773
high,30,20.00,left,1471937382.073680
mid,66,38.00,right,1471937383.567846
mid,112,61.00,right,1471937385.432865
mid,23,16.50,left,1471937386.556002
low,17,13.50,left,1471937388.159495
high,64,37.00,right,1471937389.708586
low,44,27.00,right,1471937391.491007
mid,35,22.50,right,1471937392.917350
low,102,56.00,right,1471937394.137020
high,99,54.50,right,1471937395.495054
low,119,64.50,right,1471937396.962143
high,114,62.00,right,1471937398.552771
low,117,63.50,right,1471937432.408353
mid,68,39.00,right,1471937433.820192
mid,31,20.50,right,1471937435.258988
high,104,57.00,right,1471937436.725255
low,71,40.50,right,1471937438.233290
high,18,14.00,left,1471937439.835448
low,91,50.50,right,1471937441.097279
low,60,35.00,right,1471937442.700917
high,90,50.00,right,1471937444.279992
mid,24,17.00,left,1471937445.746701
mid,0,5.00,left,1471937447.242182
high,16,13.00,left,1471937448.722122
low,72,41.00,right,1471937450.148956
mid,95,52.50,right,1471937451.519677
low,94,52.00,right,1471937453.124398
high,54,32.00,right,1471937454.536765
mid,71,40.50,right,1471937456.386414
high,75,42.50,right,1471937457.524934
high,31,20.50,left,1471937459.237325
low,14,12.00,left,1471937460.553904
low,103,56.50,right,1471937461.965636
high,21,15.50,left,1471937463.419617
mid,49,29.50,left,1471937465.118571
mid,70,40.00,right,1471937466.845880
low,109,59.50,right,1471937468.037411
low,70,40.00,right,1471937469.517334
mid,25,17.50,right,1471937471.300260
mid,102,56.00,right,1471937472.368839
high,62,36.00,right,1471937473.906050
low,68,39.00,right,1471937475.386678
high,86,48.00,right,1471937476.868193
high,60,35.00,right,1471937478.238881
mid,27,18.50,left,1471937480.006951
low,75,42.50,right,1471937481.570079
mid,89,49.50,right,1471937482.983528
high,83,46.50,right,1471937484.394855
high,29,19.50,left,1471937486.013275
high,95,52.50,right,1471937487.398417
high,110,60.00,right,1471937488.796097
high,26,18.00,left,1471937490.374511
low,51,30.50,right,1471937491.690871
low,78,44.00,right,1471937493.281917
mid,21,15.50,left,1471937495.008172
mid,62,36.00,right,1471937496.323002
low,49,29.50,left,1471937497.831234
mid,15,12.50,left,1471937499.504918
mid,82,46.00,right,1471937500.806225
low,108,59.00,right,1471937502.204725
low,24,17.00,left,1471937503.889896
low,62,36.00,left,1471937505.385150
high,43,26.50,right,1471937506.865855
high,45,27.50,right,1471937508.250016
low,1,5.50,left,1471937509.621256
low,2,6.00,left,1471937511.157166
high,19,14.50,left,1471937512.856801
mid,47,28.50,left,1471937514.200518
mid,117,63.50,right,1471937515.474629
high,106,58.00,right,1471937517.051266
mid,30,20.00,right,1471937519.354905
mid,58,34.00,right,1471937520.244952
mid,111,60.50,right,1471937521.891434
mid,38,24.00,right,1471937524.057834
high,84,47.00,right,1471937525.017062
high,7,8.50,left,1471937526.496930
low,111,60.50,right,1471937528.044227
high,98,54.00,right,1471937529.636311
low,57,33.50,right,1471937531.364425
mid,93,51.50,right,1471937532.639608
high,51,30.50,right,1471937534.133060
low,89,49.50,right,1471937535.530307
low,45,27.50,right,1471937537.491700
mid,26,18.00,right,1471937538.780303
high,73,41.50,right,1471937540.220615
high,53,31.50,right,1471937541.535893
mid,100,55.00,right,1471937543.128141
mid,114,62.00,right,1471937544.663038
high,94,52.00,right,1471937546.129916
mid,110,60.00,right,1471937547.719977
low,47,28.50,left,1471937549.378096
low,37,23.50,left,1471937551.201523
low,112,61.00,right,1471937552.285115
mid,7,8.50,left,1471937553.724420
high,78,44.00,right,1471937555.109500
low,73,41.50,right,1471937556.588833
mid,85,47.50,right,1471937558.082810
low,16,13.00,left,1471937559.741172
high,116,63.00,right,1471937561.166581
low,81,45.50,right,1471937562.825074
mid,45,27.50,right,1471937564.470188
low,28,19.00,left,1471937565.827153
low,93,51.50,right,1471937567.567859
high,88,49.00,right,1471937568.938248
high,61,35.50,right,1471937570.391098
mid,14,12.00,left,1471937572.459824
high,103,56.50,right,1471937573.652018
mid,92,51.00,right,1471937575.145183
high,36,23.00,left,1471937576.693570
mid,36,23.00,left,1471937578.256295
high,92,51.00,right,1471937579.846621
high,100,55.00,right,1471937581.354694
mid,8,9.00,left,1471937582.794542
high,27,18.50,left,1471937584.180050
low,0,5.00,left,1471937585.621179
low,12,11.00,left,1471937587.100991
low,83,46.50,right,1471937588.731740
low,19,14.50,left,1471937590.526932
mid,76,43.00,right,1471937591.938936
mid,2,6.00,left,1471937593.159559
high,87,48.50,right,1471937594.640641
mid,22,16.00,left,1471937596.860930
low,13,11.50,left,1471937597.780553
low,23,16.50,left,1471937599.329271
mid,115,62.50,right,1471937600.796699
mid,75,42.50,right,1471937602.303980
high,39,24.50,right,1471937603.757581
mid,96,53.00,right,1471937605.266210
low,110,60.00,right,1471937606.843320
high,10,10.00,left,1471937608.666949
high,108,59.00,right,1471937609.914104
low,69,39.50,left,1471937611.545693
mid,59,34.50,right,1471937645.073188
