stimulus,angle,response,time
37,-41.00,right,1471954958.653582
85,-17.00,right,1471954967.145585
114,-2.50,left,1471954968.599645
52,-33.50,right,1471954969.939861
60,-29.50,right,1471954971.735029
1,-59.00,right,1471954973.091476
112,-3.50,left,1471954974.737464
58,-30.50,right,1471954975.928797
20,-49.50,right,1471954977.368151
72,-23.50,right,1471954979.162769
94,-12.50,left,1471954980.411053
67,-26.00,right,1471954982.030710
2,-58.50,right,1471954983.330993
28,-45.50,right,1471954984.948004
103,-8.00,left,1471954986.289634
17,-51.00,right,1471954987.757096
33,-43.00,right,1471954989.196830
66,-26.50,right,1471954991.171026
31,-44.00,right,1471954992.184290
25,-47.00,right,1471954993.556386
0,-59.50,right,1471954995.037618
74,-22.50,right,1471954996.696433
62,-28.50,right,1471954998.093710
38,-40.50,right,1471954999.711148
14,-52.50,right,1471955001.177635
56,-31.50,right,1471955002.699261
34,-42.50,right,1471955004.054896
5,-57.00,right,1471955005.645139
63,-28.00,right,1471955007.165326
89,-15.00,left,1471955009.150894
117,-1.00,left,1471955010.177596
30,-44.50,right,1471955011.560816
29,-45.00,right,1471955012.971223
76,-21.50,left,1471955014.710086
40,-39.50,right,1471955016.039383
26,-46.50,right,1471955017.723887
109,-5.00,left,1471955019.028039
73,-23.00,right,1471955020.410576
13,-53.00,right,1471955021.878079
90,-14.50,left,1471955023.453595
78,-20.50,right,1471955025.000396
51,-34.00,right,1471955026.344678
61,-29.00,right,1471955027.893149
119,0.00,left,1471955029.290617
115,-2.00,left,1471955030.812682
59,-30.00,right,1471955032.471803
101,-9.00,left,1471955034.089332
9,-55.00,right,1471955035.679283
100,-9.50,left,1471955037.022409
49,-35.00,right,1471955038.433289
91,-14.00,left,1471955039.941885
102,-8.50,left,1471955041.311629
96,-11.50,left,1471955042.630365
110,-4.50,left,1471955044.163240
105,-7.00,left,1471955045.779947
75,-22.00,right,1471955048.109713
70,-24.50,right,1471955049.425396
55,-32.00,right,1471955050.879468
18,-50.50,right,1471955052.003614
106,-6.50,left,1471955054.156186
93,-13.00,left,1471955055.170370
81,-19.00,left,1471955056.608516
71,-24.00,left,1471955058.391653
24,-47.50,right,1471955059.762192
104,-7.50,left,1471955061.065874
23,-48.00,right,1471955062.574198
44,-37.50,right,1471955064.586826
86,-16.50,left,1471955066.163187
83,-18.00,left,1471955067.409668
3,-58.00,right,1471955068.629669
36,-41.50,right,1471955070.190547
99,-10.00,left,1471955071.835141
88,-15.50,left,1471955073.137964
116,-1.50,left,1471955074.701042
32,-43.50,right,1471955076.221721
77,-21.00,right,1471955077.731222
39,-40.00,right,1471955079.170408
15,-52.00,right,1471955080.596613
4,-57.50,right,1471955082.076740
48,-35.50,left,1471955083.543238
12,-53.50,right,1471955085.132742
46,-36.50,right,1471955086.667024
68,-25.50,right,1471955088.639305
82,-18.50,left,1471955090.393141
57,-31.00,left,1471955091.996686
45,-37.00,right,1471955092.956163
22,-48.50,right,1471955094.284848
11,-54.00,right,1471955095.614972
95,-12.00,left,1471955097.369838
97,-11.00,left,1471955098.576584
35,-42.00,right,1471955100.016491
65,-27.00,right,1471955102.004875
80,-19.50,right,1471955103.061610
53,-33.00,right,1471955104.516279
16,-51.50,right,1471955106.081309
87,-16.00,left,1471955108.109078
107,-6.00,left,1471955109.464152
84,-17.50,left,1471955110.902757
10,-54.50,right,1471955112.039549
113,-3.00,left,1471955113.573461
79,-20.00,left,1471955115.684651
47,-36.00,right,1471955116.740333
8,-55.50,right,1471955118.097028
69,-25.00,left,1471955119.550239
27,-46.00,right,1471955120.785831
111,-4.00,left,1471955122.265109
92,-13.50,left,1471955123.935853
6,-56.50,right,1471955125.443187
41,-39.00,right,1471955127.060833
108,-5.50,left,1471955128.855607
50,-34.50,right,1471955129.868304
98,-10.50,left,1471955131.403678
64,-27.50,right,1471955133.212326
42,-38.50,right,1471955134.364606
118,-0.50,left,1471955136.270409
7,-56.00,right,1471955137.476311
21,-49.00,right,1471955138.984571
43,-38.00,right,1471955140.575244
19,-50.00,right,1471955142.082016
54,-32.50,right,1471955143.686679
