object,stimulus,angle,response,time
high,103,56.50,left,1478529137.654035
high,1,5.50,left,1478529205.585985
high,67,38.50,left,1478529207.014753
high,54,32.00,left,1478529208.431168
high,8,9.00,left,1478529209.914878
high,35,22.50,left,1478529211.548086
high,118,64.00,right,1478529212.907997
high,34,22.00,left,1478529214.296483
high,4,7.00,left,1478529215.793496
high,102,56.00,right,1478529217.331421
high,2,6.00,left,1478529218.773939
high,23,16.50,left,1478529220.175878
high,44,27.00,left,1478529221.836080
high,91,50.50,right,1478529223.182354
high,29,19.50,left,1478529224.909247
high,94,52.00,right,1478529226.256400
high,119,64.50,right,1478529227.604473
high,87,48.50,right,1478529229.224622
high,10,10.00,left,1478529230.721214
high,16,13.00,left,1478529232.299108
high,28,19.00,left,1478529233.879102
high,110,60.00,right,1478529235.280990
high,6,8.00,left,1478529236.778356
high,116,63.00,right,1478529238.261963
high,21,15.50,left,1478529239.935346
high,108,59.00,right,1478529241.270177
high,7,8.50,left,1478529242.685904
high,70,40.00,right,1478529244.414492
high,39,24.50,left,1478529245.992933
high,100,55.00,right,1478529247.230365
high,79,44.50,left,1478529248.822679
high,86,48.00,right,1478529250.333651
high,78,44.00,left,1478529251.844040
high,95,52.50,left,1478529253.246484
high,51,30.50,left,1478529254.839970
high,96,53.00,left,1478529256.433315
high,64,37.00,left,1478529257.903366
high,5,7.50,left,1478529259.483304
high,26,18.00,left,1478529260.952907
high,18,14.00,left,1478529262.585458
high,63,36.50,left,1478529263.919520
high,65,37.50,right,1478529265.443663
high,76,43.00,right,1478529266.872920
high,90,50.00,right,1478529268.424866
high,113,61.50,right,1478529270.044206
high,31,20.50,left,1478529271.473384
high,104,57.00,right,1478529273.038182
high,75,42.50,left,1478529274.372565
high,13,11.50,left,1478529275.992443
high,43,26.50,left,1478529277.407899
high,88,49.00,left,1478529278.988205
high,73,41.50,left,1478529280.498610
high,24,17.00,left,1478529281.954924
high,48,29.00,right,1478529283.451820
high,74,42.00,right,1478529284.907366
high,115,62.50,right,1478529286.350265
high,12,11.00,left,1478529287.902621
high,85,47.50,right,1478529289.386192
high,66,38.00,left,1478529290.774191
high,53,31.50,left,1478529292.298910
high,97,53.50,right,1478529293.890541
high,117,63.50,right,1478529295.278338
high,69,39.50,left,1478529296.638815
high,89,49.50,right,1478529298.053490
high,30,20.00,left,1478529299.604341
high,37,23.50,left,1478529301.183748
high,60,35.00,left,1478529302.611770
high,112,61.00,right,1478529304.312175
high,25,17.50,left,1478529305.700144
high,3,6.50,left,1478529307.279256
high,58,34.00,left,1478529308.857182
high,36,23.00,left,1478529310.327611
high,32,21.00,left,1478529311.797116
high,45,27.50,left,1478529313.226082
high,92,51.00,left,1478529314.642422
high,82,46.00,right,1478529316.086139
high,99,54.50,right,1478529317.583610
high,41,25.50,left,1478529319.081411
high,106,58.00,right,1478529320.524646
high,11,10.50,left,1478529321.926905
high,71,40.50,right,1478529323.695330
high,47,28.50,left,1478529325.015897
high,55,32.50,left,1478529326.499573
high,56,33.00,left,1478529327.889067
high,98,54.00,left,1478529329.333174
high,72,41.00,right,1478529330.925345
high,109,59.50,right,1478529332.422269
high,14,12.00,left,1478529333.974249
high,84,47.00,right,1478529335.526310
high,17,13.50,left,1478529337.186199
high,77,43.50,right,1478529338.520444
high,33,21.50,left,1478529340.059386
high,81,45.50,right,1478529341.583115
high,93,51.50,right,1478529343.066405
high,57,33.50,left,1478529344.658700
high,111,60.50,right,1478529346.155464
high,20,15.00,left,1478529347.720500
high,114,62.00,right,1478529349.163254
high,83,46.50,left,1478529350.565089
high,101,55.50,right,1478529351.926167
high,22,16.00,left,1478529353.558600
high,27,18.50,left,1478529355.042007
high,19,14.50,left,1478529356.593592
high,80,45.00,right,1478529358.158862
high,9,9.50,left,1478529359.547281
high,107,58.50,right,1478529361.194277
high,68,39.00,left,1478529362.623532
high,52,31.00,left,1478529364.039189
high,59,34.50,left,1478529365.862501
high,15,12.50,left,1478529367.086868
high,62,36.00,left,1478529368.610584
high,42,26.00,right,1478529370.134285
high,50,30.00,right,1478529371.672839
high,105,57.50,right,1478529373.361759
high,49,29.50,left,1478529374.708340
high,0,5.00,right,1478529376.151828
high,38,24.00,right,1478529377.580151
high,46,28.00,left,1478529379.172906
high,40,25.00,left,1478529380.480522
high,61,35.50,left,1478529382.086359
