object,stimulus,angle,response,time
mid,98,54.00,right,1468917021.964324
low,7,8.50,left,1468917028.416012
low,74,42.00,right,1468917029.854980
low,15,12.50,left,1468917031.417872
mid,8,9.00,right,1468917033.090376
high,91,50.50,right,1468917034.474880
low,108,59.00,right,1468917036.092008
mid,6,8.00,left,1468917037.559376
mid,31,20.50,right,1468917039.137823
high,96,53.00,right,1468917040.726023
high,60,35.00,left,1468917042.384691
high,63,36.50,right,1468917043.700973
mid,15,12.50,left,1468917045.113657
high,54,32.00,right,1468917046.647949
low,64,37.00,right,1468917048.361348
high,92,51.00,right,1468917049.703788
low,80,45.00,right,1468917051.294923
mid,61,35.50,right,1468917052.884987
low,42,26.00,left,1468917054.394158
mid,69,39.50,right,1468917055.834443
low,46,28.00,left,1468917057.480868
high,42,26.00,left,1468917058.960294
mid,91,50.50,right,1468917060.276097
high,7,8.50,left,1468917061.618511
mid,9,9.50,left,1468917063.345792
high,50,30.00,right,1468917064.813831
low,10,10.00,left,1468917066.226940
high,76,43.00,right,1468917067.830566
mid,11,10.50,left,1468917069.569192
high,101,55.50,right,1468917070.762800
low,79,44.50,left,1468917072.557969
high,9,9.50,left,1468917073.777539
low,29,19.50,left,1468917075.437214
mid,105,57.50,right,1468917076.850316
mid,100,55.00,right,1468917078.344419
low,56,33.00,left,1468917079.660952
mid,23,16.50,left,1468917080.988443
low,98,54.00,right,1468917082.510177
mid,24,17.00,left,1468917083.934749
low,6,8.00,left,1468917085.510479
high,59,34.50,right,1468917086.921441
mid,29,19.50,left,1468917088.539732
low,25,17.50,left,1468917090.074254
low,117,63.50,right,1468917091.664684
high,77,43.50,right,1468917093.077315
mid,72,41.00,right,1468917094.502664
high,79,44.50,right,1468917095.996514
high,100,55.00,right,1468917097.421079
mid,12,11.00,left,1468917098.861104
low,68,39.00,right,1468917100.326550
high,89,49.50,right,1468917101.846974
mid,95,52.50,right,1468917103.366812
high,41,25.50,left,1468917104.846351
high,48,29.00,right,1468917106.394515
low,94,52.00,right,1468917107.956384
high,47,28.50,left,1468917109.573534
low,116,63.00,right,1468917110.888724
mid,43,26.50,left,1468917112.547477
mid,20,15.00,left,1468917114.150099
low,110,60.00,right,1468917115.617282
high,106,58.00,right,1468917117.056028
low,50,30.00,left,1468917118.632760
low,57,33.50,right,1468917120.086390
mid,78,44.00,right,1468917121.634999
low,118,64.00,right,1468917123.101488
mid,92,51.00,right,1468917124.596308
mid,89,49.50,right,1468917126.077258
high,118,64.00,right,1468917127.557820
low,26,18.00,left,1468917129.176076
high,66,38.00,right,1468917130.600542
mid,51,30.50,left,1468917132.070439
high,80,45.00,right,1468917133.686511
high,88,49.00,right,1468917135.153276
high,20,15.00,left,1468917136.564232
low,105,57.50,right,1468917138.017646
high,102,56.00,right,1468917139.470716
low,33,21.50,left,1468917141.045299
mid,38,24.00,left,1468917142.716504
high,65,37.50,right,1468917144.101279
mid,30,20.00,left,1468917145.527472
low,18,14.00,left,1468917147.062694
low,102,56.00,right,1468917148.490856
mid,41,25.50,right,1468917150.000837
mid,47,28.50,left,1468917151.591295
high,14,12.00,left,1468917153.031089
high,28,19.00,left,1468917154.607105
low,73,41.50,right,1468917156.101839
mid,107,58.50,right,1468917157.541379
mid,16,13.00,left,1468917158.898978
low,83,46.50,right,1468917160.378905
high,40,25.00,left,1468917161.941375
mid,116,63.00,right,1468917163.366952
low,112,61.00,right,1468917164.818998
high,19,14.50,left,1468917166.367598
mid,25,17.50,left,1468917167.820933
low,4,7.00,left,1468917169.342267
high,49,29.50,left,1468917170.917886
mid,88,49.00,right,1468917172.356983
mid,19,14.50,left,1468917173.851097
high,12,11.00,left,1468917175.414999
low,51,30.50,right,1468917176.854307
high,82,46.00,right,1468917178.471795
low,5,7.50,left,1468917180.009143
mid,114,62.00,right,1468917181.532735
low,99,54.50,left,1468917183.383181
mid,54,32.00,right,1468917184.615926
low,14,12.00,left,1468917186.150291
high,93,51.50,right,1468917187.685954
mid,49,29.50,left,1468917189.303148
low,78,44.00,right,1468917190.700528
low,85,47.50,right,1468917192.305891
high,71,40.50,right,1468917193.813190
low,69,39.50,right,1468917195.280401
high,24,17.00,left,1468917196.746892
mid,0,5.00,left,1468917198.377261
high,109,59.50,right,1468917199.747177
mid,86,48.00,right,1468917201.308611
high,6,8.00,left,1468917202.719428
mid,83,46.50,right,1468917204.145521
low,37,23.50,left,1468917205.639721
high,26,18.00,left,1468917239.564707
mid,103,56.50,right,1468917240.728213
mid,76,43.00,right,1468917242.181968
mid,99,54.50,right,1468917243.607025
low,41,25.50,left,1468917245.045962
low,95,52.50,right,1468917246.595123
high,72,41.00,right,1468917248.046960
high,84,47.00,right,1468917249.528263
mid,28,19.00,left,1468917251.050117
high,31,20.50,left,1468917252.708289
low,27,18.50,left,1468917254.091923
low,86,48.00,right,1468917255.516290
high,18,14.00,left,1468917257.011717
low,35,22.50,left,1468917258.506053
low,114,62.00,right,1468917259.970720
mid,110,60.00,right,1468917261.451360
high,30,20.00,left,1468917262.987210
mid,14,12.00,left,1468917264.480341
mid,26,18.00,left,1468917265.946946
low,38,24.00,left,1468917267.387347
low,71,40.50,left,1468917268.962985
mid,4,7.00,left,1468917270.442912
high,52,31.00,left,1468917271.977104
high,73,41.50,left,1468917273.429762
low,13,11.50,left,1468917274.925237
low,70,40.00,left,1468917276.487259
high,117,63.50,right,1468917278.008940
mid,53,31.50,left,1468917279.419970
high,44,27.00,left,1468917281.023286
low,84,47.00,left,1468917282.681668
high,56,33.00,left,1468917283.984010
mid,102,56.00,right,1468917285.520002
high,37,23.50,left,1468917286.973925
mid,67,38.50,left,1468917288.481263
low,20,15.00,left,1468917289.948127
mid,68,39.00,left,1468917291.456975
mid,50,30.00,left,1468917292.842023
low,87,48.50,right,1468917294.390889
low,16,13.00,left,1468917295.815742
mid,46,28.00,right,1468917297.473662
high,67,38.50,left,1468917298.857822
mid,35,22.50,left,1468917300.310830
high,111,60.50,right,1468917301.693958
mid,5,7.50,left,1468917303.242523
low,90,50.00,right,1468917304.750418
high,55,32.50,left,1468917306.299929
