object,stimulus,angle,response,time
high,98,54.00,right,1487260907.259387
high,51,30.50,left,1487260908.892878
mid,37,23.50,left,1487260910.498372
mid,23,16.50,left,1487260911.723551
mid,19,14.50,left,1487260913.152959
low,114,62.00,right,1487260914.555059
high,78,44.00,right,1487260916.202317
low,2,6.00,left,1487260917.658632
low,105,57.50,right,1487260919.114880
mid,62,36.00,left,1487260920.611471
low,76,43.00,left,1487260922.244139
high,46,28.00,left,1487260923.741786
high,28,19.00,left,1487260925.062396
mid,17,13.50,left,1487260926.491115
low,98,54.00,right,1487260928.032170
mid,67,38.50,right,1487260929.557284
low,61,35.50,left,1487260931.231764
mid,79,44.50,right,1487260932.783892
low,51,30.50,left,1487260934.323238
low,99,54.50,left,1487260935.970072
high,32,21.00,left,1487260937.466773
mid,53,31.50,left,1487260938.963798
high,29,19.50,left,1487260940.407346
high,20,15.00,left,1487260941.919047
mid,44,27.00,left,1487260943.497639
low,57,33.50,right,1487260944.927082
mid,60,35.00,right,1487260946.411120
mid,52,31.00,NA,0.000000
low,15,12.50,left,1487260949.269144
mid,65,37.50,right,1487260950.834403
high,15,12.50,left,1487260952.209243
low,102,56.00,right,1487260953.721164
high,50,30.00,left,1487260955.503305
high,58,34.00,right,1487260956.932991
low,8,9.00,left,1487260958.348902
high,23,16.50,left,1487260959.886583
high,8,9.00,left,1487260961.315977
mid,26,18.00,left,1487260962.827029
low,25,17.50,left,1487260964.364503
mid,100,55.00,right,1487260965.943184
mid,118,64.00,right,1487260967.358950
low,26,18.00,left,1487260968.938067
low,117,63.50,right,1487260970.394096
high,104,57.00,right,1487260971.890756
mid,22,16.00,left,1487260973.306305
high,39,24.50,left,1487260974.722110
low,79,44.50,right,1487260976.151210
high,110,60.00,right,1487260977.675511
high,38,24.00,left,1487260979.268255
high,21,15.50,left,1487260980.697644
mid,71,40.50,right,1487260982.153457
high,35,22.50,left,1487260983.611965
mid,97,53.50,right,1487260985.082177
low,32,21.00,left,1487260986.593539
mid,16,13.00,left,1487260988.145490
high,117,63.50,right,1487260989.588599
mid,29,19.50,left,1487260991.372094
low,35,22.50,left,1487260992.774701
low,47,28.50,right,1487260994.299107
low,45,27.50,right,1487260995.687808
high,80,45.00,right,1487260997.212566
low,101,55.50,right,1487260998.602342
high,64,37.00,right,1487261000.017900
mid,54,32.00,left,1487261001.473756
low,13,11.50,left,1487261002.984841
low,89,49.50,right,1487261004.359577
mid,39,24.50,left,1487261005.817328
high,94,52.00,right,1487261007.368763
high,70,40.00,right,1487261008.920583
mid,20,15.00,left,1487261010.582045
mid,75,42.50,right,1487261011.956362
low,53,31.50,left,1487261013.453585
low,41,25.50,left,1487261015.032220
low,12,11.00,left,1487261016.557165
high,54,32.00,right,1487261017.999050
high,61,35.50,right,1487261019.415100
low,92,51.00,right,1487261021.020522
high,62,36.00,right,1487261022.544676
low,33,21.50,left,1487261024.123300
mid,31,20.50,left,1487261025.757140
high,87,48.50,right,1487261027.227450
mid,1,5.50,left,1487261028.751723
mid,10,10.00,left,1487261030.248964
