object,stimulus,angle,response,time
low,83,46.50,right,1467881191.966839
low,12,11.00,left,1467881207.628054
mid,49,29.50,right,1467881209.189486
high,83,46.50,right,1467881210.724119
high,21,15.50,right,1467881212.437127
low,30,20.00,left,1467881214.068379
high,113,61.50,right,1467881215.193497
mid,63,36.50,right,1467881216.784426
mid,62,36.00,right,1467881218.373375
mid,99,54.50,right,1467881219.839730
low,116,63.00,right,1467881221.374420
high,31,20.50,right,1467881223.048586
mid,75,42.50,right,1467881224.501108
mid,16,13.00,left,1467881225.999877
low,69,39.50,right,1467881227.273451
high,2,6.00,left,1467881228.904678
mid,74,42.00,right,1467881230.384401
low,41,25.50,right,1467881232.247940
mid,76,43.00,right,1467881233.496057
high,53,31.50,right,1467881234.948627
high,86,48.00,right,1467881236.456570
low,76,43.00,right,1467881238.128196
low,66,38.00,right,1467881239.443813
high,92,51.00,right,1467881240.855322
mid,4,7.00,left,1467881242.417760
high,48,29.00,right,1467881243.815144
low,85,47.50,right,1467881245.295445
mid,45,27.50,left,1467881246.843305
low,24,17.00,left,1467881248.543079
high,42,26.00,right,1467881249.858270
low,3,6.50,left,1467881251.214310
high,35,22.50,right,1467881252.790111
mid,41,25.50,right,1467881254.283574
low,87,48.50,right,1467881255.792745
high,9,9.50,left,1467881257.412524
mid,37,23.50,right,1467881258.784226
high,52,31.00,right,1467881260.333029
mid,30,20.00,right,1467881261.936802
low,42,26.00,right,1467881263.361899
mid,85,47.50,right,1467881264.786535
low,54,32.00,left,1467881266.417802
low,46,28.00,left,1467881267.692010
mid,46,28.00,right,1467881269.089869
mid,96,53.00,right,1467881270.446853
high,58,34.00,right,1467881271.982551
high,96,53.00,right,1467881273.463056
high,13,11.50,left,1467881275.067902
low,2,6.00,left,1467881276.397390
high,88,49.00,right,1467881277.794461
high,0,5.00,left,1467881279.316002
low,119,64.50,right,1467881280.646589
mid,107,58.50,right,1467881282.087065
mid,90,50.00,right,1467881283.582807
low,75,42.50,right,1467881285.202521
low,58,34.00,right,1467881286.709726
high,103,56.50,right,1467881288.067209
high,115,62.50,right,1467881289.588413
mid,92,51.00,right,1467881291.001499
low,27,18.50,left,1467881292.701770
mid,51,30.50,right,1467881294.167727
mid,59,34.50,right,1467881295.592616
low,49,29.50,left,1467881297.074487
mid,44,27.00,right,1467881298.843502
high,12,11.00,right,1467881300.214021
mid,93,51.50,right,1467881301.569395
low,6,8.00,left,1467881302.925033
low,80,45.00,right,1467881304.461455
mid,32,21.00,left,1467881306.435961
high,50,30.00,right,1467881307.478634
high,84,47.00,right,1467881308.850545
low,77,43.50,left,1467881310.467717
high,27,18.50,left,1467881311.960117
mid,112,61.00,right,1467881313.413133
low,39,24.50,left,1467881314.973730
low,20,15.00,left,1467881316.442176
low,10,10.00,left,1467881317.936188
high,81,45.50,right,1467881319.349836
mid,118,64.00,right,1467881320.815116
high,79,44.50,right,1467881322.282279
high,76,43.00,right,1467881323.708640
low,111,60.50,right,1467881325.327621
high,39,24.50,right,1467881327.070368
mid,119,64.50,right,1467881328.251711
mid,38,24.00,left,1467881329.908489
high,59,34.50,right,1467881331.266296
low,52,31.00,right,1467881333.130110
high,61,35.50,right,1467881334.336830
high,8,9.00,left,1467881335.885378
low,67,38.50,right,1467881337.338650
mid,17,13.50,left,1467881339.081890
mid,113,61.50,right,1467881340.343250
low,99,54.50,right,1467881341.879181
high,91,50.50,right,1467881343.308576
mid,11,10.50,left,1467881344.829474
mid,40,25.00,right,1467881346.214175
low,93,51.50,right,1467881347.818148
high,112,61.00,right,1467881349.270867
high,67,38.50,right,1467881350.957228
mid,13,11.50,left,1467881352.313139
high,10,10.00,left,1467881353.929774
low,62,36.00,right,1467881355.383356
mid,21,15.50,left,1467881356.945253
mid,117,63.50,right,1467881358.384010
low,51,30.50,right,1467881360.180182
low,84,47.00,right,1467881361.549624
high,99,54.50,right,1467881363.140720
mid,39,24.50,left,1467881364.867496
low,71,40.50,right,1467881366.239039
low,37,23.50,left,1467881367.732462
