stimulus,angle,response,time
1,-29.50,right,1471956385.381687
115,27.50,NA,0.000000
112,26.00,right,1471956394.519651
110,25.00,right,1471956396.465584
116,28.00,right,1471956397.934026
20,-20.00,left,1471956399.536072
77,8.50,right,1471956401.456750
55,-2.50,left,1471956402.526868
50,-5.00,left,1471956403.884260
119,29.50,right,1471956405.391817
26,-17.00,left,1471956406.778216
57,-1.50,left,1471956408.725081
18,-21.00,right,1471956409.808972
65,2.50,left,1471956412.044611
59,-0.50,left,1471956413.277258
22,-19.00,left,1471956414.454331
73,6.50,right,1471956416.167782
14,-23.00,left,1471956417.414742
74,7.00,left,1471956419.154127
86,13.00,right,1471956420.594767
46,-7.00,left,1471956421.950990
104,22.00,right,1471956423.761177
5,-27.50,left,1471956425.133115
6,-27.00,left,1471956426.681186
61,0.50,left,1471956428.640315
62,1.00,left,1471956429.873172
56,-2.00,left,1471956431.312990
12,-24.00,left,1471956432.863413
23,-18.50,left,1471956434.411576
45,-7.50,left,1471956436.344450
34,-13.00,left,1471956437.481138
67,3.50,left,1471956439.114402
95,17.50,left,1471956440.497420
64,2.00,right,1471956442.951471
79,9.50,right,1471956443.060903
80,10.00,right,1471956445.087786
89,14.50,right,1471956446.581723
109,24.50,right,1471956448.102872
37,-11.50,left,1471956449.582755
58,-1.00,left,1471956451.595213
63,1.50,left,1471956453.499963
53,-3.50,left,1471956454.240978
4,-28.00,left,1471956455.596421
29,-15.50,left,1471956456.925278
94,17.00,right,1471956458.733897
39,-10.50,left,1471956460.186158
83,11.50,right,1471956461.693064
32,-14.00,left,1471956463.392655
60,0.00,left,1471956465.146681
11,-24.50,left,1471956466.174365
69,4.50,left,1471956468.147046
2,-29.00,left,1471956469.136438
19,-20.50,left,1471956470.686125
101,20.50,right,1471956472.167987
117,28.50,right,1471956473.429400
99,19.50,right,1471956474.963692
118,29.00,right,1471956476.570012
72,6.00,left,1471956478.447764
54,-3.00,left,1471956480.036320
96,18.00,right,1471956481.078067
106,23.00,right,1471956482.584301
48,-6.00,left,1471956484.242334
103,21.50,right,1471956485.775969
21,-19.50,left,1471956487.558659
102,21.00,right,1471956488.544787
33,-13.50,left,1471956490.109248
84,12.00,right,1471956491.495344
41,-9.50,left,1471956493.086466
71,5.50,left,1471956494.458762
31,-14.50,left,1471956496.088816
24,-18.00,left,1471956497.664882
28,-16.00,left,1471956499.144871
100,20.00,right,1471956500.995379
113,26.50,NA,0.000000
68,4.00,left,1471956503.681669
36,-12.00,left,1471956505.025010
51,-4.50,left,1471956506.532768
66,3.00,left,1471956507.998657
98,19.00,right,1471956509.656573
27,-16.50,left,1471956511.176935
76,8.00,right,1471956512.945582
35,-12.50,left,1471956514.056947
52,-4.00,left,1471956515.468006
97,18.50,right,1471956516.976538
43,-8.50,left,1471956518.347352
15,-22.50,left,1471956519.949595
8,-26.00,left,1471956521.280238
93,16.50,right,1471956522.675869
111,25.50,right,1471956524.279465
91,15.50,right,1471956525.870770
3,-28.50,left,1471956527.363152
114,27.00,right,1471956528.800224
88,14.00,right,1471956530.323639
85,12.50,right,1471956531.775305
70,5.00,right,1471956533.746483
10,-25.00,left,1471956535.128951
47,-6.50,left,1471956536.567188
17,-21.50,left,1471956537.979171
25,-17.50,left,1471956539.444301
40,-10.00,left,1471956540.885453
78,9.00,right,1471956542.407684
44,-8.00,left,1471956543.860654
13,-23.50,left,1471956545.547212
81,10.50,right,1471956547.632653
30,-15.00,left,1471956548.318308
0,-30.00,left,1471956549.852276
38,-11.00,left,1471956551.276158
90,15.00,right,1471956553.072255
82,11.00,left,1471956554.430282
107,23.50,right,1471956556.074931
16,-22.00,left,1471956557.416526
87,13.50,right,1471956559.389600
108,24.00,right,1471956560.293626
49,-5.50,left,1471956561.841981
9,-25.50,left,1471956563.485919
42,-9.00,left,1471956565.209739
7,-26.50,left,1471956566.332972
105,22.50,right,1471956567.840103
92,16.00,right,1471956569.401812
75,7.50,left,1471956571.416265
