object,stimulus,angle,response,time
high,78,44.00,right,1472134021.771259
low,34,22.00,left,1472134028.881792
mid,1,5.50,left,1472134030.416241
high,0,5.00,left,1472134031.978832
low,75,42.50,right,1472134033.539283
high,42,26.00,right,1472134035.061379
mid,40,25.00,right,1472134036.431240
mid,33,21.50,right,1472134037.814208
low,39,24.50,right,1472134039.375311
high,32,21.00,right,1472134040.963420
low,113,61.50,right,1472134042.401626
mid,103,56.50,right,1472134043.935430
high,12,11.00,left,1472134045.375225
high,18,14.00,left,1472134046.895300
mid,66,38.00,right,1472134048.471424
low,13,11.50,left,1472134050.018994
low,63,36.50,right,1472134051.402740
high,61,35.50,right,1472134052.950946
mid,7,8.50,left,1472134054.444185
low,91,50.50,right,1472134055.786386
mid,67,38.50,right,1472134057.279841
low,20,15.00,left,1472134058.868444
high,105,57.50,right,1472134060.391174
mid,104,57.00,right,1472134061.938849
low,98,54.00,right,1472134063.473409
mid,51,30.50,right,1472134065.515045
high,118,64.00,right,1472134066.473811
mid,28,19.00,left,1472134068.132179
low,101,55.50,right,1472134069.297447
high,64,37.00,right,1472134071.201625
low,22,16.00,left,1472134072.270879
mid,83,46.50,right,1472134073.654965
high,35,22.50,left,1472134075.408359
mid,23,16.50,left,1472134076.680940
low,15,12.50,left,1472134078.119429
high,22,16.00,left,1472134079.586283
mid,6,8.00,left,1472134081.009673
low,93,51.50,right,1472134082.448106
high,76,43.00,right,1472134083.954952
high,38,24.00,left,1472134085.724009
mid,117,63.50,right,1472134086.942392
low,14,12.00,left,1472134088.476487
high,46,28.00,left,1472134090.216249
low,49,29.50,left,1472134091.641200
high,69,39.50,right,1472134093.039344
mid,108,59.00,right,1472134094.466726
mid,27,18.50,left,1472134096.016570
low,37,23.50,left,1472134097.426815
low,59,34.50,left,1472134099.152767
mid,58,34.00,right,1472134100.727365
low,44,27.00,left,1472134102.193327
high,73,41.50,right,1472134103.494443
low,23,16.50,left,1472134105.030100
low,111,60.50,right,1472134106.495161
mid,50,30.00,right,1472134108.729659
mid,119,64.50,right,1472134109.800207
mid,55,32.50,right,1472134111.513188
high,39,24.50,left,1472134112.815293
high,20,15.00,left,1472134114.198999
high,70,40.00,right,1472134115.378356
high,30,20.00,left,1472134116.980737
mid,80,45.00,right,1472134118.351087
high,91,50.50,right,1472134119.899943
low,86,48.00,right,1472134121.463209
mid,41,25.50,left,1472134123.287073
low,17,13.50,left,1472134124.533745
high,66,38.00,right,1472134126.080932
mid,91,50.50,right,1472134127.561603
mid,8,9.00,left,1472134129.027432
high,77,43.50,right,1472134130.398989
low,88,49.00,right,1472134131.891610
low,27,18.50,left,1472134133.495838
mid,56,33.00,right,1472134135.413456
high,56,33.00,right,1472134136.482551
mid,60,35.00,right,1472134137.976080
high,108,59.00,right,1472134139.565416
high,19,14.50,left,1472134141.058303
low,36,23.00,left,1472134142.455144
mid,68,39.00,right,1472134144.291954
high,88,49.00,right,1472134145.539397
low,97,53.50,right,1472134147.019210
low,96,53.00,right,1472134148.525899
mid,26,18.00,left,1472134150.060159
low,71,40.50,right,1472134151.525111
mid,13,11.50,left,1472134153.020076
high,80,45.00,right,1472134154.512736
high,27,18.50,left,1472134156.143155
mid,74,42.00,right,1472134157.677929
high,17,13.50,left,1472134159.102267
low,60,35.00,left,1472134161.033374
low,58,34.00,left,1472134162.580872
low,82,46.00,right,1472134164.074747
low,8,9.00,left,1472134165.060979
high,31,20.50,left,1472134166.582063
mid,59,34.50,left,1472134168.242085
mid,89,49.50,right,1472134169.652770
mid,19,14.50,left,1472134171.216575
low,57,33.50,left,1472134172.970532
high,65,37.50,right,1472134174.450935
low,18,14.00,left,1472134175.642221
low,103,56.50,right,1472134177.122995
mid,10,10.00,left,1472134178.574969
high,33,21.50,left,1472134180.082706
low,110,60.00,right,1472134181.645048
mid,107,58.50,right,1472134183.179731
mid,21,15.50,left,1472134184.699360
high,40,25.00,left,1472134186.274706
high,13,11.50,left,1472134187.852303
high,104,57.00,right,1472134189.276767
low,53,31.50,left,1472134190.906362
mid,115,62.50,right,1472134192.345332
high,16,13.00,left,1472134193.744353
high,53,31.50,right,1472134195.827174
low,100,55.00,right,1472134196.758663
high,58,34.00,right,1472134198.196824
mid,75,42.50,right,1472134199.746095
low,116,63.00,right,1472134201.143528
low,66,38.00,right,1472134202.692252
mid,82,46.00,right,1472134204.240330
mid,73,41.50,right,1472134205.707127
low,46,28.00,left,1472134239.797062
high,11,10.50,left,1472134240.714560
mid,36,23.00,left,1472134242.221171
high,23,16.50,left,1472134243.796612
mid,102,56.00,right,1472134245.358380
high,4,7.00,left,1472134246.851147
low,52,31.00,left,1472134248.729458
low,67,38.50,right,1472134250.348379
low,16,13.00,left,1472134251.500695
mid,54,32.00,right,1472134253.308336
mid,96,53.00,right,1472134254.555484
high,114,62.00,right,1472134255.884817
low,54,32.00,right,1472134257.829083
mid,85,47.50,right,1472134258.966387
mid,94,52.00,right,1472134260.528848
high,85,47.50,right,1472134262.022472
low,115,62.50,right,1472134263.569988
high,67,38.50,right,1472134265.159329
mid,105,57.50,right,1472134266.474035
low,64,37.00,right,1472134268.145090
mid,14,12.00,left,1472134269.513707
high,112,61.00,right,1472134271.061031
high,119,64.50,right,1472134272.485762
low,74,42.00,right,1472134274.158262
mid,25,17.50,left,1472134275.777639
low,24,17.00,left,1472134277.024194
low,11,10.50,left,1472134278.506751
low,105,57.50,right,1472134279.988800
high,99,54.50,right,1472134281.551343
high,29,19.50,left,1472134283.332526
mid,72,41.00,right,1472134284.455928
low,118,64.00,right,1472134286.047283
mid,86,48.00,right,1472134287.472586
high,59,34.50,right,1472134289.035819
mid,0,5.00,left,1472134290.515438
high,36,23.00,left,1472134291.968954
high,28,19.00,left,1472134293.462546
low,47,28.50,left,1472134295.325293
low,99,54.50,right,1472134296.435603
high,37,23.50,right,1472134297.888045
high,101,55.50,right,1472134299.328640
low,48,29.00,left,1472134301.287980
low,83,46.50,right,1472134302.315900
high,81,45.50,right,1472134303.809745
mid,53,31.50,right,1472134305.522427
mid,118,64.00,right,1472134306.810722
mid,93,51.50,right,1472134308.317256
mid,2,6.00,left,1472134309.947608
