stimulus,angle,response,time
36,18.00,left,1467883772.683041
119,59.50,left,1467883773.781618
27,13.50,right,1467883775.358270
94,47.00,left,1467883776.799102
104,52.00,left,1467883778.222809
7,3.50,right,1467883779.880427
3,1.50,right,1467883781.443291
58,29.00,left,1467883782.758275
87,43.50,left,1467883784.266346
45,22.50,left,1467883785.733387
93,46.50,left,1467883787.283121
37,18.50,left,1467883788.762916
41,20.50,left,1467883790.269239
8,4.00,right,1467883791.734951
29,14.50,left,1467883793.433485
68,34.00,left,1467883794.805793
107,53.50,left,1467883796.203949
76,38.00,left,1467883797.629833
89,44.50,left,1467883799.041430
19,9.50,right,1467883800.741302
73,36.50,left,1467883802.027087
74,37.00,left,1467883803.561531
57,28.50,left,1467883805.055225
12,6.00,right,1467883806.631942
96,48.00,left,1467883808.084388
100,50.00,left,1467883809.620109
9,4.50,right,1467883811.099452
95,47.50,left,1467883812.579953
64,32.00,left,1467883814.168962
4,2.00,right,1467883815.595362
43,21.50,left,1467883816.980094
106,53.00,left,1467883818.776230
115,57.50,left,1467883820.078150
0,0.00,right,1467883821.708366
103,51.50,left,1467883823.107109
14,7.00,right,1467883824.574433
117,58.50,left,1467883826.082359
1,0.50,right,1467883827.536580
28,14.00,right,1467883829.249183
6,3.00,right,1467883830.688187
2,1.00,right,1467883832.265046
72,36.00,left,1467883833.716379
13,6.50,right,1467883835.348410
34,17.00,left,1467883837.118435
42,21.00,left,1467883838.531349
54,27.00,left,1467883839.930307
23,11.50,right,1467883841.548559
22,11.00,right,1467883843.220734
69,34.50,left,1467883844.480687
26,13.00,right,1467883846.345600
11,5.50,right,1467883847.482861
67,33.50,left,1467883848.963870
71,35.50,left,1467883850.607864
65,32.50,left,1467883852.238861
90,45.00,left,1467883853.525796
114,57.00,left,1467883855.183886
92,46.00,left,1467883856.555286
21,10.50,right,1467883858.103770
46,23.00,left,1467883859.640169
59,29.50,left,1467883861.188120
60,30.00,left,1467883862.586207
17,8.50,right,1467883863.997551
79,39.50,left,1467883865.449486
51,25.50,left,1467883866.942743
108,54.00,left,1467883868.463208
85,42.50,left,1467883870.106925
75,37.50,left,1467883871.451275
112,56.00,left,1467883872.998830
20,10.00,right,1467883874.615633
30,15.00,left,1467883875.861588
81,40.50,left,1467883877.533959
82,41.00,left,1467883879.150483
102,51.00,left,1467883880.382027
105,52.50,left,1467883881.957469
33,16.50,left,1467883883.560683
91,45.50,left,1467883884.904648
24,12.00,right,1467883886.261117
109,54.50,left,1467883887.632080
101,50.50,left,1467883889.139737
70,35.00,left,1467883890.744483
39,19.50,left,1467883892.318617
10,5.00,right,1467883893.703903
38,19.00,left,1467883895.156661
44,22.00,left,1467883896.802632
56,28.00,left,1467883898.309727
61,30.50,left,1467883899.886383
32,16.00,left,1467883901.641891
77,38.50,left,1467883902.887855
49,24.50,left,1467883904.285916
97,48.50,left,1467883905.668682
98,49.00,left,1467883907.204884
99,49.50,left,1467883908.903649
31,15.50,left,1467883910.561746
55,27.50,left,1467883911.835072
63,31.50,left,1467883913.505986
16,8.00,right,1467883915.027254
86,43.00,left,1467883916.316103
83,41.50,left,1467883918.069777
118,59.00,left,1467883919.412025
52,26.00,left,1467883920.975334
84,42.00,left,1467883922.552721
80,40.00,left,1467883924.047865
53,26.50,left,1467883925.705713
35,17.50,left,1467883927.186399
66,33.00,left,1467883928.653246
78,39.00,left,1467883930.312175
116,58.00,left,1467883931.668945
40,20.00,left,1467883933.105498
5,2.50,right,1467883934.724171
15,7.50,right,1467883936.202941
113,56.50,left,1467883937.822277
88,44.00,left,1467883939.260482
110,55.00,left,1467883940.740452
48,24.00,left,1467883942.398162
47,23.50,left,1467883943.796507
18,9.00,right,1467883945.180582
25,12.50,right,1467883946.673954
111,55.50,left,1467883948.014510
62,31.00,left,1467883949.509954
50,25.00,left,1467883951.017258
