object,stimulus,angle,response,time
mid,31,20.50,right,1472214836.177562
low,71,40.50,right,1472214845.454053
mid,112,61.00,right,1472214847.015349
high,86,48.00,right,1472214848.840196
high,43,26.50,left,1472214850.048203
low,28,19.00,left,1472214851.584035
mid,118,64.00,right,1472214852.982894
high,35,22.50,left,1472214854.421962
high,94,52.00,right,1472214855.752037
low,89,49.50,right,1472214857.508055
low,97,53.50,right,1472214858.988817
mid,9,9.50,left,1472214860.469371
low,49,29.50,left,1472214862.061129
high,111,60.50,right,1472214863.347630
high,114,62.00,right,1472214864.773500
high,117,63.50,right,1472214866.403138
mid,48,29.00,left,1472214867.992483
mid,51,30.50,left,1472214869.473777
high,28,19.00,left,1472214870.925591
low,116,63.00,right,1472214872.379398
low,20,15.00,left,1472214873.902243
low,25,17.50,left,1472214875.463722
mid,101,55.50,right,1472214876.944603
mid,71,40.50,right,1472214878.477913
low,34,22.00,left,1472214880.012536
high,21,15.50,right,1472214881.793195
low,84,47.00,right,1472214883.136407
low,22,16.00,left,1472214884.603316
high,34,22.00,left,1472214885.985637
high,71,40.50,right,1472214887.397853
mid,18,14.00,left,1472214888.932134
mid,79,44.50,right,1472214890.426842
low,2,6.00,left,1472214891.906129
mid,65,37.50,right,1472214893.413584
mid,41,25.50,right,1472214895.099646
high,16,13.00,left,1472214896.497046
high,50,30.00,right,1472214897.947963
mid,2,6.00,left,1472214899.359457
high,60,35.00,right,1472214900.718293
high,31,20.50,right,1472214902.294557
low,52,31.00,left,1472214903.788707
mid,36,23.00,left,1472214905.240620
high,74,42.00,right,1472214906.692602
low,14,12.00,left,1472214908.131140
low,32,21.00,left,1472214909.597529
mid,43,26.50,right,1472214911.036961
mid,23,16.50,left,1472214912.421907
low,106,58.00,right,1472214913.983747
high,3,6.50,left,1472214915.573389
mid,89,49.50,right,1472214916.945049
high,91,50.50,right,1472214918.507236
low,8,9.00,left,1472214919.960007
mid,100,55.00,right,1472214921.371846
low,102,56.00,right,1472214922.895387
mid,44,27.00,left,1472214924.349257
high,23,16.50,left,1472214925.911359
low,118,64.00,right,1472214927.459808
mid,42,26.00,left,1472214928.926423
low,44,27.00,left,1472214930.431094
high,51,30.50,right,1472214931.856043
high,85,47.50,right,1472214933.404123
mid,109,59.50,right,1472214934.883416
high,11,10.50,left,1472214936.320646
mid,55,32.50,right,1472214937.841932
low,4,7.00,left,1472214939.363736
high,20,15.00,right,1472214941.021587
low,101,55.50,right,1472214942.546411
high,19,14.50,left,1472214944.068324
low,67,38.50,right,1472214945.619169
low,68,39.00,left,1472214947.277875
mid,17,13.50,left,1472214948.828854
mid,37,23.50,left,1472214950.227582
high,24,17.00,right,1472214951.655666
high,87,48.50,right,1472214953.327774
mid,104,57.00,right,1472214954.960688
high,113,61.50,right,1472214956.262591
mid,96,53.00,right,1472214957.869706
mid,91,50.50,right,1472214959.268751
mid,85,47.50,right,1472214960.693801
low,1,5.50,left,1472214962.145594
low,26,18.00,left,1472214963.680454
low,114,62.00,right,1472214965.092742
low,48,29.00,left,1472214966.586380
high,12,11.00,left,1472214968.204272
low,41,25.50,right,1472214969.959587
mid,75,42.50,right,1472214971.343888
mid,60,35.00,right,1472214972.769655
mid,54,32.00,left,1472214974.495661
high,38,24.00,right,1472214975.839088
high,44,27.00,right,1472214977.551582
high,1,5.50,left,1472214978.922168
low,61,35.50,right,1472214980.415886
high,84,47.00,right,1472214981.990101
mid,50,30.00,left,1472214983.498822
low,108,59.00,right,1472214984.896108
low,43,26.50,left,1472214986.471243
mid,56,33.00,left,1472214988.032575
mid,119,64.50,right,1472214989.403458
low,96,53.00,right,1472214991.142330
mid,45,27.50,right,1472214992.472695
mid,63,36.50,right,1472214994.008022
low,46,28.00,left,1472214995.462965
low,64,37.00,left,1472214996.998216
low,83,46.50,left,1472214998.533160
high,72,41.00,right,1472215000.122267
high,67,38.50,right,1472215001.727392
high,52,31.00,right,1472215003.315731
high,57,33.50,right,1472215004.782471
mid,5,7.50,left,1472215006.207458
high,7,8.50,left,1472215007.811846
low,51,30.50,right,1472215009.264299
high,56,33.00,right,1472215010.649782
high,93,51.50,right,1472215012.254109
low,88,49.00,right,1472215013.953689
mid,11,10.50,left,1472215015.368188
high,105,57.50,right,1472215016.765233
mid,24,17.00,left,1472215018.328955
mid,49,29.50,left,1472215019.973985
low,74,42.00,right,1472215021.412489
low,50,30.00,left,1472215023.042826
high,36,23.00,right,1472215057.122425
high,63,36.50,right,1472215058.108864
mid,94,52.00,right,1472215059.643123
high,29,19.50,left,1472215061.275727
mid,102,56.00,right,1472215062.688799
low,29,19.50,left,1472215064.125837
low,105,57.50,right,1472215065.591829
low,15,12.50,left,1472215067.111966
high,46,28.00,right,1472215068.700488
low,91,50.50,right,1472215070.455051
mid,74,42.00,right,1472215071.797641
mid,62,36.00,right,1472215073.224672
low,63,36.50,right,1472215074.759291
low,66,38.00,left,1472215076.348257
low,24,17.00,left,1472215077.800402
high,103,56.50,right,1472215079.240805
low,94,52.00,right,1472215080.708015
mid,117,63.50,right,1472215082.160608
mid,77,43.50,right,1472215083.628297
high,30,20.00,left,1472215085.121952
mid,90,50.00,right,1472215086.562069
high,98,54.00,right,1472215088.164237
mid,27,18.50,left,1472215089.768285
high,73,41.50,right,1472215091.208116
low,12,11.00,left,1472215092.757288
mid,105,57.50,right,1472215094.253580
high,48,29.00,left,1472215095.760505
high,81,45.50,right,1472215097.268258
mid,58,34.00,left,1472215098.777397
low,33,21.50,left,1472215100.409768
low,117,63.50,right,1472215101.738209
mid,88,49.00,right,1472215103.370223
mid,19,14.50,left,1472215104.837210
high,61,35.50,right,1472215106.401540
high,78,44.00,right,1472215107.934411
low,98,54.00,right,1472215109.578713
high,18,14.00,left,1472215110.826668
low,3,6.50,left,1472215112.401048
mid,83,46.50,right,1472215113.979778
low,80,45.00,right,1472215115.513742
mid,15,12.50,left,1472215116.994992
high,107,58.50,right,1472215118.531406
high,58,34.00,right,1472215120.273488
mid,7,8.50,left,1472215121.616051
low,27,18.50,left,1472215123.220121
high,40,25.00,left,1472215124.947809
mid,103,56.50,right,1472215126.318995
low,6,8.00,left,1472215127.748142
high,106,58.00,right,1472215129.159090
low,65,37.50,right,1472215130.803678
low,92,51.00,right,1472215132.435026
low,56,33.00,left,1472215133.873902
high,13,11.50,left,1472215135.314087
high,14,12.00,left,1472215136.698428
mid,25,17.50,left,1472215138.110000
mid,84,47.00,left,1472215139.699854
mid,68,39.00,left,1472215141.275707
high,110,60.00,right,1472215142.742370
low,38,24.00,left,1472215144.166331
mid,38,24.00,left,1472215145.645632
low,60,35.00,left,1472215147.234503
mid,64,37.00,left,1472215148.769022
high,108,59.00,right,1472215150.138391
low,54,32.00,left,1472215151.588523
mid,73,41.50,right,1472215153.108736
low,99,54.50,right,1472215154.972581
mid,67,38.50,left,1472215156.563306
high,83,46.50,right,1472215157.660048
low,39,24.50,left,1472215159.166430
mid,115,62.50,right,1472215160.647048
high,59,34.50,right,1472215162.154839
high,42,26.00,right,1472215163.636236
low,31,20.50,left,1472215165.062603
mid,78,44.00,right,1472215166.502964
mid,39,24.50,left,1472215168.054261
high,116,63.00,right,1472215169.629614
low,19,14.50,left,1472215171.138094
high,54,32.00,right,1472215172.577806
low,79,44.50,right,1472215174.046324
mid,97,53.50,right,1472215175.568734
high,96,53.00,right,1472215177.103840
mid,28,19.00,left,1472215178.705543
high,25,17.50,right,1472215180.061703
low,70,40.00,right,1472215181.652597
mid,13,11.50,left,1472215183.131422
low,13,11.50,left,1472215184.611311
low,75,42.50,right,1472215186.089779
high,64,37.00,right,1472215187.788504
high,10,10.00,left,1472215189.240870
low,55,32.50,right,1472215190.870501
mid,95,52.50,right,1472215192.295932
high,2,6.00,left,1472215193.885986
mid,14,12.00,left,1472215195.433925
high,4,7.00,left,1472215197.147039
low,42,26.00,left,1472215198.681701
mid,26,18.00,left,1472215200.269514
low,110,60.00,right,1472215201.531914
high,0,5.00,left,1472215203.012129
high,26,18.00,left,1472215204.738283
mid,53,31.50,right,1472215205.972462
mid,93,51.50,right,1472215207.533343
low,77,43.50,left,1472215209.191890
high,92,51.00,right,1472215210.454003
low,36,23.00,left,1472215211.935234
mid,113,61.50,right,1472215213.374956
high,76,43.00,right,1472215214.922758
mid,47,28.50,left,1472215216.525657
low,73,41.50,right,1472215218.048108
high,101,55.50,right,1472215219.692300
high,49,29.50,left,1472215221.282083
high,22,16.00,left,1472215222.843404
high,15,12.50,left,1472215224.173435
mid,98,54.00,right,1472215225.625578
low,112,61.00,right,1472215227.160315
mid,106,58.00,right,1472215228.722205
low,10,10.00,left,1472215230.229654
mid,3,6.50,left,1472215231.780782
mid,34,22.00,right,1472215233.398341
low,81,45.50,right,1472215234.796255
low,87,48.50,right,1472215236.276648
low,78,44.00,right,1472215270.253324
low,37,23.50,left,1472215271.581923
high,53,31.50,right,1472215273.102416
low,103,56.50,right,1472215274.445929
mid,70,40.00,right,1472215275.955066
mid,6,8.00,left,1472215277.461372
high,82,46.00,right,1472215278.914841
low,18,14.00,left,1472215280.546799
high,32,21.00,right,1472215282.165026
mid,108,59.00,right,1472215283.630095
high,8,9.00,left,1472215285.137740
mid,30,20.00,left,1472215286.604999
mid,46,28.00,right,1472215288.102891
high,109,59.50,right,1472215289.666430
low,16,13.00,left,1472215291.259320
low,40,25.00,left,1472215292.865187
low,53,31.50,left,1472215294.551929
low,113,61.50,right,1472215295.880544
mid,72,41.00,right,1472215297.334414
mid,92,51.00,right,1472215298.841814
high,68,39.00,right,1472215300.541845
high,27,18.50,left,1472215302.021620
high,45,27.50,right,1472215303.460350
mid,20,15.00,left,1472215305.008110
high,6,8.00,left,1472215306.544132
low,47,28.50,left,1472215308.134246
low,82,46.00,right,1472215309.750813
mid,1,5.50,left,1472215311.189875
low,109,59.50,right,1472215312.615544
mid,66,38.00,left,1472215314.303969
high,65,37.50,right,1472215315.742558
high,62,36.00,right,1472215317.058698
mid,116,63.00,right,1472215318.565203
mid,57,33.50,left,1472215320.059354
low,30,20.00,left,1472215321.593990
high,99,54.50,right,1472215323.088264
high,88,49.00,right,1472215324.733874
high,115,62.50,right,1472215326.187239
low,7,8.50,left,1472215327.653377
low,69,39.50,right,1472215329.092025
high,95,52.50,right,1472215330.669733
mid,0,5.00,left,1472215332.218038
mid,87,48.50,right,1472215333.670333
low,9,9.50,left,1472215335.150576
mid,86,48.00,right,1472215336.617608
low,58,34.00,right,1472215338.151337
mid,8,9.00,left,1472215339.729020
high,75,42.50,right,1472215341.263748
mid,40,25.00,left,1472215342.867929
low,45,27.50,left,1472215344.239941
high,69,39.50,right,1472215345.612112
high,112,61.00,right,1472215347.077589
low,93,51.50,right,1472215348.626551
high,39,24.50,left,1472215349.996897
mid,10,10.00,left,1472215351.449497
low,86,48.00,right,1472215352.805982
mid,99,54.50,right,1472215354.343381
mid,82,46.00,right,1472215355.879494
low,5,7.50,left,1472215357.359141
high,80,45.00,right,1472215358.854022
low,35,22.50,left,1472215360.486075
mid,16,13.00,left,1472215362.005654
high,90,50.00,right,1472215363.487020
high,97,53.50,right,1472215364.981864
mid,22,16.00,left,1472215366.352583
low,62,36.00,right,1472215367.848204
low,23,16.50,left,1472215369.384207
high,66,38.00,right,1472215370.975018
mid,4,7.00,left,1472215372.412828
low,21,15.50,right,1472215373.960578
mid,69,39.50,right,1472215375.561972
high,47,28.50,left,1472215377.043329
low,76,43.00,right,1472215378.646453
high,33,21.50,left,1472215380.140533
high,37,23.50,right,1472215381.757064
low,111,60.50,right,1472215383.345140
high,17,13.50,left,1472215384.798663
mid,21,15.50,left,1472215386.375482
high,41,25.50,left,1472215387.938158
mid,107,58.50,right,1472215389.363256
low,57,33.50,left,1472215391.120465
mid,52,31.00,left,1472215392.543410
mid,111,60.50,right,1472215393.807856
low,90,50.00,right,1472215395.424643
high,55,32.50,left,1472215396.935233
mid,81,45.50,right,1472215398.375014
low,100,55.00,right,1472215399.884006
mid,32,21.00,left,1472215401.501880
mid,110,60.00,right,1472215402.844766
low,104,57.00,right,1472215404.409431
high,118,64.00,right,1472215405.849803
high,100,55.00,right,1472215407.441721
low,72,41.00,right,1472215409.004592
high,102,56.00,right,1472215410.514023
low,107,58.50,right,1472215412.118808
mid,35,22.50,left,1472215413.682557
high,79,44.50,right,1472215415.110507
low,119,64.50,right,1472215416.550815
low,0,5.00,left,1472215418.073198
mid,59,34.50,right,1472215419.543063
high,9,9.50,left,1472215421.091978
high,104,57.00,right,1472215422.515573
low,95,52.50,right,1472215424.255689
low,11,10.50,left,1472215425.570669
mid,12,11.00,left,1472215427.146077
mid,80,45.00,right,1472215428.598484
mid,33,21.50,left,1472215430.037008
high,89,49.50,right,1472215431.503059
high,70,40.00,right,1472215432.999342
high,77,43.50,right,1472215434.480348
low,17,13.50,left,1472215436.043248
mid,29,19.50,left,1472215437.674214
low,115,62.50,right,1472215439.016179
mid,61,35.50,right,1472215440.483169
low,59,34.50,left,1472215441.840041
low,85,47.50,right,1472215443.224364
mid,76,43.00,right,1472215444.801810
mid,114,62.00,right,1472215446.225588
high,119,64.50,right,1472215447.744563
high,5,7.50,left,1472215449.239462
