object,stimulus,angle,response,time
high,16,13.00,left,1478601823.155671
high,56,33.00,right,1478601824.339843
high,37,23.50,left,1478601825.836407
high,28,19.00,left,1478601827.578762
high,33,21.50,left,1478601828.763268
high,77,43.50,right,1478601830.300586
high,96,53.00,right,1478601831.796399
high,78,44.00,right,1478601833.347409
high,10,10.00,left,1478601834.831586
high,42,26.00,right,1478601836.329020
high,68,39.00,left,1478601837.893038
high,19,14.50,left,1478601839.717199
high,38,24.00,right,1478601840.846847
high,7,8.50,left,1478601842.138562
high,61,35.50,left,1478601844.098210
high,11,10.50,left,1478601845.485658
high,49,29.50,right,1478601846.846881
high,112,61.00,left,1478601848.289416
high,8,9.00,left,1478601849.976912
high,65,37.50,right,1478601851.515651
high,103,56.50,right,1478601853.081717
high,29,19.50,left,1478601854.919995
high,107,58.50,right,1478601856.050022
high,39,24.50,left,1478601857.588134
high,101,55.50,right,1478601859.072273
high,71,40.50,left,1478601860.950349
high,64,37.00,left,1478601862.161446
high,113,61.50,right,1478601864.161859
high,13,11.50,left,1478601865.223453
high,87,48.50,right,1478601866.625048
high,44,27.00,left,1478601868.245099
high,50,30.00,left,1478601869.633547
high,90,50.00,right,1478601871.280354
high,82,46.00,right,1478601872.941216
high,20,15.00,left,1478601874.396804
high,36,23.00,right,1478601875.797566
high,88,49.00,right,1478601877.281245
high,40,25.00,right,1478601878.997028
high,80,45.00,right,1478601880.452724
high,32,21.00,left,1478601881.772367
high,102,56.00,right,1478601883.418166
high,111,60.50,right,1478601884.873640
high,58,34.00,left,1478601886.276024
high,1,5.50,left,1478601887.840958
high,74,42.00,right,1478601889.229333
high,9,9.50,left,1478601890.767526
high,31,20.50,left,1478601892.510368
high,86,48.00,left,1478601894.062331
high,72,41.00,left,1478601895.450244
high,48,29.00,left,1478601897.098081
high,54,32.00,right,1478601898.894293
high,30,20.00,left,1478601900.201230
high,3,6.50,left,1478601901.589974
high,12,11.00,left,1478601903.019465
high,92,51.00,right,1478601904.379304
high,115,62.50,right,1478601905.862165
high,116,63.00,right,1478601907.440958
high,89,49.50,right,1478601909.387026
high,110,60.00,right,1478601910.366616
high,41,25.50,left,1478601911.972791
high,24,17.00,right,1478601913.538185
high,84,47.00,right,1478601915.033921
high,51,30.50,left,1478601916.571538
high,23,16.50,left,1478601918.014309
high,95,52.50,right,1478601919.620100
high,47,28.50,right,1478601920.900079
high,4,7.00,left,1478601922.369677
high,109,59.50,right,1478601923.771512
high,55,32.50,left,1478601925.267022
high,5,7.50,left,1478601926.764179
high,79,44.50,right,1478601928.398168
high,21,15.50,left,1478601929.989568
high,76,43.00,right,1478601931.528022
high,43,26.50,left,1478601933.038789
high,85,47.50,left,1478601934.467915
high,52,31.00,left,1478601936.168311
high,17,13.50,left,1478601937.637462
high,117,63.50,right,1478601938.958097
high,59,34.50,right,1478601940.482559
high,53,31.50,left,1478601942.415294
high,94,52.00,right,1478601943.599403
high,98,54.00,right,1478601945.026858
high,45,27.50,left,1478601946.428435
high,106,58.00,right,1478601947.952856
high,60,35.00,left,1478601949.491027
high,25,17.50,left,1478601950.879733
high,57,33.50,left,1478601952.703863
high,46,28.00,left,1478601954.010536
high,0,5.00,left,1478601955.753239
high,18,14.00,left,1478601957.087114
high,99,54.50,right,1478601958.530095
high,6,8.00,left,1478601959.905285
high,105,57.50,right,1478601961.470015
high,100,55.00,left,1478601962.844155
high,15,12.50,left,1478601964.435505
high,73,41.50,right,1478601965.973102
high,91,50.50,right,1478601967.579672
high,14,12.00,left,1478601968.954587
high,66,38.00,left,1478601970.506525
high,81,45.50,right,1478601972.139194
high,35,22.50,left,1478601973.487222
high,63,36.50,left,1478601974.998234
high,114,62.00,right,1478601976.631968
high,75,42.50,left,1478601978.129513
high,119,64.50,right,1478601979.680142
high,93,51.50,right,1478601981.300337
high,27,18.50,left,1478601982.770522
high,83,46.50,right,1478601984.131548
high,67,38.50,right,1478601985.873471
high,22,16.00,left,1478601987.098229
high,97,53.50,right,1478601988.513590
high,104,57.00,right,1478601989.996628
high,118,64.00,right,1478601991.383841
high,69,39.50,left,1478601992.989533
high,34,22.00,left,1478601994.419216
high,62,36.00,left,1478601995.997693
high,2,6.00,left,1478601997.358753
high,26,18.00,left,1478601998.923417
high,108,59.00,right,1478602000.596725
high,70,40.00,left,1478602001.957568
