object,stimulus,angle,response,time
mid,75,42.50,right,1473151458.312486
high,103,56.50,right,1473151466.698968
low,95,52.50,right,1473151468.289204
low,61,35.50,left,1473151469.933298
high,1,5.50,left,1473151471.426844
high,7,8.50,left,1473151473.043986
low,74,42.00,right,1473151474.469338
mid,39,24.50,right,1473151476.045649
high,98,54.00,right,1473151477.374332
mid,107,58.50,right,1473151478.935101
mid,82,46.00,right,1473151480.459563
low,116,63.00,right,1473151481.951283
low,49,29.50,right,1473151483.389037
high,116,63.00,right,1473151485.019674
low,115,62.50,right,1473151486.595765
mid,0,5.00,left,1473151488.062479
high,35,22.50,left,1473151489.541546
mid,18,14.00,left,1473151491.035483
high,99,54.50,right,1473151492.544810
low,23,16.50,left,1473151494.038281
mid,116,63.00,right,1473151495.531902
high,10,10.00,left,1473151496.956760
low,1,5.50,left,1473151498.434950
mid,3,6.50,left,1473151500.023100
low,14,12.00,left,1473151501.557478
mid,19,14.50,left,1473151503.230006
high,77,43.50,right,1473151504.626357
mid,34,22.00,left,1473151506.338241
low,92,51.00,right,1473151507.720756
high,38,24.00,left,1473151509.145813
low,77,43.50,right,1473151510.679687
high,55,32.50,left,1473151512.228866
mid,4,7.00,left,1473151513.805125
mid,88,49.00,right,1473151515.287239
low,17,13.50,left,1473151516.822606
high,22,16.00,left,1473151518.288100
high,54,32.00,right,1473151519.670992
low,62,36.00,right,1473151521.125980
mid,6,8.00,left,1473151522.770035
mid,76,43.00,right,1473151524.223234
mid,98,54.00,right,1473151525.786149
mid,40,25.00,left,1473151527.362468
low,19,14.50,left,1473151528.773776
high,69,39.50,right,1473151530.296072
low,27,18.50,left,1473151531.762517
low,96,53.00,right,1473151533.285928
high,15,12.50,left,1473151534.806661
high,24,17.00,left,1473151536.232376
low,18,14.00,left,1473151537.574444
high,106,58.00,right,1473151538.958209
mid,57,33.50,left,1473151540.507098
mid,106,58.00,right,1473151542.068719
high,108,59.00,right,1473151543.467246
low,53,31.50,left,1473151545.111420
high,76,43.00,right,1473151546.633329
mid,83,46.50,right,1473151547.950429
high,48,29.00,right,1473151549.622816
mid,49,29.50,left,1473151551.211445
low,11,10.50,left,1473151552.444082
low,42,26.00,right,1473151553.841502
high,88,49.00,right,1473151555.554787
low,75,42.50,right,1473151557.078775
mid,41,25.50,right,1473151558.697749
low,106,58.00,right,1473151560.165091
low,108,59.00,right,1473151561.714887
high,102,56.00,right,1473151563.238111
mid,80,45.00,right,1473151564.621718
high,86,48.00,right,1473151566.032744
low,10,10.00,left,1473151567.511480
mid,81,45.50,right,1473151569.006147
mid,95,52.50,right,1473151570.498939
high,19,14.50,left,1473151572.021624
mid,103,56.50,right,1473151573.599141
high,80,45.00,right,1473151575.066914
high,67,38.50,right,1473151576.615034
high,40,25.00,left,1473151578.257631
low,39,24.50,left,1473151579.779995
mid,53,31.50,right,1473151581.206708
mid,79,44.50,right,1473151582.755063
mid,66,38.00,right,1473151584.509743
low,43,26.50,left,1473151586.057895
high,109,59.50,right,1473151587.496748
low,44,27.00,left,1473151589.127357
low,89,49.50,right,1473151590.552270
high,93,51.50,right,1473151592.210447
mid,64,37.00,left,1473151593.965399
low,79,44.50,right,1473151595.213526
low,40,25.00,left,1473151596.846032
high,115,62.50,right,1473151598.258819
high,61,35.50,right,1473151599.794510
low,33,21.50,left,1473151601.245626
mid,90,50.00,right,1473151602.903002
mid,37,23.50,left,1473151604.425361
mid,10,10.00,left,1473151605.853789
high,0,5.00,left,1473151607.307210
low,51,30.50,right,1473151608.952929
low,87,48.50,right,1473151610.609305
mid,85,47.50,right,1473151611.898420
mid,113,61.50,right,1473151613.296387
high,8,9.00,left,1473151614.750024
high,46,28.00,right,1473151616.341501
high,57,33.50,right,1473151617.850257
low,85,47.50,right,1473151619.400295
mid,115,62.50,right,1473151620.892120
high,72,41.00,right,1473151622.481193
low,8,9.00,left,1473151623.975525
low,6,8.00,left,1473151625.498276
mid,65,37.50,right,1473151626.951861
mid,63,36.50,right,1473151628.471320
high,36,23.00,left,1473151629.869319
high,112,61.00,right,1473151631.267209
low,57,33.50,left,1473151632.869622
mid,30,20.00,left,1473151634.390213
low,90,50.00,right,1473151636.049382
mid,20,15.00,left,1473151637.432408
mid,51,30.50,left,1473151638.857983
high,23,16.50,left,1473151640.501470
low,24,17.00,left,1473151641.930701
low,71,40.50,right,1473151643.533763
high,64,37.00,right,1473151645.098602
low,41,25.50,right,1473151678.713702
high,65,37.50,right,1473151680.137408
high,63,36.50,right,1473151681.701078
mid,119,64.50,right,1473151683.194804
mid,50,30.00,left,1473151684.715827
high,4,7.00,left,1473151686.126996
low,55,32.50,left,1473151688.389652
mid,102,56.00,right,1473151689.432241
mid,118,64.00,right,1473151690.775550
low,12,11.00,left,1473151692.380052
high,97,53.50,right,1473151693.803790
low,52,31.00,left,1473151695.475718
low,45,27.50,left,1473151696.858591
mid,5,7.50,left,1473151698.323149
high,95,52.50,right,1473151699.720641
high,33,21.50,left,1473151701.254836
low,21,15.50,left,1473151702.763679
low,47,28.50,left,1473151704.228154
high,58,34.00,right,1473151705.761958
mid,72,41.00,right,1473151707.269622
high,96,53.00,right,1473151708.695335
mid,61,35.50,right,1473151710.161322
mid,110,60.00,right,1473151711.598880
low,38,24.00,left,1473151713.146822
mid,99,54.50,right,1473151714.503486
high,84,47.00,right,1473151715.983404
mid,47,28.50,left,1473151717.545451
high,94,52.00,right,1473151718.983344
high,18,14.00,left,1473151720.587317
high,13,11.50,left,1473151722.217317
low,30,20.00,left,1473151723.669625
low,22,16.00,left,1473151724.805902
mid,59,34.50,right,1473151726.380373
mid,91,50.50,right,1473151727.763437
low,93,51.50,right,1473151729.160621
low,67,38.50,right,1473151730.653782
low,102,56.00,right,1473151732.409030
mid,29,19.50,left,1473151733.780189
low,59,34.50,left,1473151735.601614
low,81,45.50,left,1473151736.755002
mid,12,11.00,left,1473151738.289925
high,104,57.00,right,1473151739.783360
high,90,50.00,right,1473151741.303692
high,3,6.50,left,1473151742.660235
low,80,45.00,right,1473151744.016994
high,81,45.50,right,1473151745.481639
mid,27,18.50,left,1473151747.004488
mid,87,48.50,right,1473151748.660587
high,56,33.00,left,1473151750.360182
high,107,58.50,right,1473151751.553056
low,84,47.00,right,1473151752.976561
high,45,27.50,right,1473151755.059100
mid,36,23.00,right,1473151756.332278
low,28,19.00,left,1473151757.618990
mid,43,26.50,right,1473151759.166774
mid,117,63.50,right,1473151760.742937
high,42,26.00,right,1473151762.168288
low,54,32.00,right,1473151764.112948
mid,23,16.50,left,1473151765.413272
low,7,8.50,left,1473151766.661573
low,9,9.50,left,1473151768.140587
mid,77,43.50,right,1473151769.593483
high,44,27.00,right,1473151771.373122
low,78,44.00,right,1473151772.730075
mid,71,40.50,right,1473151774.373931
high,14,12.00,left,1473151775.920747
high,75,42.50,right,1473151777.469355
high,113,61.50,right,1473151778.991233
mid,15,12.50,left,1473151780.704213
mid,56,33.00,right,1473151782.335542
low,69,39.50,right,1473151783.802373
low,48,29.00,right,1473151785.240982
high,100,55.00,right,1473151786.449473
high,83,46.50,right,1473151788.120983
mid,17,13.50,left,1473151789.546224
mid,45,27.50,left,1473151791.493478
low,32,21.00,left,1473151792.575507
mid,67,38.50,right,1473151794.136329
low,60,35.00,right,1473151795.506091
