stimulus,angle,response,time
117,28.50,right,1468920183.406859
85,12.50,right,1468920250.467741
119,29.50,right,1468920251.906231
63,1.50,left,1468920253.359210
111,25.50,right,1468920254.768211
25,-17.50,left,1468920256.235735
93,16.50,right,1468920257.674098
106,23.00,right,1468920259.166873
81,10.50,right,1468920260.824863
61,0.50,left,1468920262.208128
49,-5.50,left,1468920263.688899
9,-25.50,left,1468920265.252116
20,-20.00,left,1468920266.595345
91,15.50,right,1468920268.143943
83,11.50,right,1468920269.610279
0,-30.00,left,1468920270.926585
57,-1.50,left,1468920272.680555
77,8.50,right,1468920274.133642
23,-18.50,left,1468920275.681715
102,21.00,right,1468920277.243658
39,-10.50,left,1468920278.819457
82,11.00,right,1468920280.326348
113,26.50,right,1468920281.765757
84,12.00,right,1468920283.315174
80,10.00,right,1468920284.809072
96,18.00,right,1468920286.358357
72,6.00,right,1468920287.853324
114,27.00,right,1468920289.307934
67,3.50,right,1468920290.911083
101,20.50,right,1468920292.541700
45,-7.50,left,1468920293.995375
118,29.00,right,1468920295.434158
62,1.00,right,1468920297.135556
19,-20.50,left,1468920298.547990
112,26.00,right,1468920300.220655
70,5.00,right,1468920301.742951
94,17.00,right,1468920303.264660
17,-21.50,left,1468920304.841222
60,0.00,left,1468920306.445431
103,21.50,right,1468920307.842759
44,-8.00,left,1468920309.212994
28,-16.00,left,1468920310.637600
22,-19.00,left,1468920312.158987
69,4.50,right,1468920313.694419
14,-23.00,left,1468920315.078844
46,-7.00,left,1468920316.545797
56,-2.00,left,1468920318.039518
34,-13.00,left,1468920319.520626
55,-2.50,left,1468920321.013383
115,27.50,right,1468920322.617651
33,-13.50,left,1468920323.947319
18,-21.00,left,1468920325.551453
109,24.50,right,1468920327.099769
5,-27.50,left,1468920328.607805
31,-14.50,left,1468920330.045423
105,22.50,right,1468920331.580976
79,9.50,right,1468920333.157083
78,9.00,right,1468920334.597156
59,-0.50,left,1468920336.255953
97,18.50,right,1468920337.626115
21,-19.50,left,1468920339.009875
52,-4.00,left,1468920340.899935
100,20.00,right,1468920342.093038
104,22.00,right,1468920343.615612
107,23.50,right,1468920345.122321
66,3.00,right,1468920346.712566
110,25.00,right,1468920348.109288
95,17.50,right,1468920349.549529
92,16.00,right,1468920350.934027
3,-28.50,left,1468920352.372799
71,5.50,right,1468920353.963729
24,-18.00,left,1468920355.375132
58,-1.00,left,1468920357.075319
43,-8.50,left,1468920358.623527
74,7.00,right,1468920360.158976
35,-12.50,left,1468920361.460961
98,19.00,right,1468920362.982655
108,24.00,right,1468920364.545986
75,7.50,right,1468920366.163590
30,-15.00,left,1468920367.644673
88,14.00,right,1468920369.139210
12,-24.00,left,1468920370.661043
29,-15.50,left,1468920372.169673
51,-4.50,left,1468920373.759400
15,-22.50,left,1468920375.226645
47,-6.50,left,1468920376.774802
73,6.50,left,1468920378.391456
65,2.50,right,1468920380.037057
11,-24.50,left,1468920381.352288
48,-6.00,left,1468920382.845865
10,-25.00,left,1468920384.229137
68,4.00,right,1468920385.887280
41,-9.50,left,1468920387.340028
1,-29.50,left,1468920388.942963
76,8.00,right,1468920390.327577
86,13.00,right,1468920391.781828
40,-10.00,left,1468920393.316815
116,28.00,right,1468920394.811347
90,15.00,right,1468920396.223458
32,-14.00,left,1468920397.774088
54,-3.00,left,1468920399.420345
64,2.00,left,1468920400.967451
8,-26.00,left,1468920402.338484
53,-3.50,left,1468920403.833464
87,13.50,right,1468920405.300464
27,-16.50,left,1468920406.933496
38,-11.00,left,1468920408.344836
13,-23.50,left,1468920409.813213
50,-5.00,left,1468920411.292604
4,-28.00,left,1468920412.800751
2,-29.00,left,1468920414.459793
37,-11.50,left,1468920415.871850
7,-26.50,left,1468920417.433301
26,-17.00,left,1468920418.982850
42,-9.00,left,1468920420.558312
16,-22.00,left,1468920422.013384
36,-12.00,left,1468920423.628683
99,19.50,right,1468920425.014318
6,-27.00,left,1468920426.536404
89,14.50,right,1468920428.235261
