stimulus,angle,response,time
12,-53.50,right,1472027205.403464
99,-10.00,left,1472027213.209612
31,-44.00,right,1472027214.609912
8,-55.50,right,1472027216.145175
80,-19.50,left,1472027217.599538
93,-13.00,left,1472027219.189677
79,-20.00,left,1472027220.726385
45,-37.00,right,1472027222.275550
90,-14.50,left,1472027223.823934
57,-31.00,right,1472027225.538072
105,-7.00,left,1472027226.798483
55,-32.00,right,1472027228.389106
36,-41.50,right,1472027229.829321
107,-6.00,left,1472027231.201607
115,-2.00,left,1472027232.709801
82,-18.50,left,1472027234.315081
46,-36.50,right,1472027235.754267
101,-9.00,left,1472027237.220649
102,-8.50,left,1472027238.659416
13,-53.00,right,1472027240.098892
98,-10.50,left,1472027241.427895
15,-52.00,right,1472027243.018436
39,-40.00,right,1472027244.608522
41,-39.00,right,1472027246.116875
106,-6.50,left,1472027247.638160
88,-15.50,left,1472027249.134091
5,-57.00,right,1472027250.627309
66,-26.50,left,1472027252.053139
100,-9.50,left,1472027253.491434
118,-0.50,left,1472027254.916284
119,0.00,left,1472027256.328159
25,-47.00,right,1472027257.889959
53,-33.00,right,1472027259.522514
43,-38.00,right,1472027260.989544
81,-19.00,left,1472027262.497509
32,-43.50,right,1472027264.047134
27,-46.00,right,1472027265.417135
14,-52.50,right,1472027266.925944
18,-50.50,right,1472027268.556606
33,-43.00,right,1472027270.092945
77,-21.00,left,1472027271.558915
47,-36.00,right,1472027273.011558
16,-51.50,right,1472027274.588756
111,-4.00,left,1472027276.002652
22,-48.50,right,1472027277.605334
50,-34.50,right,1472027279.044409
38,-40.50,right,1472027280.511408
20,-49.50,right,1472027281.923241
67,-26.00,left,1472027283.500131
30,-44.50,right,1472027285.049202
24,-47.50,right,1472027286.433661
85,-17.00,left,1472027288.037532
109,-5.00,left,1472027289.436085
56,-31.50,right,1472027290.930393
70,-24.50,right,1472027292.314291
29,-45.00,right,1472027293.987677
94,-12.50,left,1472027295.509214
44,-37.50,right,1472027296.963577
65,-27.00,left,1472027298.554564
108,-5.50,left,1472027300.048070
7,-56.00,right,1472027301.611608
58,-30.50,left,1472027302.995810
28,-45.50,right,1472027304.408697
26,-46.50,right,1472027305.819722
54,-32.50,right,1472027307.341227
21,-49.00,right,1472027308.970849
91,-14.00,left,1472027310.602587
9,-55.00,right,1472027311.987446
92,-13.50,left,1472027313.522997
87,-16.00,left,1472027315.043967
75,-22.00,left,1472027316.826086
72,-23.50,left,1472027317.989850
64,-27.50,left,1472027319.443929
48,-35.50,right,1472027320.827111
89,-15.00,left,1472027322.375626
112,-3.50,left,1472027323.939521
110,-4.50,left,1472027325.282637
114,-2.50,left,1472027326.666754
4,-57.50,right,1472027328.243991
52,-33.50,right,1472027329.739680
17,-51.00,right,1472027331.219873
116,-1.50,left,1472027332.645343
0,-59.50,right,1472027334.139865
96,-11.50,left,1472027335.634044
23,-48.00,right,1472027337.087765
97,-11.00,left,1472027338.525990
103,-8.00,left,1472027340.033802
63,-28.00,left,1472027341.488137
19,-50.00,right,1472027342.997426
2,-58.50,right,1472027344.492159
37,-41.00,right,1472027346.151040
34,-42.50,right,1472027347.672410
86,-16.50,right,1472027349.194014
78,-20.50,left,1472027350.674013
84,-17.50,left,1472027352.072540
49,-35.00,right,1472027353.552372
95,-12.00,left,1472027354.950862
60,-29.50,left,1472027356.457952
113,-3.00,left,1472027358.226949
74,-22.50,left,1472027359.556428
69,-25.00,left,1472027361.079282
6,-56.50,right,1472027362.381522
35,-42.00,right,1472027364.000468
40,-39.50,right,1472027365.453795
51,-34.00,right,1472027366.893676
76,-21.50,left,1472027368.510308
83,-18.00,left,1472027369.991202
11,-54.00,right,1472027371.500299
59,-30.00,left,1472027372.967836
71,-24.00,left,1472027374.587771
68,-25.50,left,1472027376.148714
10,-54.50,right,1472027377.806161
117,-1.00,left,1472027379.300597
3,-58.00,right,1472027380.835101
61,-29.00,right,1472027382.219392
42,-38.50,right,1472027383.672827
73,-23.00,left,1472027385.263849
1,-59.00,right,1472027386.770609
62,-28.50,left,1472027388.222818
104,-7.50,left,1472027389.729264
